vowel,closure,burst,language,phon_ctxt_stress,phon_ctxt_canonical_vl,mimic,Block.Type,MinimalPairID,Word,Sound,phon_ctxt_r,phon_ctxt_l,phon_ctxt_n,Item.Filename,syllable,Item.MinimalPair,Item.Word,syllable_duration,num_of_segments
0.262590222,0.178651752,0.09944111,native,yes,long,irrelevant,test,32,hoart,/t/,yes,no,no,TTF_32_hoart,1,S32,TTF_32_hoart,0.599985221,4
0.240392441,0.227088198,0.129285424,non-native,yes,long,yes,test,1,rit,/t/,no,no,no,TTF_1_rit,1,S1,TTF_1_rit,0.774406652,3
0.288577594,0.239237976,0.107214124,non-native,yes,long,yes,test,2,vet,/t/,no,no,no,TTF_2_vet,1,S2,TTF_2_vet,0.795749163,3
0.321301069,0.211678858,0.14745778,non-native,yes,long,yes,test,3,raat,/t/,no,no,no,TTF_3_raat,1,S3,TTF_3_raat,0.82293256,3
0.336754006,0.201345674,0.126397527,non-native,yes,long,yes,test,4,roet,/t/,no,no,no,TTF_4_roet,1,S4,TTF_4_roet,0.890502646,3
0.318758535,0.24992259,0.092938776,non-native,yes,long,yes,test,5,voat,/t/,no,no,no,TTF_5_voat,1,S5,TTF_5_voat,0.885172336,3
0.325327343,0.199758362,0.118433402,non-native,yes,long,yes,test,6,voart,/t/,yes,no,no,TTF_6_voart,1,S6,TTF_6_voart,0.843442221,4
0.331477294,0.196683353,0.107530536,non-native,yes,long,yes,test,7,vit,/t/,no,no,no,TTF_7_vit,1,S7,TTF_7_vit,0.860778707,3
0.344213358,0.212137566,0.115924666,non-native,yes,long,yes,test,8,noet,/t/,no,no,no,TTF_8_noet,1,S8,TTF_8_noet,0.835877425,3
0.332761492,0.191472663,0.110928949,non-native,yes,long,yes,test,9,bot,/t/,no,no,no,TTF_9_bot,1,S9,TTF_9_bot,0.842256992,3
0.310049677,0.193051776,0.110783447,non-native,yes,long,yes,test,10,broet,/t/,no,no,no,TTF_10_broet,1,S10,TTF_10_broet,0.895857143,4
0.304926496,0.202843292,0.106864512,non-native,yes,long,yes,test,11,svit,/t/,no,no,no,TTF_11_svit,1,S11,TTF_11_svit,0.859937831,4
0.339319149,0.186147959,0.128564059,non-native,yes,long,yes,test,12,smet,/t/,no,no,no,TTF_12_smet,1,S12,TTF_12_smet,0.990600281,4
0.288797419,0.181068116,0.12870225,non-native,yes,long,yes,test,13,gjut,/t/,no,no,no,TTF_13_gjut,1,S13,TTF_13_gjut,0.766953195,3
0.295936793,0.192815979,0.136611966,non-native,yes,long,yes,test,14,mot,/t/,no,no,no,TTF_14_mot,1,S14,TTF_14_mot,0.83466516,3
0.313669993,0.180327416,0.138153817,non-native,yes,long,yes,test,15,not,/t/,no,no,no,TTF_15_not,1,S15,TTF_15_not,0.816022298,3
0.144158013,0.098747583,0.132627231,non-native,yes,short,yes,test,16,font,/t/,no,no,yes,TTF_16_font,1,S16,TTF_16_font,0.766258959,4
0.320642548,0.266716569,0.113208617,non-native,yes,long,yes,test,17,sket,/t/,no,no,no,TTF_17_sket,1,S17,TTF_17_sket,0.842942101,3
0.346621196,0.205159398,0.129508314,non-native,yes,long,yes,test,18,skjut,/t/,no,no,no,TTF_18_skjut,1,S18,TTF_18_skjut,0.855521611,3
0.353532172,0.197563647,0.134116906,non-native,yes,long,yes,test,19,skoet,/t/,no,no,no,TTF_19_skoet,1,S19,TTF_19_skoet,0.886154888,3
0.297739763,0.240091483,0.131457682,non-native,yes,long,yes,test,20,got,/t/,no,no,no,TTF_20_got,1,S20,TTF_20_got,0.854430118,3
0.297437701,0.192682314,0.135262096,non-native,yes,long,yes,test,21,gjoet,/t/,no,no,no,TTF_21_gjoet,1,S21,TTF_21_gjoet,0.828274583,3
0.338067608,0.210580499,0.1095005,non-native,yes,long,yes,test,22,het,/t/,no,no,no,TTF_22_het,1,S22,TTF_22_het,0.853895712,3
0.355729351,0.178119426,0.122539683,non-native,yes,long,yes,test,23,hut,/t/,no,no,no,TTF_23_hut,1,S23,TTF_23_hut,0.770229781,3
0.309467021,0.178106902,0.098545446,non-native,yes,long,yes,test,24,smit,/t/,no,no,no,TTF_24_smit,1,S24,TTF_24_smit,0.879704554,4
0.121449443,0.11647036,0.115043732,non-native,yes,short,yes,test,25,synt,/t/,no,no,yes,TTF_25_synt,1,S25,TTF_25_synt,0.874169184,4
0.138864086,0.132828362,0.117015742,non-native,yes,short,yes,test,26,rymt,/t/,no,no,yes,TTF_26_rymt,1,S26,TTF_26_rymt,0.872653628,4
0.135521741,0.1434254,0.118696523,non-native,yes,short,yes,test,27,sant,/t/,no,no,yes,TTF_27_sant,1,S27,TTF_27_sant,0.868178581,4
0.150485606,0.157452591,0.127050642,non-native,yes,short,yes,test,28,brant,/t/,no,no,yes,TTF_28_brant,1,S28,TTF_28_brant,0.84829932,5
0.104128959,0.304361363,0.129286218,non-native,yes,short,yes,test,29,bett,/t/,no,no,no,TTF_29_bett,1,S29,TTF_29_bett,0.765684807,3
0.125105809,0.278137497,0.122389163,non-native,yes,short,yes,test,30,slatt,/t/,no,no,no,TTF_30_slatt,1,S30,TTF_30_slatt,0.799278356,4
0.123102787,0.332436487,0.147275972,non-native,yes,short,yes,test,31,brott,/t/,no,no,no,TTF_31_brott,1,S31,TTF_31_brott,0.710217595,4
0.335089643,0.230655437,0.109739451,non-native,yes,long,yes,test,32,hoart,/t/,yes,no,no,TTF_32_hoart,1,S32,TTF_32_hoart,0.821111532,4
