item,item_cond,sound,corr_ans,group,block_id,listname,rating_for,position,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,rating_1.response,rating_1.rt,participant
12,TDF,TDF_12_smed_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.571,102
5,TDF,TDF_5_voad_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.588,102
30,TTF,TTF_30_slatt_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.853,102
18,TTF,TTF_18_skjut_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,1.387,102
2,TDF,TDF_2_ved_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.187,102
16,TDF,TDF_16_fond_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.987,102
11,TDF,TDF_11_svid_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,2,0.554,102
29,TTF,TTF_29_bett_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.488,102
27,TTF,TTF_27_sant_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.67,102
13,TDF,TDF_13_ljud_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,6,0.453,102
14,TDF,TDF_14_mod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,6,0.938,102
4,TDF,TDF_4_rod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.436,102
19,TTF,TTF_19_skoet_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.622,102
10,TDF,TDF_10_brod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.521,102
17,TTF,TTF_17_sket_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.521,102
1,TDI,TDI_1_dag_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,1.487,102
10,TDI,TDI_10_ditt_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.537,102
20,TTI,TTI_20_tur_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.538,102
2,TDI,TDI_2_dagg_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.837,102
7,TDI,TDI_7_den_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.637,102
12,TDI,TDI_12_doa_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.52,102
18,TTI,TTI_18_tum_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,2,0.937,102
23,TTI,TTI_23_toa_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.67,102
6,TDI,TDI_6_deg_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,1.321,102
11,TDI,TDI_11_dipp_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.669,102
15,TTI,TTI_15_tom_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.554,102
13,TDI,TDI_13_dog_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.471,102
14,TDI,TDI_14_dok_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.82,102
9,TDI,TDI_9_dill_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.554,102
5,TDI,TDI_5_dass_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.871,102
16,TTI,TTI_16_ton_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.504,102
21,TTI,TTI_21_tugg_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.619,102
4,TDI,TDI_4_dam_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.555,102
19,TTI,TTI_19_tun_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.587,102
25,TTI,TTI_25_taar_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.537,102
22,TTI,TTI_22_ty_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,6,0.571,102
8,TDI,TDI_8_dia_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.504,102
26,TTI,TTI_26_toe_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,6,0.504,102
27,TTI,TTI_27_toem_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.537,102
24,TTI,TTI_24_taack_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.47,102
3,TDI,TDI_3_dal_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.886,102
17,TTI,TTI_17_topp_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.704,102
14,TTI,TTI_14_tok_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,1.904,102
11,TTI,TTI_11_tipp_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.521,102
2,TTI,TTI_2_tagg_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,6,1.087,102
5,TTI,TTI_5_tass_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.621,102
8,TTI,TTI_8_tia_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.622,102
15,TDI,TDI_15_dom_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.586,102
1,TTI,TTI_1_tag_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,6,0.671,102
13,TTI,TTI_13_tog_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.403,102
3,TTI,TTI_3_tal_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,3.438,102
22,TDI,TDI_22_dy_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.954,102
12,TTI,TTI_12_toa_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,6,0.821,102
7,TTI,TTI_7_tenn_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.587,102
21,TDI,TDI_21_dugg_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.704,102
27,TDI,TDI_27_doem_edit_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.054,102
23,TDI,TDI_23_doa_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.871,102
26,TDI,TDI_26_doe_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.653,102
10,TTI,TTI_10_titt_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.937,102
20,TDI,TDI_20_dur_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.704,102
9,TTI,TTI_9_till_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,6,0.704,102
4,TTI,TTI_4_tam_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,5,1.187,102
19,TDI,TDI_19_dun_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.654,102
24,TDI,TDI_24_daack_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.737,102
16,TDI,TDI_16_don_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.62,102
18,TDI,TDI_18_dum_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.504,102
17,TDI,TDI_17_dopp_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.688,102
25,TDI,TDI_25_daar_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.753,102
6,TTI,TTI_6_teg_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.688,102
167,ENW,ENW_77_somfera_150219.wav,n,t,NA,,,,n,1,0.23587622,NA,NA,103
20,ETW,ETW_20_loppmarknad_070319.wav,j,t,NA,,,,j,1,2.800264142,NA,NA,103
173,ENW,ENW_83_fyrskovar_150219.wav,n,t,NA,,,,n,1,0.185615375,NA,NA,103
107,ENW,ENW_17_kopynnor_150219.wav,n,t,NA,,,,n,1,0.535579752,NA,NA,103
114,ENW,ENW_24_samjoner_150219.wav,n,t,NA,,,,n,1,0.236438474,NA,NA,103
26,ETW,ETW_26_olympiad_070319.wav,j,t,NA,,,,j,1,1.516965556,NA,NA,103
68,EFW,EFW_38_foerefoell_070319.wav,j,t,NA,,,,j,1,1.819028208,NA,NA,103
30,ETW,ETW_30_oeverlevnad_070319.wav,j,t,NA,,,,j,1,0.419618844,NA,NA,103
129,ENW,ENW_39_ljusonar_150219.wav,n,t,NA,,,,n,1,0.369217824,NA,NA,103
27,ETW,ETW_27_medellivslaangd_070319.wav,j,t,NA,,,,j,1,0.435817162,NA,NA,103
160,ENW,ENW_70_roklarner_150219.wav,n,t,NA,,,,n,1,0.633817996,NA,NA,103
147,ENW,ENW_57_flovanning_150219.wav,n,t,NA,,,,n,1,1.119026236,NA,NA,103
1,ETW,ETW_1_oskuld_070319.wav,j,t,NA,,,,j,1,0.536300858,NA,NA,103
80,EFW,EFW_50_snaalla_070319.wav,j,t,NA,,,,j,1,0.7864638,NA,NA,103
59,EFW,EFW_29_formen_070319.wav,j,t,NA,,,,j,1,0.669128736,NA,NA,103
115,ENW,ENW_25_affierar_150219.wav,n,t,NA,,,,n,1,1.750365022,NA,NA,103
11,ETW,ETW_11_period_070319.wav,j,t,NA,,,,j,1,0.702888196,NA,NA,103
143,ENW,ENW_53_svarmvisso_150219.wav,n,t,NA,,,,n,1,0.819322321,NA,NA,103
64,EFW,EFW_34_sommar_070319.wav,j,t,NA,,,,j,1,0.752065955,NA,NA,103
85,EFW,EFW_55_oroar_070319.wav,j,t,NA,,,,j,1,0.352873439,NA,NA,103
54,EFW,EFW_24_foersvinner_070319.wav,j,t,NA,,,,j,1,0.602264041,NA,NA,103
37,EFW,EFW_7_sociala_070319.wav,j,t,NA,,,,j,1,0.352562266,NA,NA,103
41,EFW,EFW_11_maanniskor_070319.wav,j,t,NA,,,,j,1,0.5197291,NA,NA,103
125,ENW,ENW_35_nymaljen_150219.wav,n,t,NA,,,,j,0,0.535838107,NA,NA,103
82,EFW,EFW_52_framhoalla_070319.wav,j,t,NA,,,,j,1,0.519894382,NA,NA,103
112,ENW,ENW_22_fjäserna_150219.wav,n,t,NA,,,,n,1,0.586049408,NA,NA,103
137,ENW,ENW_47_oafläppen_150219.wav,n,t,NA,,,,n,1,0.818921529,NA,NA,103
171,ENW,ENW_81_persifera_150219.wav,n,t,NA,,,,j,0,2.602491954,NA,NA,103
6,ETW,ETW_6_vemod_070319.wav,j,t,NA,,,,j,1,1.402515167,NA,NA,103
162,ENW,ENW_72_urskecken_150219.wav,n,t,NA,,,,n,1,1.152196443,NA,NA,103
96,ENW,ENW_6_vilfroaser_150219.wav,n,t,NA,,,,n,1,3.202730207,NA,NA,103
151,ENW,ENW_61_myckskina_150219.wav,n,t,NA,,,,n,1,0.803246296,NA,NA,103
176,ENW,ENW_86_heloppsin_150219.wav,n,t,NA,,,,n,1,0.669370513,NA,NA,103
18,ETW,ETW_18_husfasad_070319.wav,j,t,NA,,,,j,1,0.735941141,NA,NA,103
57,EFW,EFW_27_analysera_070319.wav,j,t,NA,,,,j,1,0.702975226,NA,NA,103
116,ENW,ENW_26_anufera_150219.wav,n,t,NA,,,,n,1,0.569144972,NA,NA,103
142,ENW,ENW_52_filofyll_150219.wav,n,t,NA,,,,n,1,0.518659262,NA,NA,103
33,EFW,EFW_3_familjen_070319.wav,j,t,NA,,,,j,1,0.552596379,NA,NA,103
105,ENW,ENW_15_forfeckla_150219.wav,n,t,NA,,,,n,1,0.650499051,NA,NA,103
110,ENW,ENW_20_invonen_150219.wav,n,t,NA,,,,n,1,0.753116023,NA,NA,103
81,EFW,EFW_51_seminarier_070319.wav,j,t,NA,,,,j,1,0.485790615,NA,NA,103
84,EFW,EFW_54_romaner_070319.wav,j,t,NA,,,,j,1,0.43624921,NA,NA,103
124,ENW,ENW_34_jomera_150219.wav,n,t,NA,,,,n,1,0.586204333,NA,NA,103
86,EFW,EFW_56_mormor_070319.wav,j,t,NA,,,,j,1,0.736178389,NA,NA,103
13,ETW,ETW_13_oevervoald_070319.wav,j,t,NA,,,,j,1,0.669282126,NA,NA,103
179,ENW,ENW_89_mikenspoan_150219.wav,n,t,NA,,,,n,1,0.483726542,NA,NA,103
120,ENW,ENW_30_sojera_150219.wav,n,t,NA,,,,n,1,0.919356115,NA,NA,103
102,ENW,ENW_12_snälmola_150219.wav,n,t,NA,,,,n,1,0.685858686,NA,NA,103
83,EFW,EFW_53_sovrum_070319.wav,j,t,NA,,,,j,1,0.503340461,NA,NA,103
106,ENW,ENW_16_rolinkar_150219.wav,n,t,NA,,,,n,1,1.169198328,NA,NA,103
2,ETW,ETW_2_skillnad_070319.wav,j,t,NA,,,,j,1,0.669080731,NA,NA,103
66,EFW,EFW_36_haarifroan_070319.wav,j,t,NA,,,,j,1,0.702504695,NA,NA,103
89,EFW,EFW_59_filosofin_070319.wav,j,t,NA,,,,j,1,1.40308215,NA,NA,103
98,ENW,ENW_8_haväras_150219.wav,n,t,NA,,,,j,0,0.651932679,NA,NA,103
67,EFW,EFW_37_foervisso_070319.wav,j,t,NA,,,,j,1,0.653336891,NA,NA,103
130,ENW,ENW_40_knipackar_150219.wav,n,t,NA,,,,n,1,0.86902756,NA,NA,103
24,ETW,ETW_24_oeverfloed_070319.wav,j,t,NA,,,,j,1,0.402998138,NA,NA,103
121,ENW,ENW_31_romation_150219.wav,n,t,NA,,,,n,1,0.602789127,NA,NA,103
149,ENW,ENW_59_kyrkmänning_150219.wav,n,t,NA,,,,n,1,0.768541619,NA,NA,103
161,ENW,ENW_71_forskäckla_150219.wav,n,t,NA,,,,n,1,0.869395711,NA,NA,103
9,ETW,ETW_9_haarmed_070319.wav,j,t,NA,,,,j,1,0.468802369,NA,NA,103
140,ENW,ENW_50_omsänare_150219.wav,n,t,NA,,,,n,1,1.219789375,NA,NA,103
58,EFW,EFW_28_olja_070319.wav,j,t,NA,,,,j,1,0.63668456,NA,NA,103
17,ETW,ETW_17_hemmavid_070319.wav,j,t,NA,,,,j,1,0.602574236,NA,NA,103
73,EFW,EFW_43_halvoar_070319.wav,j,t,NA,,,,j,1,0.402435153,NA,NA,103
53,EFW,EFW_23_aamne_070319.wav,j,t,NA,,,,j,1,0.469143197,NA,NA,103
155,ENW,ENW_65_hamfylla_150219.wav,n,t,NA,,,,n,1,0.452457338,NA,NA,103
36,EFW,EFW_6_massa_070319.wav,j,t,NA,,,,j,1,0.535667935,NA,NA,103
19,ETW,ETW_19_saallskapshund_070319.wav,j,t,NA,,,,j,1,0.583865982,NA,NA,103
22,ETW,ETW_22_sinnesfrid_070319.wav,j,t,NA,,,,j,1,0.353320221,NA,NA,103
8,ETW,ETW_8_samfund_070319.wav,j,t,NA,,,,j,1,0.402561149,NA,NA,103
152,ENW,ENW_62_ljullepilja_150219.wav,n,t,NA,,,,n,1,0.385593293,NA,NA,103
42,EFW,EFW_12_foeremoal_070319.wav,j,t,NA,,,,j,1,0.402891641,NA,NA,103
48,EFW,EFW_18_nummer_070319.wav,j,t,NA,,,,j,1,0.435826158,NA,NA,103
132,ENW,ENW_42_hamsforing_150219.wav,n,t,NA,,,,n,1,0.402279881,NA,NA,103
100,ENW,ENW_10_skinnamer_150219.wav,n,t,NA,,,,n,1,0.3700204,NA,NA,103
76,EFW,EFW_46_foerhoer_070319.wav,j,t,NA,,,,j,1,0.485379944,NA,NA,103
165,ENW,ENW_75_foarskining_150219.wav,n,t,NA,,,,n,1,0.553141232,NA,NA,103
62,EFW,EFW_32_fyller_070319.wav,j,t,NA,,,,n,0,0.868971211,NA,NA,103
118,ENW,ENW_28_läkermask_150219.wav,n,t,NA,,,,n,1,0.536317054,NA,NA,103
119,ENW,ENW_29_uppskira_150219.wav,n,t,NA,,,,n,1,0.386086414,NA,NA,103
87,EFW,EFW_57_loenerna_070319.wav,j,t,NA,,,,n,0,0.93632488,NA,NA,103
4,ETW,ETW_4_livraadd_070319.wav,j,t,NA,,,,j,1,1.570170932,NA,NA,103
40,EFW,EFW_10_laarare_070319.wav,j,t,NA,,,,j,1,0.400516915,NA,NA,103
148,ENW,ENW_58_malvossa_150219.wav,n,t,NA,,,,n,1,0.402698695,NA,NA,103
16,ETW,ETW_16_episod_070319.wav,j,t,NA,,,,j,1,0.35312917,NA,NA,103
141,ENW,ENW_51_skillare_150219.wav,n,t,NA,,,,n,1,0.402347878,NA,NA,103
157,ENW,ENW_67_oafreskar_150219.wav,n,t,NA,,,,n,1,0.95292918,NA,NA,103
70,EFW,EFW_40_miljoner_070319.wav,j,t,NA,,,,j,1,1.019065084,NA,NA,103
29,ETW,ETW_29_oeverhuvud_070319.wav,j,t,NA,,,,j,1,0.283854374,NA,NA,103
158,ENW,ENW_68_presionar_150219.wav,n,t,NA,,,,j,0,0.50285536,NA,NA,103
15,ETW,ETW_15_knivsudd_070319.wav,j,t,NA,,,,n,0,0.285702018,NA,NA,103
131,ENW,ENW_41_vessmaren_150219.wav,n,t,NA,,,,n,1,0.33575688,NA,NA,103
172,ENW,ENW_82_värskappa_150219.wav,n,t,NA,,,,n,1,0.66935196,NA,NA,103
93,ENW,ENW_3_vissorens_150219.wav,n,t,NA,,,,n,1,0.369495367,NA,NA,103
49,EFW,EFW_19_roerelse_070319.wav,j,t,NA,,,,j,1,1.036076031,NA,NA,103
164,ENW,ENW_74_malsera_150219.wav,n,t,NA,,,,n,1,0.369062866,NA,NA,103
12,ETW,ETW_12_offerlund_070319.wav,j,t,NA,,,,n,0,0.369705018,NA,NA,103
34,EFW,EFW_4_foerminska_070319.wav,j,t,NA,,,,j,1,0.385733789,NA,NA,103
28,ETW,ETW_28_kommunalroad_070319.wav,j,t,NA,,,,j,1,1.436116076,NA,NA,103
52,EFW,EFW_22_normala_070319.wav,j,t,NA,,,,j,1,0.419050715,NA,NA,103
31,EFW,EFW_1_allmaan_070319.wav,j,t,NA,,,,j,1,0.352904839,NA,NA,103
104,ENW,ENW_14_kärmenor_150219.wav,n,t,NA,,,,j,0,0.569064705,NA,NA,103
97,ENW,ENW_7_flasera_150219.wav,n,t,NA,,,,n,1,0.652527792,NA,NA,103
126,ENW,ENW_36_skymlosa_150219.wav,n,t,NA,,,,n,1,0.550837595,NA,NA,103
10,ETW,ETW_10_nomad_070319.wav,j,t,NA,,,,j,1,0.752380226,NA,NA,103
94,ENW,ENW_4_kyllfaren_150219.wav,n,t,NA,,,,n,1,1.935744657,NA,NA,103
170,ENW,ENW_80_tjarfera_150219.wav,n,t,NA,,,,n,1,0.400682188,NA,NA,103
175,ENW,ENW_85_forlinna_150219.wav,n,t,NA,,,,n,1,0.352243542,NA,NA,103
63,EFW,EFW_33_elva_070319.wav,j,t,NA,,,,j,1,0.368992111,NA,NA,103
103,ENW,ENW_13_forvaron_150219.wav,n,t,NA,,,,n,1,0.335489679,NA,NA,103
169,ENW,ENW_79_lyxmare_150219.wav,n,t,NA,,,,n,1,0.483646488,NA,NA,103
88,EFW,EFW_58_examen_070319.wav,j,t,NA,,,,j,1,0.402702439,NA,NA,103
128,ENW,ENW_38_roakanier_150219.wav,n,t,NA,,,,n,1,0.452939608,NA,NA,103
113,ENW,ENW_23_allsänning_150219.wav,n,t,NA,,,,n,1,0.352523229,NA,NA,103
71,EFW,EFW_41_infinna_070319.wav,j,t,NA,,,,j,1,0.369563053,NA,NA,103
108,ENW,ENW_18_moalursena_150219.wav,n,t,NA,,,,n,1,0.319291254,NA,NA,103
146,ENW,ENW_56_lysskarna_150219.wav,n,t,NA,,,,n,1,0.285746578,NA,NA,103
127,ENW,ENW_37_spallrivet_150219.wav,n,t,NA,,,,n,1,0.285550649,NA,NA,103
154,ENW,ENW_64_havskvare_150219.wav,n,t,NA,,,,n,1,0.519383,NA,NA,103
90,EFW,EFW_60_insulin_070319.wav,j,t,NA,,,,j,1,0.30284494,NA,NA,103
79,EFW,EFW_49_vaasen_070319.wav,j,t,NA,,,,j,1,0.269585225,NA,NA,103
35,EFW,EFW_5_samhaalle_070319.wav,j,t,NA,,,,j,1,0.302387779,NA,NA,103
75,EFW,EFW_45_innanfoer_070319.wav,j,t,NA,,,,j,1,0.335920264,NA,NA,103
25,ETW,ETW_25_mikrosekund_070319.wav,j,t,NA,,,,j,1,0.283793089,NA,NA,103
7,ETW,ETW_7_hemland_070319.wav,j,t,NA,,,,j,1,0.335999481,NA,NA,103
134,ENW,ENW_44_inlivna_150219.wav,n,t,NA,,,,n,1,0.30285574,NA,NA,103
135,ENW,ENW_45_fammoarens_150219.wav,n,t,NA,,,,n,1,0.318545728,NA,NA,103
92,ENW,ENW_2_overralka_150219.wav,n,t,NA,,,,n,1,0.300394478,NA,NA,103
23,ETW,ETW_23_promenad_070319.wav,j,t,NA,,,,j,1,0.40284878,NA,NA,103
99,ENW,ENW_9_samlemor_150219.wav,n,t,NA,,,,n,1,0.602635219,NA,NA,103
156,ENW,ENW_66_voarsmenar_150219.wav,n,t,NA,,,,n,1,0.386381759,NA,NA,103
55,EFW,EFW_25_informera_070319.wav,j,t,NA,,,,j,1,0.319742317,NA,NA,103
21,ETW,ETW_21_marmelad_070319.wav,j,t,NA,,,,j,1,0.369024867,NA,NA,103
139,ENW,ENW_49_hälskrena_150219.wav,n,t,NA,,,,n,1,0.302228454,NA,NA,103
32,EFW,EFW_2_snarare_070319.wav,j,t,NA,,,,j,1,0.302727951,NA,NA,103
91,ENW,ENW_1_norsimerar_150219.wav,n,t,NA,,,,n,1,0.419093534,NA,NA,103
144,ENW,ENW_54_lomering_150219.wav,n,t,NA,,,,j,0,0.367153939,NA,NA,103
109,ENW,ENW_19_morloren_150219.wav,n,t,NA,,,,n,1,0.35313287,NA,NA,103
50,EFW,EFW_20_fenomen_070319.wav,j,t,NA,,,,j,1,0.303036968,NA,NA,103
166,ENW,ENW_76_omfläskor_150219.wav,n,t,NA,,,,n,1,0.353143656,NA,NA,103
39,EFW,EFW_9_infektion_070319.wav,j,t,NA,,,,j,1,0.318783283,NA,NA,103
61,EFW,EFW_31_jaamfoera_070319.wav,j,t,NA,,,,j,1,0.319102947,NA,NA,103
168,ENW,ENW_78_morvinder_150219.wav,n,t,NA,,,,n,1,0.302673772,NA,NA,103
51,EFW,EFW_21_varierar_070319.wav,j,t,NA,,,,j,1,0.402773978,NA,NA,103
117,ENW,ENW_27_lyssvinner_150219.wav,n,t,NA,,,,n,1,0.386523323,NA,NA,103
38,EFW,EFW_8_samman_070319.wav,j,t,NA,,,,j,1,0.419072079,NA,NA,103
111,ENW,ENW_21_tjulning_150219.wav,n,t,NA,,,,n,1,0.385604262,NA,NA,103
122,ENW,ENW_32_fonering_150219.wav,n,t,NA,,,,n,1,0.268838004,NA,NA,103
65,EFW,EFW_35_affaarer_070319.wav,j,t,NA,,,,j,1,0.519189499,NA,NA,103
150,ENW,ENW_60_lackpenar_150219.wav,n,t,NA,,,,n,1,1.685969853,NA,NA,103
45,EFW,EFW_15_oeverens_070319.wav,j,t,NA,,,,j,1,0.352136946,NA,NA,103
74,EFW,EFW_44_ljusa_070319.wav,j,t,NA,,,,j,1,0.485716504,NA,NA,103
145,ENW,ENW_55_invaskin_150219.wav,n,t,NA,,,,n,1,0.302495,NA,NA,103
77,EFW,EFW_47_invoanare_070319.wav,j,t,NA,,,,j,1,0.302470021,NA,NA,103
138,ENW,ENW_48_skyjamsen_150219.wav,n,t,NA,,,,n,1,0.335664028,NA,NA,103
163,ENW,ENW_73_vimmankalla_150219.wav,n,t,NA,,,,n,1,0.336388091,NA,NA,103
136,ENW,ENW_46_pommera_150219.wav,n,t,NA,,,,n,1,0.252652144,NA,NA,103
153,ENW,ENW_63_femyrisk_150219.wav,n,t,NA,,,,n,1,0.285870255,NA,NA,103
69,EFW,EFW_39_foersvara_070319.wav,j,t,NA,,,,j,1,0.502600082,NA,NA,103
43,EFW,EFW_13_elever_070319.wav,j,t,NA,,,,j,1,0.319238021,NA,NA,103
46,EFW,EFW_16_lyssna_070319.wav,j,t,NA,,,,j,1,0.335509236,NA,NA,103
159,ENW,ENW_69_mjohusa_150219.wav,n,t,NA,,,,n,1,0.336472807,NA,NA,103
174,ENW,ENW_84_hurmarna_150219.wav,n,t,NA,,,,n,1,0.317009955,NA,NA,103
72,EFW,EFW_42_naavaron_070319.wav,j,t,NA,,,,j,1,0.335883639,NA,NA,103
47,EFW,EFW_17_januari_070319.wav,j,t,NA,,,,j,1,0.352518056,NA,NA,103
178,ENW,ENW_88_marsifen_150219.wav,n,t,NA,,,,n,1,0.335515839,NA,NA,103
78,EFW,EFW_48_varifroan_070319.wav,j,t,NA,,,,j,1,0.269255204,NA,NA,103
44,EFW,EFW_14_foersoeken_070319.wav,j,t,NA,,,,j,1,0.302661535,NA,NA,103
56,EFW,EFW_26_armarna_070319.wav,j,t,NA,,,,j,1,0.286445456,NA,NA,103
95,ENW,ENW_5_spoamisk_150219.wav,n,t,NA,,,,n,1,0.369509519,NA,NA,103
133,ENW,ENW_43_axalän_150219.wav,n,t,NA,,,,n,1,0.353213299,NA,NA,103
60,EFW,EFW_30_officiella_070319.wav,j,t,NA,,,,j,1,0.318716928,NA,NA,103
14,ETW,ETW_14_myriad_070319.wav,j,t,NA,,,,j,1,0.350454407,NA,NA,103
123,ENW,ENW_33_froamation_150219.wav,n,t,NA,,,,n,1,0.536216175,NA,NA,103
101,ENW,ENW_11_fränna_150219.wav,n,t,NA,,,,n,1,0.569237329,NA,NA,103
3,ETW,ETW_3_choklad_070319.wav,j,t,NA,,,,j,1,0.302554325,NA,NA,103
5,ETW,ETW_5_skepnad_070319.wav,j,t,NA,,,,j,1,0.369016634,NA,NA,103
180,ENW,ENW_90_skrivinar_150219.wav,n,t,NA,,,,n,1,0.336062933,NA,NA,103
177,ENW,ENW_87_kloavare_150219.wav,n,t,NA,,,,n,1,0.26952431,NA,NA,103
31,TTF,TTF_31_brott_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,11.987,103
17,TTF,TTF_17_sket_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,2,4.286,103
19,TTF,TTF_19_skoet_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,3,4.32,103
9,TDF,TDF_9_bod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,1.687,103
8,TDF,TDF_8_nod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,2.071,103
16,TDF,TDF_16_fond_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,2.021,103
29,TTF,TTF_29_bett_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,1.804,103
32,TTF,TTF_32_hoart_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,3,2.688,103
22,TTF,TTF_22_het_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,4,2.304,103
11,TDF,TDF_11_svid_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,1.921,103
12,TDF,TDF_12_smed_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,1.287,103
30,TTF,TTF_30_slatt_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,2.304,103
5,TDF,TDF_5_voad_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,1.869,103
27,TTF,TTF_27_sant_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,2,2.221,103
15,TDF,TDF_15_nod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,1.253,103
20,TTF,TTF_20_got_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,4,1.121,103
