item,item_cond,sound,corr_ans,group,block_id,listname,rating_for,position,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,rating_1.response,rating_1.rt,participant
135,ENW,ENW_45_fammoarens_150219.wav,n,c ,NA,,,,n,1,0.519341024,NA,NA,112
90,EFW,EFW_60_insulin_070319.wav,j,c ,NA,,,,j,1,0.386224074,NA,NA,112
112,ENW,ENW_22_fjäserna_150219.wav,n,c ,NA,,,,n,1,0.318855985,NA,NA,112
8,ECW,ECW_8_fryshus_070319.wav,j,c ,NA,,,,j,1,0.352620194,NA,NA,112
12,ECW,ECW_12_moehippa_070319.wav,j,c ,NA,,,,j,1,0.635604408,NA,NA,112
68,EFW,EFW_38_foerefoell_070319.wav,j,c ,NA,,,,j,1,0.783809008,NA,NA,112
142,ENW,ENW_52_filofyll_150219.wav,n,c ,NA,,,,n,1,0.435702018,NA,NA,112
91,ENW,ENW_1_norsimerar_150219.wav,n,c ,NA,,,,n,1,1.368926808,NA,NA,112
162,ENW,ENW_72_urskecken_150219.wav,n,c ,NA,,,,n,1,0.285656947,NA,NA,112
161,ENW,ENW_71_forskäckla_150219.wav,n,c ,NA,,,,n,1,0.252250456,NA,NA,112
119,ENW,ENW_29_uppskira_150219.wav,n,c ,NA,,,,n,1,0.652861898,NA,NA,112
41,EFW,EFW_11_maanniskor_070319.wav,j,c ,NA,,,,j,1,0.385633755,NA,NA,112
170,ENW,ENW_80_tjarfera_150219.wav,n,c ,NA,,,,n,1,0.718908551,NA,NA,112
33,EFW,EFW_3_familjen_070319.wav,j,c ,NA,,,,j,1,0.383850178,NA,NA,112
28,ECW,ECW_28_maskinerna_070319.wav,j,c ,NA,,,,j,1,0.435387626,NA,NA,112
113,ENW,ENW_23_allsänning_150219.wav,n,c ,NA,,,,n,1,0.252463108,NA,NA,112
58,EFW,EFW_28_olja_070319.wav,j,c ,NA,,,,j,1,0.635586149,NA,NA,112
94,ENW,ENW_4_kyllfaren_150219.wav,n,c ,NA,,,,n,1,0.668926112,NA,NA,112
30,TTF,TTF_30_slatt_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,2,10.504,112
4,TDF,TDF_4_rod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.487,112
26,TTF,TTF_26_rymt_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,6,3.17,112
29,TTF,TTF_29_bett_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,4.637,112
12,TDF,TDF_12_smed_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.521,112
18,TTF,TTF_18_skjut_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,1.837,112
11,TDF,TDF_11_svid_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.271,112
28,TTF,TTF_28_brant_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,2.154,112
2,TDF,TDF_2_ved_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.77,112
10,TDF,TDF_10_brod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.954,112
7,TDF,TDF_7_vid_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.054,112
15,TDF,TDF_15_nod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.087,112
3,TDF,TDF_3_raad_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,6,1.355,112
25,TTF,TTF_25_synt_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,4,1.553,112
32,TTF,TTF_32_hoart_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,1.77,112
27,TTF,TTF_27_sant_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.854,112
6,TDF,TDF_6_voard_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,6,0.821,112
23,TTF,TTF_23_hut_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,1.021,112
1,TDF,TDF_1_rid_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.02,112
14,TDF,TDF_14_mod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,4,2.47,112
21,TTF,TTF_21_gjoet_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,2,1.67,112
20,TTF,TTF_20_got_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,4,0.87,112
17,TTF,TTF_17_sket_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,4,0.871,112
31,TTF,TTF_31_brott_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.788,112
16,TDF,TDF_16_fond_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.838,112
19,TTF,TTF_19_skoet_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,2,1.954,112
24,TTF,TTF_24_smit_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,0.937,112
5,TDF,TDF_5_voad_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,2.02,112
8,TDF,TDF_8_nod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,0.821,112
22,TTF,TTF_22_het_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,1,0.937,112
9,TDF,TDF_9_bod_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,5,0.971,112
13,TDF,TDF_13_ljud_070319.wav,,,1,rating_d_final.csv,d,final,,NA,NA,7,1.071,112
32,TDF,TDF_32_hoard_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,1.171,112
23,TDF,TDF_23_hud_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,0.837,112
24,TDF,TDF_24_smid_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,1.204,112
6,TTF,TTF_6_voart_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,5,1.77,112
3,TTF,TTF_3_raat_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,4,6.304,112
14,TTF,TTF_14_mot_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,1.288,112
2,TTF,TTF_2_vet_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,0.821,112
19,TDF,TDF_19_sjod_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,6,0.771,112
21,TDF,TDF_21_ljod_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,4,0.704,112
10,TTF,TTF_10_broet_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,6,4.371,112
13,TTF,TTF_13_gjut_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,2,4.337,112
7,TTF,TTF_7_vit_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,2,3.054,112
5,TTF,TTF_5_voat_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,3.304,112
17,TDF,TDF_17_sked_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,1.836,112
29,TDF,TDF_29_baadd_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,2,1.488,112
12,TTF,TTF_12_smet_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,0.755,112
25,TDF,TDF_25_synd_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,0.921,112
15,TTF,TTF_15_not_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,6,1.337,112
18,TDF,TDF_18_sjud_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,2.187,112
27,TDF,TDF_27_sand_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,6,2.671,112
31,TDF,TDF_31_brodd_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,1.521,112
8,TTF,TTF_8_noet_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,6,2.955,112
11,TTF,TTF_11_svit_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,0.753,112
16,TTF,TTF_16_font_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,2,2.804,112
22,TDF,TDF_22_hed_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,0.604,112
1,TTF,TTF_1_rit_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,7,0.954,112
26,TDF,TDF_26_rymd_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,2,4.871,112
28,TDF,TDF_28_brand_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,0.787,112
20,TDF,TDF_20_god_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,0.686,112
30,TDF,TDF_30_sladd_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,0.67,112
4,TTF,TTF_4_roet_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,1,3.771,112
9,TTF,TTF_9_bot_070319.wav,,,1,rating_t_final.csv,t,final,,NA,NA,2,2.754,112
25,TDI,TDI_25_daar_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.87,112
20,TDI,TDI_20_dur_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,2.154,112
15,TDI,TDI_15_dom_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,4.221,112
26,TDI,TDI_26_doe_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.837,112
3,TTI,TTI_3_tal_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,6,1.937,112
5,TTI,TTI_5_tass_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,2,0.554,112
17,TDI,TDI_17_dopp_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.738,112
16,TDI,TDI_16_don_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.57,112
2,TTI,TTI_2_tagg_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,4,4.354,112
4,TTI,TTI_4_tam_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,2.02,112
11,TTI,TTI_11_tipp_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.804,112
27,TDI,TDI_27_doem_edit_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.07,112
8,TTI,TTI_8_tia_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.837,112
12,TTI,TTI_12_toa_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,1.088,112
9,TTI,TTI_9_till_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.871,112
14,TTI,TTI_14_tok_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.62,112
10,TTI,TTI_10_titt_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.703,112
1,TTI,TTI_1_tag_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.037,112
7,TTI,TTI_7_tenn_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.253,112
6,TTI,TTI_6_teg_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,2.42,112
19,TDI,TDI_19_dun_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.971,112
18,TDI,TDI_18_dum_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.239,112
22,TDI,TDI_22_dy_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.37,112
21,TDI,TDI_21_dugg_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,1.317,112
24,TDI,TDI_24_daack_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,0.904,112
23,TDI,TDI_23_doa_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,1,3.721,112
13,TTI,TTI_13_tog_150219.wav,,,2,rating_t_initial.csv,t,initial,,NA,NA,7,0.903,112
17,TTI,TTI_17_topp_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.954,112
20,TTI,TTI_20_tur_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,4.171,112
23,TTI,TTI_23_toa_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.921,112
1,TDI,TDI_1_dag_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.803,112
10,TDI,TDI_10_ditt_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.92,112
21,TTI,TTI_21_tugg_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,2,7.104,112
16,TTI,TTI_16_ton_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,3.154,112
6,TDI,TDI_6_deg_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.854,112
24,TTI,TTI_24_taack_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,6,5.471,112
14,TDI,TDI_14_dok_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.805,112
11,TDI,TDI_11_dipp_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,1.82,112
22,TTI,TTI_22_ty_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,1.071,112
15,TTI,TTI_15_tom_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.67,112
19,TTI,TTI_19_tun_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,4,4.221,112
27,TTI,TTI_27_toem_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,2,1.036,112
26,TTI,TTI_26_toe_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,6,1.336,112
3,TDI,TDI_3_dal_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.621,112
18,TTI,TTI_18_tum_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,1,0.82,112
13,TDI,TDI_13_dog_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.704,112
9,TDI,TDI_9_dill_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.804,112
8,TDI,TDI_8_dia_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,1.654,112
4,TDI,TDI_4_dam_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,2.087,112
5,TDI,TDI_5_dass_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,1.038,112
2,TDI,TDI_2_dagg_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.903,112
25,TTI,TTI_25_taar_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.855,112
7,TDI,TDI_7_den_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,7,0.821,112
12,TDI,TDI_12_doa_150219.wav,,,2,rating_d_initial.csv,d,initial,,NA,NA,6,1.57,112
25,ETW,ETW_25_mikrosekund_070319.wav,j,t,NA,,,,j,1,4.703597919,NA,NA,113
124,ENW,ENW_34_jomera_150219.wav,n,t,NA,,,,n,1,3.836821267,NA,NA,113
77,EFW,EFW_47_invoanare_070319.wav,j,t,NA,,,,j,1,8.533575337,NA,NA,113
136,ENW,ENW_46_pommera_150219.wav,n,t,NA,,,,n,1,2.719549272,NA,NA,113
97,ENW,ENW_7_flasera_150219.wav,n,t,NA,,,,j,0,0.968762264,NA,NA,113
82,EFW,EFW_52_framhoalla_070319.wav,j,t,NA,,,,j,1,0.119496612,NA,NA,113
131,ENW,ENW_41_vessmaren_150219.wav,n,t,NA,,,,n,1,0.818958956,NA,NA,113
76,EFW,EFW_46_foerhoer_070319.wav,j,t,NA,,,,j,1,0.183806208,NA,NA,113
117,ENW,ENW_27_lyssvinner_150219.wav,n,t,NA,,,,n,1,1.952399426,NA,NA,113
112,ENW,ENW_22_fjäserna_150219.wav,n,t,NA,,,,n,1,0.752692344,NA,NA,113
133,ENW,ENW_43_axalän_150219.wav,n,t,NA,,,,n,1,1.552636161,NA,NA,113
139,ENW,ENW_49_hälskrena_150219.wav,n,t,NA,,,,n,1,2.618788338,NA,NA,113
15,ETW,ETW_15_knivsudd_070319.wav,j,t,NA,,,,j,1,9.602165777,NA,NA,113
135,ENW,ENW_45_fammoarens_150219.wav,n,t,NA,,,,n,1,1.483778211,NA,NA,113
171,ENW,ENW_81_persifera_150219.wav,n,t,NA,,,,n,1,2.9195083,NA,NA,113
8,ETW,ETW_8_samfund_070319.wav,j,t,NA,,,,j,1,3.002994635,NA,NA,113
105,ENW,ENW_15_forfeckla_150219.wav,n,t,NA,,,,n,1,0.750484809,NA,NA,113
32,EFW,EFW_2_snarare_070319.wav,j,t,NA,,,,j,1,0.219518862,NA,NA,113
20,ETW,ETW_20_loppmarknad_070319.wav,j,t,NA,,,,j,1,1.235450596,NA,NA,113
80,EFW,EFW_50_snaalla_070319.wav,j,t,NA,,,,j,1,0.852923342,NA,NA,113
109,ENW,ENW_19_morloren_150219.wav,n,t,NA,,,,n,1,0.253071814,NA,NA,113
114,ENW,ENW_24_samjoner_150219.wav,n,t,NA,,,,n,1,1.083726426,NA,NA,113
91,ENW,ENW_1_norsimerar_150219.wav,n,t,NA,,,,n,1,0.235308053,NA,NA,113
50,EFW,EFW_20_fenomen_070319.wav,j,t,NA,,,,j,1,0.469310512,NA,NA,113
167,ENW,ENW_77_somfera_150219.wav,n,t,NA,,,,n,1,0.535509224,NA,NA,113
75,EFW,EFW_45_innanfoer_070319.wav,j,t,NA,,,,j,1,0.402800393,NA,NA,113
42,EFW,EFW_12_foeremoal_070319.wav,j,t,NA,,,,j,1,0.619331772,NA,NA,113
142,ENW,ENW_52_filofyll_150219.wav,n,t,NA,,,,n,1,0.552598144,NA,NA,113
43,EFW,EFW_13_elever_070319.wav,j,t,NA,,,,j,1,0.536056487,NA,NA,113
106,ENW,ENW_16_rolinkar_150219.wav,n,t,NA,,,,n,1,0.719341249,NA,NA,113
145,ENW,ENW_55_invaskin_150219.wav,n,t,NA,,,,n,1,1.069230305,NA,NA,113
40,EFW,EFW_10_laarare_070319.wav,j,t,NA,,,,j,1,0.652950931,NA,NA,113
99,ENW,ENW_9_samlemor_150219.wav,n,t,NA,,,,n,1,0.55248645,NA,NA,113
150,ENW,ENW_60_lackpenar_150219.wav,n,t,NA,,,,n,1,0.968853273,NA,NA,113
116,ENW,ENW_26_anufera_150219.wav,n,t,NA,,,,n,1,0.502336652,NA,NA,113
111,ENW,ENW_21_tjulning_150219.wav,n,t,NA,,,,n,1,0.618900341,NA,NA,113
172,ENW,ENW_82_värskappa_150219.wav,n,t,NA,,,,n,1,1.200471601,NA,NA,113
128,ENW,ENW_38_roakanier_150219.wav,n,t,NA,,,,n,1,0.519292327,NA,NA,113
177,ENW,ENW_87_kloavare_150219.wav,n,t,NA,,,,n,1,0.902396952,NA,NA,113
51,EFW,EFW_21_varierar_070319.wav,j,t,NA,,,,j,1,0.485423482,NA,NA,113
168,ENW,ENW_78_morvinder_150219.wav,n,t,NA,,,,n,1,0.685967079,NA,NA,113
149,ENW,ENW_59_kyrkmänning_150219.wav,n,t,NA,,,,n,1,0.819843382,NA,NA,113
6,ETW,ETW_6_vemod_070319.wav,j,t,NA,,,,j,1,1.019452052,NA,NA,113
165,ENW,ENW_75_foarskining_150219.wav,n,t,NA,,,,n,1,0.535885887,NA,NA,113
158,ENW,ENW_68_presionar_150219.wav,n,t,NA,,,,n,1,0.635813482,NA,NA,113
62,EFW,EFW_32_fyller_070319.wav,j,t,NA,,,,j,1,0.369187755,NA,NA,113
81,EFW,EFW_51_seminarier_070319.wav,j,t,NA,,,,j,1,0.402529902,NA,NA,113
63,EFW,EFW_33_elva_070319.wav,j,t,NA,,,,j,1,0.718795735,NA,NA,113
5,ETW,ETW_5_skepnad_070319.wav,j,t,NA,,,,j,1,0.436339183,NA,NA,113
161,ENW,ENW_71_forskäckla_150219.wav,n,t,NA,,,,n,1,0.518867446,NA,NA,113
160,ENW,ENW_70_roklarner_150219.wav,n,t,NA,,,,n,1,0.518988745,NA,NA,113
66,EFW,EFW_36_haarifroan_070319.wav,j,t,NA,,,,j,1,0.552758755,NA,NA,113
22,ETW,ETW_22_sinnesfrid_070319.wav,j,t,NA,,,,j,1,0.336566994,NA,NA,113
170,ENW,ENW_80_tjarfera_150219.wav,n,t,NA,,,,n,1,0.385911655,NA,NA,113
48,EFW,EFW_18_nummer_070319.wav,j,t,NA,,,,j,1,0.450532697,NA,NA,113
159,ENW,ENW_69_mjohusa_150219.wav,n,t,NA,,,,n,1,0.685840675,NA,NA,113
38,EFW,EFW_8_samman_070319.wav,j,t,NA,,,,j,1,1.118725669,NA,NA,113
130,ENW,ENW_40_knipackar_150219.wav,n,t,NA,,,,n,1,0.58601353,NA,NA,113
144,ENW,ENW_54_lomering_150219.wav,n,t,NA,,,,n,1,0.519579082,NA,NA,113
69,EFW,EFW_39_foersvara_070319.wav,j,t,NA,,,,j,1,0.669170044,NA,NA,113
86,EFW,EFW_56_mormor_070319.wav,j,t,NA,,,,j,1,0.552538152,NA,NA,113
27,ETW,ETW_27_medellivslaangd_070319.wav,j,t,NA,,,,j,1,0.452208508,NA,NA,113
132,ENW,ENW_42_hamsforing_150219.wav,n,t,NA,,,,n,1,0.435733255,NA,NA,113
148,ENW,ENW_58_malvossa_150219.wav,n,t,NA,,,,n,1,0.452733518,NA,NA,113
64,EFW,EFW_34_sommar_070319.wav,j,t,NA,,,,j,1,0.385501263,NA,NA,113
126,ENW,ENW_36_skymlosa_150219.wav,n,t,NA,,,,n,1,0.385887952,NA,NA,113
10,ETW,ETW_10_nomad_070319.wav,j,t,NA,,,,j,1,0.468845329,NA,NA,113
163,ENW,ENW_73_vimmankalla_150219.wav,n,t,NA,,,,n,1,0.702528701,NA,NA,113
61,EFW,EFW_31_jaamfoera_070319.wav,j,t,NA,,,,j,1,0.402310413,NA,NA,113
176,ENW,ENW_86_heloppsin_150219.wav,n,t,NA,,,,n,1,0.885559503,NA,NA,113
138,ENW,ENW_48_skyjamsen_150219.wav,n,t,NA,,,,n,1,0.702373225,NA,NA,113
67,EFW,EFW_37_foervisso_070319.wav,j,t,NA,,,,j,1,0.419247739,NA,NA,113
33,EFW,EFW_3_familjen_070319.wav,j,t,NA,,,,j,1,0.353160897,NA,NA,113
147,ENW,ENW_57_flovanning_150219.wav,n,t,NA,,,,n,1,0.319583386,NA,NA,113
107,ENW,ENW_17_kopynnor_150219.wav,n,t,NA,,,,n,1,0.469042612,NA,NA,113
73,EFW,EFW_43_halvoar_070319.wav,j,t,NA,,,,j,1,0.418874474,NA,NA,113
85,EFW,EFW_55_oroar_070319.wav,j,t,NA,,,,j,1,0.519767439,NA,NA,113
129,ENW,ENW_39_ljusonar_150219.wav,n,t,NA,,,,n,1,0.550480954,NA,NA,113
180,ENW,ENW_90_skrivinar_150219.wav,n,t,NA,,,,n,1,0.469171661,NA,NA,113
18,ETW,ETW_18_husfasad_070319.wav,j,t,NA,,,,j,1,0.385936166,NA,NA,113
164,ENW,ENW_74_malsera_150219.wav,n,t,NA,,,,n,1,0.50250927,NA,NA,113
1,ETW,ETW_1_oskuld_070319.wav,j,t,NA,,,,j,1,0.336454181,NA,NA,113
3,ETW,ETW_3_choklad_070319.wav,j,t,NA,,,,j,1,0.383949048,NA,NA,113
19,ETW,ETW_19_saallskapshund_070319.wav,j,t,NA,,,,j,1,0.669624586,NA,NA,113
31,EFW,EFW_1_allmaan_070319.wav,j,t,NA,,,,j,1,0.485681674,NA,NA,113
87,EFW,EFW_57_loenerna_070319.wav,j,t,NA,,,,j,1,0.435762665,NA,NA,113
102,ENW,ENW_12_snälmola_150219.wav,n,t,NA,,,,n,1,0.469037928,NA,NA,113
175,ENW,ENW_85_forlinna_150219.wav,n,t,NA,,,,n,1,0.619417439,NA,NA,113
34,EFW,EFW_4_foerminska_070319.wav,j,t,NA,,,,j,1,0.902232379,NA,NA,113
108,ENW,ENW_18_moalursena_150219.wav,n,t,NA,,,,n,1,0.618772154,NA,NA,113
14,ETW,ETW_14_myriad_070319.wav,j,t,NA,,,,n,0,0.333843184,NA,NA,113
88,EFW,EFW_58_examen_070319.wav,j,t,NA,,,,j,1,0.418930877,NA,NA,113
26,ETW,ETW_26_olympiad_070319.wav,j,t,NA,,,,j,1,0.786243513,NA,NA,113
57,EFW,EFW_27_analysera_070319.wav,j,t,NA,,,,j,1,0.335849686,NA,NA,113
123,ENW,ENW_33_froamation_150219.wav,n,t,NA,,,,j,0,0.453033715,NA,NA,113
156,ENW,ENW_66_voarsmenar_150219.wav,n,t,NA,,,,n,1,0.402698994,NA,NA,113
179,ENW,ENW_89_mikenspoan_150219.wav,n,t,NA,,,,n,1,0.602619107,NA,NA,113
115,ENW,ENW_25_affierar_150219.wav,n,t,NA,,,,n,1,0.535374028,NA,NA,113
94,ENW,ENW_4_kyllfaren_150219.wav,n,t,NA,,,,n,1,0.835654948,NA,NA,113
101,ENW,ENW_11_fränna_150219.wav,n,t,NA,,,,n,1,0.419330187,NA,NA,113
96,ENW,ENW_6_vilfroaser_150219.wav,n,t,NA,,,,n,1,0.469243886,NA,NA,113
127,ENW,ENW_37_spallrivet_150219.wav,n,t,NA,,,,n,1,0.535946992,NA,NA,113
12,ETW,ETW_12_offerlund_070319.wav,j,t,NA,,,,n,0,0.485852095,NA,NA,113
84,EFW,EFW_54_romaner_070319.wav,j,t,NA,,,,j,1,1.067136988,NA,NA,113
146,ENW,ENW_56_lysskarna_150219.wav,n,t,NA,,,,n,1,0.569225281,NA,NA,113
17,ETW,ETW_17_hemmavid_070319.wav,j,t,NA,,,,j,1,0.452062207,NA,NA,113
118,ENW,ENW_28_läkermask_150219.wav,n,t,NA,,,,n,1,2.053286326,NA,NA,113
104,ENW,ENW_14_kärmenor_150219.wav,n,t,NA,,,,n,1,0.769344229,NA,NA,113
58,EFW,EFW_28_olja_070319.wav,j,t,NA,,,,j,1,1.019164694,NA,NA,113
30,ETW,ETW_30_oeverlevnad_070319.wav,j,t,NA,,,,j,1,0.436270722,NA,NA,113
162,ENW,ENW_72_urskecken_150219.wav,n,t,NA,,,,n,1,0.336045602,NA,NA,113
169,ENW,ENW_79_lyxmare_150219.wav,n,t,NA,,,,n,1,0.719207997,NA,NA,113
60,EFW,EFW_30_officiella_070319.wav,j,t,NA,,,,j,1,0.419274747,NA,NA,113
90,EFW,EFW_60_insulin_070319.wav,j,t,NA,,,,j,1,0.418927798,NA,NA,113
89,EFW,EFW_59_filosofin_070319.wav,j,t,NA,,,,j,1,0.419289169,NA,NA,113
121,ENW,ENW_31_romation_150219.wav,n,t,NA,,,,n,1,0.885753615,NA,NA,113
119,ENW,ENW_29_uppskira_150219.wav,n,t,NA,,,,n,1,0.785778834,NA,NA,113
29,ETW,ETW_29_oeverhuvud_070319.wav,j,t,NA,,,,j,1,0.386238943,NA,NA,113
174,ENW,ENW_84_hurmarna_150219.wav,n,t,NA,,,,n,1,0.535403103,NA,NA,113
92,ENW,ENW_2_overralka_150219.wav,n,t,NA,,,,n,1,0.53544618,NA,NA,113
100,ENW,ENW_10_skinnamer_150219.wav,n,t,NA,,,,n,1,0.369367759,NA,NA,113
154,ENW,ENW_64_havskvare_150219.wav,n,t,NA,,,,n,1,0.652492988,NA,NA,113
4,ETW,ETW_4_livraadd_070319.wav,j,t,NA,,,,j,1,0.485762707,NA,NA,113
36,EFW,EFW_6_massa_070319.wav,j,t,NA,,,,j,1,0.385769383,NA,NA,113
44,EFW,EFW_14_foersoeken_070319.wav,j,t,NA,,,,j,1,0.552225197,NA,NA,113
98,ENW,ENW_8_haväras_150219.wav,n,t,NA,,,,n,1,0.85249446,NA,NA,113
