Subject,Session,Sound,Spelling1.ACC,Spelling1.RT,Word,Block,Group,participant
4,1,d,1,926,said,1,experimental,104
4,1,t,1,1625,pleat,1,experimental,104
4,1,d,1,1631,Swede,1,experimental,104
4,1,t,1,1014,meant,1,experimental,104
4,1,t,1,933,mount,1,experimental,104
4,1,d,1,881,hide,1,experimental,104
4,1,d,1,1037,owed,1,experimental,104
4,1,t,1,1017,eight,1,experimental,104
4,1,d,1,960,fad,1,experimental,104
4,1,t,1,1910,hurt,1,experimental,104
4,1,t,1,1562,fright,1,experimental,104
4,1,t,1,1550,kit,1,experimental,104
4,1,t,1,1540,heat,1,experimental,104
4,1,d,1,1356,send,1,experimental,104
4,1,d,1,1220,played,1,experimental,104
4,1,d,1,983,wide,1,experimental,104
4,1,d,1,858,sad,1,experimental,104
4,1,d,1,891,ride,1,experimental,104
4,1,t,1,1355,mutt,1,experimental,104
4,1,d,1,1743,cold,1,experimental,104
4,1,d,1,1914,charred,1,experimental,104
4,1,t,1,1038,meat,1,experimental,104
4,1,t,1,1072,fate,1,experimental,104
4,1,d,1,1329,skid,1,experimental,104
4,1,d,1,1255,spade,1,experimental,104
4,1,t,1,1035,hat,1,experimental,104
4,1,d,1,1061,cord,1,experimental,104
4,1,t,1,1010,note,1,experimental,104
4,1,d,1,1284,road,1,experimental,104
4,1,t,1,1631,sight,1,experimental,104
4,1,t,1,1245,wrote,2,experimental,104
4,1,d,0,1249,mead,2,experimental,104
4,1,d,1,827,kid,2,experimental,104
4,1,d,0,1168,rod,2,experimental,104
4,1,d,0,1594,cod,2,experimental,104
4,1,t,0,907,sweet,2,experimental,104
4,1,d,1,1210,side,2,experimental,104
4,1,t,1,969,coat,2,experimental,104
4,1,d,1,1663,fade,2,experimental,104
4,1,t,0,1296,chart,2,experimental,104
4,1,t,1,1012,hit,2,experimental,104
4,1,d,0,1544,mud,2,experimental,104
4,1,d,0,1047,herd,2,experimental,104
4,1,t,1,1186,pat,2,experimental,104
4,1,d,1,1117,raid,2,experimental,104
4,1,d,0,1216,heed,2,experimental,104
4,1,d,0,950,led,2,experimental,104
4,1,t,0,1331,slight,2,experimental,104
4,1,t,0,1055,seat,2,experimental,104
4,1,t,1,1163,white,2,experimental,104
4,1,d,1,1361,rude,2,experimental,104
4,1,d,0,1001,pod,2,experimental,104
4,1,t,1,1099,knot,2,experimental,104
4,1,d,0,1737,had,2,experimental,104
4,1,d,1,1056,mode,2,experimental,104
4,1,d,1,1243,fried,2,experimental,104
4,1,d,0,917,made,2,experimental,104
4,1,t,1,898,wet,2,experimental,104
4,1,t,0,1887,font,2,experimental,104
4,1,d,0,1592,node,2,experimental,104
4,1,t,1,1037,fort,2,experimental,104
4,1,t,0,2476,court,2,experimental,104
4,1,d,1,1022,card,2,experimental,104
4,1,t,0,1362,height,2,experimental,104
4,1,d,1,944,need,2,experimental,104
4,1,t,0,1086,skit,2,experimental,104
4,1,t,0,1308,sat,2,experimental,104
4,1,d,0,930,aid,2,experimental,104
4,1,t,1,1271,wheat,2,experimental,104
4,1,t,0,1006,right,2,experimental,104
4,1,d,0,2511,plead,2,experimental,104
4,1,t,1,1061,cent,2,experimental,104
4,1,d,1,1232,feed,2,experimental,104
4,1,d,1,1048,mood,2,experimental,104
4,1,t,0,1055,fat,2,experimental,104
4,1,t,0,749,plate,2,experimental,104
4,1,t,1,889,cute,2,experimental,104
4,1,d,0,1186,laid,2,experimental,104
4,1,d,0,873,mound,2,experimental,104
4,1,d,0,1323,mend,2,experimental,104
4,1,d,1,833,dead,2,experimental,104
4,1,t,1,1079,colt,2,experimental,104
4,1,t,1,1059,mat,2,experimental,104
4,1,t,0,825,set,2,experimental,104
4,1,d,1,978,slid,2,experimental,104
4,1,t,0,1320,oat,2,experimental,104
4,1,t,1,784,wait,2,experimental,104
4,1,d,1,892,hard,2,experimental,104
4,1,t,0,1835,spate,2,experimental,104
4,1,t,1,1557,plot,2,experimental,104
5,1,d,0,1161,cued,1,experimental,105
5,1,t,0,1410,slit,1,experimental,105
5,1,d,0,1095,plod,1,experimental,105
5,1,t,0,1429,feet,1,experimental,105
5,1,d,0,1058,mad,1,experimental,105
5,1,t,0,1089,debt,1,experimental,105
5,1,d,0,1062,wade,1,experimental,105
5,1,d,0,1607,hid,1,experimental,105
5,1,d,0,905,nod,1,experimental,105
5,1,d,0,1009,code,1,experimental,105
5,1,d,0,1035,wed,1,experimental,105
5,1,d,0,1277,Swede,1,experimental,105
5,1,t,1,1337,meat,1,experimental,105
5,1,d,1,1461,owed,1,experimental,105
5,1,t,1,1192,fate,1,experimental,105
5,1,d,1,1236,slide,1,experimental,105
5,1,t,1,1137,hat,1,experimental,105
5,1,t,1,1054,pot,1,experimental,105
5,1,d,1,1316,skid,1,experimental,105
5,1,d,1,1438,fond,1,experimental,105
5,1,t,1,1206,rot,1,experimental,105
5,1,d,1,1264,ride,1,experimental,105
5,1,t,1,1461,let,1,experimental,105
5,1,d,1,1147,weed,1,experimental,105
5,1,d,1,1670,charred,1,experimental,105
5,1,t,1,1235,meant,1,experimental,105
5,1,t,1,1355,moat,1,experimental,105
5,1,d,1,1517,spade,1,experimental,105
5,1,d,1,1240,seed,1,experimental,105
5,1,d,1,1210,played,1,experimental,105
5,1,t,1,1324,moot,1,experimental,105
5,1,t,1,1717,mate,1,experimental,105
5,1,d,1,1160,fad,1,experimental,105
5,1,t,1,1360,sight,1,experimental,105
5,1,t,1,1329,hurt,1,experimental,105
5,1,t,1,1605,rate,1,experimental,105
5,1,t,1,1220,neat,1,experimental,105
5,1,d,1,1090,sad,1,experimental,105
5,1,d,1,1372,send,1,experimental,105
5,1,t,1,1289,pleat,1,experimental,105
5,1,t,1,1275,root,1,experimental,105
5,1,d,1,1023,cord,1,experimental,105
5,1,t,1,979,heat,1,experimental,105
5,1,d,1,1203,hide,1,experimental,105
5,1,d,1,1170,ford,1,experimental,105
5,1,t,1,1088,note,1,experimental,105
5,1,t,1,1379,kit,1,experimental,105
5,1,t,1,1098,heart,1,experimental,105
5,1,t,1,1383,cart,1,experimental,105
5,1,t,1,1461,eight,1,experimental,105
5,1,d,1,1049,said,1,experimental,105
5,1,t,1,1327,mutt,1,experimental,105
5,1,d,1,1832,road,1,experimental,105
5,1,t,1,2230,late,1,experimental,105
5,1,d,1,959,cold,1,experimental,105
5,1,t,1,1646,mount,1,experimental,105
5,1,d,1,1105,wide,1,experimental,105
5,1,d,1,1020,pad,1,experimental,105
5,1,t,1,1163,fright,1,experimental,105
5,1,t,1,1172,cot,1,experimental,105
5,1,d,0,1561,need,2,experimental,105
5,1,t,0,1497,cent,2,experimental,105
5,1,t,1,1083,wet,2,experimental,105
5,1,d,0,1167,made,2,experimental,105
5,1,t,0,1130,right,2,experimental,105
5,1,d,0,1373,dead,2,experimental,105
5,1,t,1,1481,sweet,2,experimental,105
5,1,d,1,1937,mound,2,experimental,105
5,1,d,0,1654,aid,2,experimental,105
5,1,d,1,1625,hard,2,experimental,105
5,1,t,1,1559,font,2,experimental,105
5,1,d,1,1296,side,2,experimental,105
5,1,d,1,1472,raid,2,experimental,105
5,1,t,1,1251,court,2,experimental,105
5,1,d,0,1066,herd,2,experimental,105
5,1,d,1,1043,mode,2,experimental,105
5,1,t,0,1043,colt,2,experimental,105
5,1,t,1,1983,chart,2,experimental,105
5,1,t,1,1021,pat,2,experimental,105
5,1,t,0,1726,slight,2,experimental,105
5,1,t,1,1212,fort,2,experimental,105
5,1,t,1,1560,seat,2,experimental,105
5,1,t,1,1361,skit,2,experimental,105
5,1,d,1,1238,mud,2,experimental,105
5,1,t,1,1458,plot,2,experimental,105
5,1,t,0,1267,plate,2,experimental,105
5,1,d,1,1433,mend,2,experimental,105
5,1,d,1,1119,rod,2,experimental,105
5,1,d,0,1174,fade,2,experimental,105
5,1,d,1,993,had,2,experimental,105
5,1,t,0,1282,white,2,experimental,105
5,1,d,1,1587,pod,2,experimental,105
5,1,t,1,1533,spate,2,experimental,105
5,1,d,1,1238,mood,2,experimental,105
5,1,t,0,1131,coat,2,experimental,105
5,1,d,1,1219,cod,2,experimental,105
5,1,d,0,1389,fried,2,experimental,105
5,1,t,1,1348,fat,2,experimental,105
5,1,d,1,1391,rude,2,experimental,105
5,1,d,0,1616,laid,2,experimental,105
5,1,d,1,1264,card,2,experimental,105
5,1,d,1,1074,kid,2,experimental,105
5,1,d,1,1125,slid,2,experimental,105
5,1,d,1,1087,plead,2,experimental,105
5,1,d,1,867,mead,2,experimental,105
5,1,d,1,1100,heed,2,experimental,105
5,1,t,1,1175,cute,2,experimental,105
5,1,t,0,1188,sat,2,experimental,105
5,1,d,1,1116,led,2,experimental,105
5,1,d,1,1539,feed,2,experimental,105
5,1,t,1,1294,wrote,2,experimental,105
5,1,t,1,1547,hit,2,experimental,105
5,1,t,1,1547,wheat,2,experimental,105
5,1,t,1,1590,wait,2,experimental,105
5,1,t,1,1474,oat,2,experimental,105
5,1,t,1,1136,knot,2,experimental,105
5,1,t,1,1308,mat,2,experimental,105
5,1,d,1,1386,node,2,experimental,105
5,1,t,0,1203,height,2,experimental,105
5,1,t,0,1223,set,2,experimental,105
6,1,t,0,1026,plate,1,experimental,106
6,1,d,0,1166,rod,1,experimental,106
6,1,t,0,1249,height,1,experimental,106
6,1,d,0,1080,aid,1,experimental,106
6,1,d,0,1087,laid,1,experimental,106
6,1,d,0,1159,heed,1,experimental,106
6,1,d,0,1193,plead,1,experimental,106
6,1,t,0,816,wheat,1,experimental,106
6,1,d,0,935,made,1,experimental,106
6,1,d,0,892,fried,1,experimental,106
6,1,t,0,849,fort,1,experimental,106
6,1,t,0,1172,coat,1,experimental,106
6,1,t,0,1499,skit,1,experimental,106
6,1,t,0,855,oat,1,experimental,106
6,1,t,0,1017,court,1,experimental,106
6,1,t,0,1016,wrote,1,experimental,106
6,1,t,0,945,set,1,experimental,106
6,1,t,0,801,knot,1,experimental,106
6,1,d,0,861,raid,1,experimental,106
6,1,t,0,951,colt,1,experimental,106
6,1,d,0,1107,need,1,experimental,106
6,1,d,1,1311,led,1,experimental,106
6,1,d,1,996,fade,1,experimental,106
6,1,d,1,1103,cod,1,experimental,106
6,1,t,1,927,sat,1,experimental,106
6,1,t,1,1102,font,1,experimental,106
6,1,t,1,1554,seat,1,experimental,106
6,1,t,1,1503,sweet,1,experimental,106
6,1,t,1,1280,wait,1,experimental,106
6,1,d,1,788,mood,1,experimental,106
6,1,d,1,865,slid,1,experimental,106
6,1,d,1,846,node,1,experimental,106
6,1,t,1,1101,mat,1,experimental,106
6,1,d,1,1077,side,1,experimental,106
6,1,t,1,1229,plot,1,experimental,106
6,1,t,1,993,chart,1,experimental,106
6,1,t,1,1158,right,1,experimental,106
6,1,t,1,1564,slight,1,experimental,106
6,1,d,1,811,mud,1,experimental,106
6,1,t,1,919,wet,1,experimental,106
6,1,d,1,931,mend,1,experimental,106
6,1,d,1,1550,mound,1,experimental,106
6,1,d,1,942,pod,1,experimental,106
6,1,t,1,958,white,1,experimental,106
6,1,t,1,831,hit,1,experimental,106
6,1,d,1,768,feed,1,experimental,106
6,1,d,1,615,mode,1,experimental,106
6,1,d,1,762,had,1,experimental,106
6,1,d,1,702,herd,1,experimental,106
6,1,d,1,959,hard,1,experimental,106
6,1,t,1,743,pat,1,experimental,106
6,1,d,1,724,kid,1,experimental,106
6,1,t,1,1187,spate,1,experimental,106
6,1,d,1,722,rude,1,experimental,106
6,1,t,1,947,cent,1,experimental,106
6,1,d,1,882,dead,1,experimental,106
6,1,d,1,716,mead,1,experimental,106
6,1,t,1,820,cute,1,experimental,106
6,1,t,1,1014,fat,1,experimental,106
6,1,d,1,928,card,1,experimental,106
6,1,d,1,908,code,2,experimental,106
6,1,t,1,820,mate,2,experimental,106
6,1,t,1,989,rate,2,experimental,106
6,1,t,0,880,moat,2,experimental,106
6,1,t,0,924,fright,2,experimental,106
6,1,d,1,888,charred,2,experimental,106
6,1,d,0,993,seed,2,experimental,106
6,1,t,0,776,note,2,experimental,106
6,1,d,1,899,wed,2,experimental,106
6,1,t,0,829,root,2,experimental,106
6,1,d,0,889,fad,2,experimental,106
6,1,d,1,1086,pad,2,experimental,106
6,1,d,1,762,cold,2,experimental,106
6,1,t,1,830,meat,2,experimental,106
6,1,t,1,1033,debt,2,experimental,106
6,1,t,1,990,meant,2,experimental,106
6,1,d,1,689,wide,2,experimental,106
6,1,d,0,908,plod,2,experimental,106
6,1,d,0,970,cued,2,experimental,106
6,1,d,1,1160,hid,2,experimental,106
6,1,t,1,1325,cart,2,experimental,106
6,1,t,0,802,moot,2,experimental,106
6,1,t,0,1010,sight,2,experimental,106
6,1,t,1,1151,hurt,2,experimental,106
6,1,d,1,700,nod,2,experimental,106
6,1,d,1,964,road,2,experimental,106
6,1,t,1,672,heat,2,experimental,106
6,1,t,0,868,hat,2,experimental,106
6,1,t,0,931,mount,2,experimental,106
6,1,d,0,822,wade,2,experimental,106
6,1,t,0,950,heart,2,experimental,106
6,1,t,1,1057,late,2,experimental,106
6,1,d,1,1201,weed,2,experimental,106
6,1,d,1,1044,spade,2,experimental,106
6,1,t,1,957,neat,2,experimental,106
6,1,d,1,889,said,2,experimental,106
6,1,t,1,951,eight,2,experimental,106
6,1,t,1,1218,mutt,2,experimental,106
6,1,d,1,909,Swede,2,experimental,106
6,1,d,1,937,ford,2,experimental,106
6,1,t,1,1088,rot,2,experimental,106
6,1,t,0,890,slit,2,experimental,106
6,1,d,1,1001,send,2,experimental,106
6,1,d,0,1252,slide,2,experimental,106
6,1,t,1,992,pot,2,experimental,106
6,1,d,1,1117,skid,2,experimental,106
6,1,t,1,1000,pleat,2,experimental,106
6,1,t,1,986,fate,2,experimental,106
6,1,t,1,932,kit,2,experimental,106
6,1,d,0,813,played,2,experimental,106
6,1,t,1,901,cot,2,experimental,106
6,1,d,1,1134,mad,2,experimental,106
6,1,d,1,737,sad,2,experimental,106
6,1,d,0,807,fond,2,experimental,106
6,1,d,1,1237,hide,2,experimental,106
6,1,d,1,841,ride,2,experimental,106
6,1,d,1,672,owed,2,experimental,106
6,1,t,1,1147,let,2,experimental,106
6,1,t,1,1315,feet,2,experimental,106
6,1,d,1,703,cord,2,experimental,106
7,1,d,0,1307,hard,1,experimental,107
7,1,d,0,1444,mode,1,experimental,107
7,1,d,0,1031,led,1,experimental,107
7,1,d,0,1286,laid,1,experimental,107
7,1,d,0,1472,need,1,experimental,107
7,1,d,0,1067,raid,1,experimental,107
7,1,d,0,1546,aid,1,experimental,107
7,1,d,0,1014,fried,1,experimental,107
7,1,d,0,904,plead,1,experimental,107
7,1,d,0,968,mend,1,experimental,107
7,1,d,0,995,mound,1,experimental,107
7,1,d,0,867,fade,1,experimental,107
7,1,d,0,910,rod,1,experimental,107
7,1,d,0,1207,herd,1,experimental,107
7,1,d,0,1169,mead,1,experimental,107
7,1,d,0,1296,cod,1,experimental,107
7,1,d,0,1009,made,1,experimental,107
7,1,d,0,969,had,1,experimental,107
7,1,d,1,1776,node,1,experimental,107
7,1,t,1,2016,set,1,experimental,107
7,1,t,1,1286,wheat,1,experimental,107
7,1,t,1,918,pat,1,experimental,107
7,1,t,1,2085,court,1,experimental,107
7,1,t,1,1326,fort,1,experimental,107
7,1,t,1,1283,seat,1,experimental,107
7,1,d,1,842,dead,1,experimental,107
7,1,t,1,2209,mat,1,experimental,107
7,1,d,1,1389,mood,1,experimental,107
7,1,t,1,956,wait,1,experimental,107
7,1,t,1,1091,fat,1,experimental,107
7,1,t,1,1217,hit,1,experimental,107
7,1,t,1,1313,skit,1,experimental,107
7,1,t,1,1851,wet,1,experimental,107
7,1,t,1,1361,height,1,experimental,107
7,1,t,1,1618,colt,1,experimental,107
7,1,d,1,1062,mud,1,experimental,107
7,1,t,1,1146,cent,1,experimental,107
7,1,t,1,1129,coat,1,experimental,107
7,1,t,1,1555,oat,1,experimental,107
7,1,d,1,993,pod,1,experimental,107
7,1,d,1,1301,feed,1,experimental,107
7,1,d,1,2113,rude,1,experimental,107
7,1,d,1,1596,side,1,experimental,107
7,1,d,1,1275,card,1,experimental,107
7,1,t,1,1822,wrote,1,experimental,107
7,1,t,1,2424,spate,1,experimental,107
7,1,t,1,1637,white,1,experimental,107
7,1,t,1,985,font,1,experimental,107
7,1,d,1,985,slid,1,experimental,107
7,1,t,1,1312,plate,1,experimental,107
7,1,d,1,1293,heed,1,experimental,107
7,1,d,1,1140,kid,1,experimental,107
7,1,t,1,1292,chart,1,experimental,107
7,1,t,1,1076,cute,1,experimental,107
7,1,t,1,1708,plot,1,experimental,107
7,1,t,1,838,knot,1,experimental,107
7,1,t,1,1269,slight,1,experimental,107
7,1,t,1,1568,sat,1,experimental,107
7,1,t,1,1005,sweet,1,experimental,107
7,1,t,1,933,right,1,experimental,107
7,1,t,1,2703,late,2,experimental,107
7,1,t,1,1083,neat,2,experimental,107
7,1,d,1,1220,hid,2,experimental,107
7,1,t,1,1340,moat,2,experimental,107
7,1,d,0,1720,ford,2,experimental,107
7,1,t,1,1741,root,2,experimental,107
7,1,t,1,1371,rate,2,experimental,107
7,1,d,0,928,cued,2,experimental,107
7,1,t,1,1810,note,2,experimental,107
7,1,d,0,822,pad,2,experimental,107
7,1,t,1,1009,cot,2,experimental,107
7,1,t,1,1312,debt,2,experimental,107
7,1,d,0,925,played,2,experimental,107
7,1,t,1,1352,kit,2,experimental,107
7,1,t,0,1273,feet,2,experimental,107
7,1,t,1,1131,pleat,2,experimental,107
7,1,t,1,1020,meant,2,experimental,107
7,1,d,1,1057,said,2,experimental,107
7,1,d,1,1772,nod,2,experimental,107
7,1,d,1,1036,sad,2,experimental,107
7,1,t,1,1113,mutt,2,experimental,107
7,1,d,1,1223,cord,2,experimental,107
7,1,d,0,965,plod,2,experimental,107
7,1,d,1,2049,wide,2,experimental,107
7,1,d,1,1297,road,2,experimental,107
7,1,d,1,1399,spade,2,experimental,107
7,1,t,1,1111,fate,2,experimental,107
7,1,t,1,1226,fright,2,experimental,107
7,1,d,0,2055,send,2,experimental,107
7,1,t,1,1297,rot,2,experimental,107
7,1,t,1,2203,moot,2,experimental,107
7,1,d,0,1190,ride,2,experimental,107
7,1,d,1,1774,charred,2,experimental,107
7,1,t,1,1710,meat,2,experimental,107
7,1,d,0,1816,wade,2,experimental,107
7,1,d,0,1862,slide,2,experimental,107
7,1,d,1,1335,hide,2,experimental,107
7,1,d,1,1141,cold,2,experimental,107
7,1,t,1,1341,let,2,experimental,107
7,1,d,1,1230,skid,2,experimental,107
7,1,d,0,1229,wed,2,experimental,107
7,1,t,1,1347,slit,2,experimental,107
7,1,t,1,1073,hat,2,experimental,107
7,1,t,1,1159,mate,2,experimental,107
7,1,d,0,986,seed,2,experimental,107
7,1,d,1,1096,fad,2,experimental,107
7,1,t,1,1008,pot,2,experimental,107
7,1,t,1,1899,heat,2,experimental,107
7,1,d,0,1938,owed,2,experimental,107
7,1,d,1,1196,Swede,2,experimental,107
7,1,t,0,1368,cart,2,experimental,107
7,1,t,0,1783,mount,2,experimental,107
7,1,d,0,1335,fond,2,experimental,107
7,1,t,1,1359,eight,2,experimental,107
7,1,t,1,1222,sight,2,experimental,107
7,1,d,0,1108,mad,2,experimental,107
7,1,d,0,2186,code,2,experimental,107
7,1,t,1,1518,heart,2,experimental,107
7,1,d,1,985,weed,2,experimental,107
7,1,t,1,921,hurt,2,experimental,107
8,1,t,0,2147,meant,1,experimental,108
8,1,d,0,1225,code,1,experimental,108
8,1,d,0,1650,nod,1,experimental,108
8,1,t,0,1083,heart,1,experimental,108
8,1,t,0,1169,neat,1,experimental,108
8,1,d,0,2311,hid,1,experimental,108
8,1,d,0,1836,owed,1,experimental,108
8,1,t,0,2338,slit,1,experimental,108
8,1,d,0,982,cued,1,experimental,108
8,1,d,0,1177,mad,1,experimental,108
8,1,d,0,1697,wade,1,experimental,108
8,1,t,0,1457,debt,1,experimental,108
8,1,t,0,1411,sight,1,experimental,108
8,1,d,0,1685,wed,1,experimental,108
8,1,t,0,1308,cart,1,experimental,108
8,1,t,0,1816,feet,1,experimental,108
8,1,d,0,1644,pad,1,experimental,108
8,1,d,0,1458,plod,1,experimental,108
8,1,t,1,1568,pleat,1,experimental,108
8,1,d,1,1558,cord,1,experimental,108
8,1,t,1,2432,root,1,experimental,108
8,1,t,1,1324,note,1,experimental,108
8,1,d,1,1536,weed,1,experimental,108
8,1,d,1,2134,road,1,experimental,108
8,1,d,1,2004,fond,1,experimental,108
8,1,t,1,1456,moat,1,experimental,108
8,1,d,1,1128,said,1,experimental,108
8,1,d,1,1819,wide,1,experimental,108
8,1,t,1,1421,late,1,experimental,108
8,1,t,1,1433,cot,1,experimental,108
8,1,d,1,1624,skid,1,experimental,108
8,1,t,1,2699,kit,1,experimental,108
8,1,d,1,1574,cold,1,experimental,108
8,1,d,1,1578,sad,1,experimental,108
8,1,t,1,2093,fright,1,experimental,108
8,1,t,1,1460,moot,1,experimental,108
8,1,d,1,2125,Swede,1,experimental,108
8,1,t,1,1378,fate,1,experimental,108
8,1,d,1,1561,played,1,experimental,108
8,1,t,1,2771,let,1,experimental,108
8,1,t,1,1400,mutt,1,experimental,108
8,1,t,1,2018,mate,1,experimental,108
8,1,t,1,1644,rate,1,experimental,108
8,1,d,1,1126,hide,1,experimental,108
8,1,t,1,1569,rot,1,experimental,108
8,1,d,1,1431,charred,1,experimental,108
8,1,d,1,1728,spade,1,experimental,108
8,1,t,1,1059,hat,1,experimental,108
8,1,t,1,1816,eight,1,experimental,108
8,1,t,1,1573,meat,1,experimental,108
8,1,d,1,1856,send,1,experimental,108
8,1,t,1,1569,hurt,1,experimental,108
8,1,t,1,1071,pot,1,experimental,108
8,1,d,1,1249,seed,1,experimental,108
8,1,d,1,1778,ride,1,experimental,108
8,1,d,1,1877,ford,1,experimental,108
8,1,t,1,1648,mount,1,experimental,108
8,1,d,1,1226,fad,1,experimental,108
8,1,t,1,1182,heat,1,experimental,108
8,1,d,1,1228,slide,1,experimental,108
8,1,t,1,2127,fort,2,experimental,108
8,1,d,1,1653,mud,2,experimental,108
8,1,t,1,1438,court,2,experimental,108
8,1,d,1,1905,mead,2,experimental,108
8,1,t,0,1404,slight,2,experimental,108
8,1,t,0,1110,white,2,experimental,108
8,1,t,0,1001,knot,2,experimental,108
8,1,t,1,1773,mat,2,experimental,108
8,1,d,1,1254,fade,2,experimental,108
8,1,t,0,1767,right,2,experimental,108
8,1,t,0,1823,height,2,experimental,108
8,1,d,0,1868,fried,2,experimental,108
8,1,t,1,2332,wait,2,experimental,108
8,1,t,0,1479,oat,2,experimental,108
8,1,d,0,1264,had,2,experimental,108
8,1,t,0,1760,hit,2,experimental,108
8,1,d,1,2135,heed,2,experimental,108
8,1,d,0,1576,raid,2,experimental,108
8,1,d,0,1548,herd,2,experimental,108
8,1,d,1,1416,rude,2,experimental,108
8,1,d,1,1505,mound,2,experimental,108
8,1,t,1,2575,spate,2,experimental,108
8,1,d,1,1788,mode,2,experimental,108
8,1,d,1,1723,mood,2,experimental,108
8,1,t,0,1460,seat,2,experimental,108
8,1,t,1,2025,sweet,2,experimental,108
8,1,t,1,1327,wet,2,experimental,108
8,1,t,1,2076,sat,2,experimental,108
8,1,d,0,2497,laid,2,experimental,108
8,1,d,0,2116,made,2,experimental,108
8,1,d,1,1012,hard,2,experimental,108
8,1,t,0,1206,chart,2,experimental,108
8,1,t,0,1318,coat,2,experimental,108
8,1,d,1,1292,dead,2,experimental,108
8,1,d,1,1059,card,2,experimental,108
8,1,d,1,1215,slid,2,experimental,108
8,1,d,1,1126,side,2,experimental,108
8,1,d,1,1220,cod,2,experimental,108
8,1,t,0,1555,plate,2,experimental,108
8,1,d,1,1537,rod,2,experimental,108
8,1,d,0,1254,aid,2,experimental,108
8,1,d,1,1287,mend,2,experimental,108
8,1,t,1,1267,fat,2,experimental,108
8,1,d,1,929,kid,2,experimental,108
8,1,d,0,1277,node,2,experimental,108
8,1,d,1,1934,led,2,experimental,108
8,1,t,0,1108,cent,2,experimental,108
8,1,t,1,1773,plot,2,experimental,108
8,1,t,1,1544,colt,2,experimental,108
8,1,t,1,2394,skit,2,experimental,108
8,1,d,0,1701,feed,2,experimental,108
8,1,d,1,1315,plead,2,experimental,108
8,1,t,0,2099,wheat,2,experimental,108
8,1,t,1,1792,pat,2,experimental,108
8,1,t,1,1474,font,2,experimental,108
8,1,t,0,1318,set,2,experimental,108
8,1,t,1,1340,cute,2,experimental,108
8,1,d,0,1475,pod,2,experimental,108
8,1,t,0,1336,wrote,2,experimental,108
8,1,d,0,1346,need,2,experimental,108
17,1,d,0,938,made,1,experimental,117
17,1,d,0,957,fade,1,experimental,117
17,1,d,0,1198,mend,1,experimental,117
17,1,d,0,994,fried,1,experimental,117
17,1,d,0,846,herd,1,experimental,117
17,1,t,0,1297,skit,1,experimental,117
17,1,d,0,1264,rod,1,experimental,117
17,1,t,0,1100,spate,1,experimental,117
17,1,t,0,1134,oat,1,experimental,117
17,1,t,0,1383,slight,1,experimental,117
17,1,d,0,1005,mud,1,experimental,117
17,1,d,0,961,led,1,experimental,117
17,1,t,0,1431,wheat,1,experimental,117
17,1,t,0,1533,set,1,experimental,117
17,1,d,0,813,raid,1,experimental,117
17,1,d,0,928,had,1,experimental,117
17,1,d,0,1085,aid,1,experimental,117
17,1,d,0,1120,hard,1,experimental,117
17,1,d,0,1638,cod,1,experimental,117
17,1,t,0,739,knot,1,experimental,117
17,1,d,0,1325,heed,1,experimental,117
17,1,d,0,983,pod,1,experimental,117
17,1,t,0,1016,seat,1,experimental,117
17,1,d,0,1219,mound,1,experimental,117
17,1,t,1,1024,chart,1,experimental,117
17,1,d,1,977,mead,1,experimental,117
17,1,t,1,1139,font,1,experimental,117
17,1,d,1,888,slid,1,experimental,117
17,1,t,1,1181,wrote,1,experimental,117
17,1,t,1,1021,wet,1,experimental,117
17,1,t,1,1158,height,1,experimental,117
17,1,t,1,1097,court,1,experimental,117
17,1,t,1,895,mat,1,experimental,117
17,1,t,1,924,wait,1,experimental,117
17,1,d,1,702,mode,1,experimental,117
17,1,d,1,904,dead,1,experimental,117
17,1,d,1,1155,feed,1,experimental,117
17,1,t,1,1103,colt,1,experimental,117
17,1,d,1,950,side,1,experimental,117
17,1,t,1,1199,fort,1,experimental,117
17,1,t,1,1321,pat,1,experimental,117
17,1,d,1,915,mood,1,experimental,117
17,1,d,1,1118,laid,1,experimental,117
17,1,t,1,1028,sweet,1,experimental,117
17,1,t,1,1162,cent,1,experimental,117
17,1,d,1,1047,need,1,experimental,117
17,1,d,1,1240,node,1,experimental,117
17,1,d,1,816,kid,1,experimental,117
17,1,d,1,1079,card,1,experimental,117
17,1,t,1,926,fat,1,experimental,117
17,1,d,1,950,rude,1,experimental,117
17,1,t,1,724,cute,1,experimental,117
17,1,t,1,888,right,1,experimental,117
17,1,t,1,932,hit,1,experimental,117
17,1,d,1,963,plead,1,experimental,117
17,1,t,1,1357,coat,1,experimental,117
17,1,t,1,1239,plot,1,experimental,117
17,1,t,1,1146,plate,1,experimental,117
17,1,t,1,967,white,1,experimental,117
17,1,t,1,877,sat,1,experimental,117
17,1,t,0,1242,late,2,experimental,117
17,1,d,0,821,pad,2,experimental,117
17,1,t,1,917,mutt,2,experimental,117
17,1,t,1,944,pot,2,experimental,117
17,1,t,1,978,eight,2,experimental,117
17,1,d,1,898,slide,2,experimental,117
17,1,t,1,900,hurt,2,experimental,117
17,1,t,0,817,root,2,experimental,117
17,1,d,0,723,wide,2,experimental,117
17,1,t,1,1426,rate,2,experimental,117
17,1,t,1,1722,let,2,experimental,117
17,1,t,0,1022,moat,2,experimental,117
17,1,d,0,896,played,2,experimental,117
17,1,d,0,1072,code,2,experimental,117
17,1,t,1,1987,sight,2,experimental,117
