Subject,Session,Sound,Spelling1.ACC,Spelling1.RT,Word,Block,Group,participant
33,2,t,1,1162,spate,1,control,233
33,2,t,1,811,plate,1,control,233
33,2,t,1,889,colt,1,control,233
33,2,t,1,742,court,1,control,233
33,2,t,1,742,mat,1,control,233
33,2,d,1,922,side,1,control,233
33,2,d,1,2851,need,1,control,233
33,2,d,1,1527,cod,1,control,233
33,2,d,1,1332,hard,1,control,233
33,2,t,1,1327,cent,1,control,233
33,2,t,1,749,wheat,1,control,233
33,2,t,1,759,hit,1,control,233
33,2,t,1,1240,chart,1,control,233
33,2,t,1,1089,sat,1,control,233
33,2,t,1,1098,seat,1,control,233
33,2,t,1,959,sweet,1,control,233
33,2,t,1,959,cute,1,control,233
33,2,d,1,2215,plead,1,control,233
33,2,d,1,901,slide,2,control,233
33,2,d,1,1278,spade,2,control,233
33,2,t,0,1418,feet,2,control,233
33,2,t,1,1861,rot,2,control,233
33,2,t,1,1655,hurt,2,control,233
33,2,t,1,1542,heart,2,control,233
33,2,d,0,1310,pad,2,control,233
33,2,d,1,2610,seed,2,control,233
33,2,d,0,991,fad,2,control,233
33,2,d,1,1933,wide,2,control,233
33,2,t,1,926,heat,2,control,233
33,2,t,0,860,slit,2,control,233
33,2,t,1,1098,meant,2,control,233
33,2,d,1,746,hide,2,control,233
33,2,t,0,1167,sight,2,control,233
33,2,d,1,763,nod,2,control,233
33,2,t,0,786,pleat,2,control,233
33,2,t,0,1379,root,2,control,233
33,2,d,0,1513,code,2,control,233
33,2,d,0,1250,mad,2,control,233
33,2,t,1,963,cot,2,control,233
33,2,d,1,912,played,2,control,233
33,2,t,1,735,pot,2,control,233
33,2,d,1,1108,send,2,control,233
33,2,d,1,891,fond,2,control,233
33,2,d,1,1482,charred,2,control,233
33,2,d,0,852,Swede,2,control,233
33,2,t,0,944,moot,2,control,233
33,2,d,0,720,wed,2,control,233
33,2,t,1,1032,mate,2,control,233
33,2,t,1,646,hat,2,control,233
33,2,d,0,924,wade,2,control,233
33,2,t,1,1125,mount,2,control,233
33,2,d,0,756,plod,2,control,233
33,2,t,0,2111,moat,2,control,233
33,2,d,0,1609,ford,2,control,233
33,2,t,1,838,kit,2,control,233
33,2,t,1,1077,late,2,control,233
33,2,t,0,1277,neat,2,control,233
33,2,d,0,810,cued,2,control,233
33,2,d,1,845,cold,2,control,233
33,2,t,1,682,note,2,control,233
33,2,t,0,1060,cart,2,control,233
33,2,d,1,883,owed,2,control,233
33,2,d,1,984,said,2,control,233
33,2,d,1,1074,cord,2,control,233
33,2,d,0,636,weed,2,control,233
33,2,d,0,900,hid,2,control,233
33,2,d,0,1855,skid,2,control,233
33,2,t,0,936,debt,2,control,233
33,2,t,0,1202,let,2,control,233
33,2,t,1,2646,eight,2,control,233
33,2,t,1,1370,fright,2,control,233
33,2,t,1,1322,mutt,2,control,233
33,2,d,1,798,road,2,control,233
33,2,t,1,1201,rate,2,control,233
33,2,d,1,804,sad,2,control,233
33,2,t,1,870,meat,2,control,233
33,2,t,1,1385,fate,2,control,233
33,2,d,0,917,ride,2,control,233
35,2,t,1,2105,kit,1,control,235
35,2,t,0,1583,heart,1,control,235
35,2,d,1,1639,cord,1,control,235
35,2,t,1,1276,eight,1,control,235
35,2,d,0,1366,seed,1,control,235
35,2,t,0,1440,moat,1,control,235
35,2,t,1,1174,cot,1,control,235
35,2,d,1,2087,code,1,control,235
35,2,t,1,1341,meant,1,control,235
35,2,d,1,1130,weed,1,control,235
35,2,d,1,1058,hide,1,control,235
35,2,d,1,1271,fad,1,control,235
35,2,t,0,1340,sight,1,control,235
35,2,d,0,1092,played,1,control,235
35,2,d,0,1538,mad,1,control,235
35,2,d,1,1657,spade,1,control,235
35,2,t,1,1316,mount,1,control,235
35,2,d,1,2061,skid,1,control,235
35,2,d,1,972,slide,1,control,235
35,2,d,0,1067,plod,1,control,235
35,2,t,0,1409,mutt,1,control,235
35,2,t,1,1401,pleat,1,control,235
35,2,d,1,1450,road,1,control,235
35,2,t,1,1571,neat,1,control,235
35,2,d,1,1556,nod,1,control,235
35,2,d,0,1289,wade,1,control,235
35,2,t,0,1448,root,1,control,235
35,2,d,1,1576,fond,1,control,235
35,2,t,0,1728,fright,1,control,235
35,2,d,1,1079,wide,1,control,235
35,2,t,1,1522,mate,1,control,235
35,2,t,1,1103,late,1,control,235
35,2,t,0,1423,cart,1,control,235
35,2,t,1,2514,let,1,control,235
35,2,d,1,1530,send,1,control,235
35,2,d,1,887,said,1,control,235
35,2,d,1,779,charred,1,control,235
35,2,d,1,1438,Swede,1,control,235
35,2,t,1,1486,note,1,control,235
35,2,t,1,1164,fate,1,control,235
35,2,d,1,1190,ride,1,control,235
35,2,d,1,1119,sad,1,control,235
35,2,t,1,1318,pot,1,control,235
35,2,d,0,1119,wed,1,control,235
35,2,t,1,1277,hat,1,control,235
35,2,t,0,1541,slit,1,control,235
35,2,d,0,1115,cued,1,control,235
35,2,d,1,1561,ford,1,control,235
35,2,d,1,1590,owed,1,control,235
35,2,t,0,1289,feet,1,control,235
35,2,t,1,1512,rate,1,control,235
35,2,d,1,1383,pad,1,control,235
35,2,t,0,2139,meat,1,control,235
35,2,t,1,1068,heat,1,control,235
35,2,d,1,1570,cold,1,control,235
35,2,t,1,1991,rot,1,control,235
35,2,d,0,1801,hid,1,control,235
35,2,t,1,1514,hurt,1,control,235
35,2,t,1,2214,debt,1,control,235
35,2,t,0,2051,moot,1,control,235
35,2,d,1,1344,pod,2,control,235
35,2,d,1,1862,led,2,control,235
35,2,t,1,1349,fort,2,control,235
35,2,t,1,1231,mat,2,control,235
35,2,d,1,1367,dead,2,control,235
35,2,d,0,2388,need,2,control,235
35,2,t,1,2044,court,2,control,235
35,2,t,1,1314,fat,2,control,235
35,2,d,1,1011,rod,2,control,235
35,2,d,0,2014,aid,2,control,235
35,2,t,0,2993,skit,2,control,235
35,2,d,0,1156,mound,2,control,235
35,2,t,1,1498,spate,2,control,235
35,2,t,0,886,height,2,control,235
35,2,t,0,1293,wrote,2,control,235
35,2,t,0,884,pat,2,control,235
35,2,d,0,888,made,2,control,235
35,2,t,1,1065,plot,2,control,235
35,2,t,0,1322,cent,2,control,235
35,2,t,0,1042,slight,2,control,235
35,2,d,0,1174,fried,2,control,235
35,2,t,1,1187,font,2,control,235
35,2,d,0,1204,heed,2,control,235
35,2,d,0,1097,node,2,control,235
35,2,d,0,1139,plead,2,control,235
35,2,d,1,997,hard,2,control,235
35,2,t,0,1147,seat,2,control,235
35,2,t,0,1711,coat,2,control,235
35,2,t,1,1048,cute,2,control,235
35,2,d,0,1028,herd,2,control,235
35,2,d,1,1001,kid,2,control,235
35,2,t,1,2023,wheat,2,control,235
35,2,d,0,1303,mend,2,control,235
35,2,d,0,947,had,2,control,235
35,2,d,1,1060,mood,2,control,235
35,2,t,1,1029,wet,2,control,235
35,2,d,1,911,rude,2,control,235
35,2,t,0,963,set,2,control,235
35,2,t,0,1152,knot,2,control,235
35,2,t,1,1896,hit,2,control,235
35,2,t,1,2138,colt,2,control,235
35,2,d,1,1120,raid,2,control,235
35,2,d,1,1329,side,2,control,235
35,2,d,0,1095,laid,2,control,235
35,2,d,0,1065,fade,2,control,235
35,2,t,1,1324,chart,2,control,235
35,2,d,0,1243,mud,2,control,235
35,2,t,1,1890,oat,2,control,235
35,2,t,1,1164,sweet,2,control,235
35,2,t,1,1090,plate,2,control,235
35,2,d,1,1243,card,2,control,235
35,2,d,0,1055,cod,2,control,235
35,2,d,1,1172,mode,2,control,235
35,2,t,1,1046,wait,2,control,235
35,2,t,1,1541,sat,2,control,235
35,2,t,0,1543,right,2,control,235
35,2,d,1,1178,slid,2,control,235
35,2,t,0,1351,white,2,control,235
35,2,d,0,1618,mead,2,control,235
35,2,d,1,1174,feed,2,control,235
39,2,t,1,1577,cart,1,control,239
39,2,t,1,1083,heat,1,control,239
39,2,t,1,1142,neat,1,control,239
39,2,t,0,1724,heart,1,control,239
39,2,d,0,1217,nod,1,control,239
39,2,d,1,1346,fad,1,control,239
39,2,t,1,1279,fate,1,control,239
39,2,t,1,1412,hurt,1,control,239
39,2,t,0,1348,root,1,control,239
39,2,d,1,1253,said,1,control,239
39,2,t,1,1585,cot,1,control,239
39,2,d,1,1214,slide,1,control,239
39,2,d,0,1201,mad,1,control,239
39,2,t,1,959,hat,1,control,239
39,2,d,1,1442,owed,1,control,239
39,2,d,0,1607,Swede,1,control,239
39,2,d,1,1427,send,1,control,239
39,2,d,1,1190,sad,1,control,239
39,2,t,0,1637,sight,1,control,239
39,2,d,1,1338,spade,1,control,239
39,2,d,0,1085,plod,1,control,239
39,2,d,1,1779,charred,1,control,239
39,2,t,1,1373,late,1,control,239
39,2,t,1,1688,moat,1,control,239
39,2,t,1,1752,meat,1,control,239
39,2,d,1,1057,wide,1,control,239
39,2,t,1,1329,mount,1,control,239
39,2,d,0,1140,wed,1,control,239
39,2,t,1,1056,pot,1,control,239
39,2,d,1,1323,seed,1,control,239
39,2,t,1,1449,meant,1,control,239
39,2,d,1,1549,road,1,control,239
39,2,t,1,2230,mate,1,control,239
39,2,d,1,1055,ride,1,control,239
39,2,t,1,1130,note,1,control,239
39,2,d,0,988,code,1,control,239
39,2,t,1,1839,rate,1,control,239
39,2,d,1,1239,ford,1,control,239
39,2,t,1,1015,eight,1,control,239
39,2,d,1,1067,hide,1,control,239
39,2,d,1,1063,fond,1,control,239
39,2,d,1,1075,cord,1,control,239
39,2,d,1,1753,skid,1,control,239
39,2,d,1,1635,cued,1,control,239
39,2,t,0,1453,kit,1,control,239
39,2,t,1,1605,slit,1,control,239
39,2,t,1,1388,mutt,1,control,239
39,2,d,0,1426,wade,1,control,239
39,2,d,1,1811,cold,1,control,239
39,2,t,1,2287,debt,1,control,239
39,2,t,1,1465,fright,1,control,239
39,2,t,1,1450,moot,1,control,239
39,2,t,0,3017,feet,1,control,239
39,2,d,0,1087,hid,1,control,239
39,2,d,1,1251,weed,1,control,239
39,2,d,0,1148,played,1,control,239
39,2,t,1,1495,pleat,1,control,239
39,2,d,1,2763,pad,1,control,239
39,2,t,1,1436,rot,1,control,239
39,2,t,1,1553,let,1,control,239
41,2,d,1,1471,weed,1,control,241
41,2,d,0,2163,hid,1,control,241
41,2,t,0,1642,debt,1,control,241
41,2,d,0,1333,mad,1,control,241
41,2,t,1,1251,fate,1,control,241
41,2,t,1,1856,mutt,1,control,241
41,2,t,1,2273,let,1,control,241
41,2,d,0,1147,plod,1,control,241
41,2,t,0,1488,feet,1,control,241
41,2,t,1,1361,eight,1,control,241
41,2,t,1,2562,moot,1,control,241
41,2,d,1,1706,slide,1,control,241
41,2,d,1,1688,spade,1,control,241
41,2,t,1,1808,pleat,1,control,241
41,2,t,1,1146,mount,1,control,241
41,2,d,1,1070,cold,1,control,241
41,2,d,1,1531,send,1,control,241
41,2,t,1,1306,heart,1,control,241
41,2,t,1,1293,pot,1,control,241
41,2,t,1,1221,rot,1,control,241
41,2,t,1,1177,cot,1,control,241
41,2,t,0,1135,neat,1,control,241
41,2,d,0,1064,ride,1,control,241
41,2,d,1,1745,played,1,control,241
41,2,t,1,2048,root,1,control,241
41,2,t,0,1897,moat,1,control,241
41,2,d,0,1383,cued,1,control,241
41,2,d,1,1292,sad,1,control,241
41,2,t,1,1398,sight,1,control,241
41,2,t,0,1419,slit,1,control,241
41,2,d,0,1406,seed,1,control,241
41,2,t,1,1293,meat,1,control,241
41,2,t,0,1820,rate,1,control,241
41,2,t,1,1249,mate,1,control,241
41,2,t,1,1439,late,1,control,241
41,2,d,0,1283,wade,1,control,241
41,2,d,1,1323,charred,1,control,241
41,2,d,1,1655,pad,1,control,241
41,2,d,1,1996,skid,1,control,241
41,2,t,1,1194,hat,1,control,241
41,2,t,1,1933,fright,1,control,241
41,2,t,1,1818,note,1,control,241
41,2,t,1,1610,hurt,1,control,241
41,2,t,0,1754,kit,1,control,241
41,2,t,1,1306,heat,1,control,241
41,2,d,0,1411,fad,1,control,241
41,2,t,0,1570,cart,1,control,241
41,2,d,1,1587,cord,1,control,241
41,2,d,1,1539,hide,1,control,241
41,2,d,0,1370,ford,1,control,241
41,2,d,0,1710,Swede,1,control,241
41,2,d,1,1394,fond,1,control,241
41,2,d,1,1899,said,1,control,241
41,2,d,1,2179,road,1,control,241
41,2,d,1,1469,nod,1,control,241
41,2,d,0,1510,wed,1,control,241
41,2,d,1,1524,wide,1,control,241
41,2,d,1,1350,owed,1,control,241
41,2,t,1,1640,meant,1,control,241
41,2,d,0,1856,code,1,control,241
44,2,d,0,1232,wed,1,control,244
44,2,t,0,1637,root,1,control,244
44,2,t,1,1330,hat,1,control,244
44,2,t,1,1249,note,1,control,244
44,2,d,1,1331,road,1,control,244
44,2,t,1,1607,meant,1,control,244
44,2,d,0,1070,pad,1,control,244
44,2,t,0,1336,feet,1,control,244
44,2,t,1,1722,fright,1,control,244
44,2,t,1,1329,heart,1,control,244
44,2,d,0,1539,hid,1,control,244
44,2,d,0,1056,ride,1,control,244
44,2,t,1,1200,meat,1,control,244
44,2,t,1,1795,late,1,control,244
44,2,d,1,1322,skid,1,control,244
44,2,d,0,882,plod,1,control,244
44,2,d,1,1695,send,1,control,244
44,2,t,1,1006,fate,1,control,244
44,2,d,1,1531,spade,1,control,244
44,2,d,1,1964,owed,1,control,244
44,2,t,1,1699,slit,1,control,244
44,2,d,1,1532,charred,1,control,244
44,2,t,1,1183,mount,1,control,244
44,2,d,1,1191,fond,1,control,244
44,2,d,1,1737,played,1,control,244
44,2,d,1,2045,ford,1,control,244
44,2,t,1,1649,cot,1,control,244
44,2,d,1,1041,cord,1,control,244
44,2,t,1,1155,pleat,1,control,244
44,2,d,1,1226,wide,1,control,244
44,2,t,1,1439,mate,1,control,244
44,2,t,1,868,hurt,1,control,244
44,2,t,1,1684,eight,1,control,244
44,2,t,1,1014,moat,1,control,244
44,2,d,0,1349,Swede,1,control,244
44,2,t,1,1129,kit,1,control,244
44,2,d,1,1006,wade,1,control,244
44,2,d,0,1550,mad,1,control,244
44,2,d,0,1772,code,1,control,244
44,2,d,1,1426,said,1,control,244
44,2,d,1,1781,seed,1,control,244
44,2,t,1,2363,heat,1,control,244
44,2,d,1,1417,cold,1,control,244
44,2,d,1,1674,weed,1,control,244
44,2,t,1,1352,pot,1,control,244
44,2,t,0,3085,cart,1,control,244
44,2,t,1,1714,rot,1,control,244
44,2,t,1,2196,debt,1,control,244
44,2,t,1,2497,neat,1,control,244
44,2,t,1,2108,mutt,1,control,244
44,2,d,0,3464,fad,1,control,244
44,2,d,1,1826,hide,1,control,244
44,2,t,1,2242,let,1,control,244
44,2,d,1,1063,nod,1,control,244
44,2,d,0,990,cued,1,control,244
44,2,t,1,1965,moot,1,control,244
44,2,d,1,1182,slide,1,control,244
44,2,d,1,1581,sad,1,control,244
44,2,t,1,1809,sight,1,control,244
44,2,t,1,2231,rate,1,control,244
40,2,d,1,1280,hard,1,control,240
40,2,d,1,911,dead,1,control,240
40,2,t,1,984,wait,1,control,240
40,2,d,0,970,raid,1,control,240
40,2,t,1,858,hit,1,control,240
40,2,d,1,1005,mode,1,control,240
40,2,d,0,1206,need,1,control,240
40,2,d,0,929,side,1,control,240
40,2,t,0,988,slight,1,control,240
40,2,d,0,1095,heed,1,control,240
40,2,t,0,1188,height,1,control,240
40,2,d,1,1049,mead,1,control,240
40,2,t,1,1174,chart,1,control,240
40,2,t,1,1241,spate,1,control,240
40,2,d,0,1263,node,1,control,240
40,2,d,1,1111,mound,1,control,240
40,2,d,1,1695,slid,1,control,240
40,2,t,1,931,cute,1,control,240
40,2,t,1,1406,wrote,1,control,240
40,2,t,1,1212,sat,1,control,240
40,2,t,1,1082,sweet,1,control,240
40,2,t,0,1011,right,1,control,240
40,2,d,0,1512,herd,1,control,240
40,2,d,0,1191,led,1,control,240
40,2,d,1,1385,mood,1,control,240
40,2,t,0,1372,colt,1,control,240
40,2,t,1,1077,wheat,1,control,240
40,2,t,1,1397,skit,1,control,240
40,2,d,1,1060,fade,1,control,240
40,2,d,0,1699,mud,1,control,240
40,2,t,1,1416,seat,1,control,240
40,2,t,1,1172,mat,1,control,240
40,2,t,1,1074,set,1,control,240
40,2,d,1,1116,mend,1,control,240
40,2,d,0,1418,made,1,control,240
40,2,d,1,1378,card,1,control,240
40,2,t,1,1265,fat,1,control,240
40,2,d,1,1161,plead,1,control,240
40,2,d,1,1204,rude,1,control,240
40,2,t,0,1661,oat,1,control,240
40,2,d,0,1344,had,1,control,240
40,2,t,1,1040,pat,1,control,240
40,2,d,1,1250,aid,1,control,240
40,2,d,0,1186,laid,1,control,240
40,2,t,1,1405,plot,1,control,240
40,2,t,1,1293,font,1,control,240
40,2,d,1,947,kid,1,control,240
40,2,t,1,1479,coat,1,control,240
40,2,d,0,1148,fried,1,control,240
40,2,d,0,1339,rod,1,control,240
40,2,t,1,1581,knot,1,control,240
40,2,t,1,1161,wet,1,control,240
40,2,t,1,1340,plate,1,control,240
40,2,t,1,1059,white,1,control,240
40,2,t,1,1429,court,1,control,240
40,2,d,1,1894,cod,1,control,240
40,2,t,1,1427,fort,1,control,240
40,2,t,1,1523,cent,1,control,240
40,2,d,1,1165,feed,1,control,240
40,2,d,1,1521,pod,1,control,240
39,2,d,0,1604,rod,2,control,239
39,2,d,1,1524,dead,2,control,239
39,2,t,1,1353,court,2,control,239
39,2,d,0,1650,made,2,control,239
39,2,d,1,2065,mode,2,control,239
39,2,d,1,1754,mead,2,control,239
39,2,d,1,1944,mood,2,control,239
39,2,d,0,1089,heed,2,control,239
39,2,t,1,1203,wheat,2,control,239
39,2,d,0,1348,laid,2,control,239
39,2,t,1,1472,sat,2,control,239
39,2,t,1,1271,mat,2,control,239
39,2,d,1,2252,feed,2,control,239
39,2,d,1,1263,side,2,control,239
39,2,d,0,2418,raid,2,control,239
39,2,d,0,1518,plead,2,control,239
39,2,d,0,1315,mend,2,control,239
39,2,t,1,1295,plot,2,control,239
39,2,t,1,1413,chart,2,control,239
39,2,d,1,1135,slid,2,control,239
39,2,t,1,1323,right,2,control,239
39,2,t,1,1247,sweet,2,control,239
39,2,d,0,1107,cod,2,control,239
39,2,d,0,1097,herd,2,control,239
39,2,d,1,1406,node,2,control,239
39,2,t,1,2169,skit,2,control,239
39,2,d,1,1631,fade,2,control,239
39,2,t,1,1452,fat,2,control,239
39,2,t,1,1196,plate,2,control,239
39,2,t,1,2287,coat,2,control,239
39,2,t,1,1932,hit,2,control,239
39,2,t,1,2209,height,2,control,239
39,2,d,1,1065,pod,2,control,239
39,2,d,0,2467,hard,2,control,239
39,2,t,1,1968,set,2,control,239
39,2,t,1,2180,oat,2,control,239
39,2,d,0,2645,led,2,control,239
39,2,t,1,1573,pat,2,control,239
39,2,t,1,1182,knot,2,control,239
39,2,t,1,1305,cent,2,control,239
39,2,d,1,1236,card,2,control,239
39,2,d,0,1136,had,2,control,239
39,2,t,1,2768,slight,2,control,239
39,2,d,0,1273,mound,2,control,239
39,2,t,1,2966,seat,2,control,239
39,2,d,1,1314,rude,2,control,239
39,2,t,1,1764,wrote,2,control,239
39,2,t,1,1230,wet,2,control,239
39,2,d,1,981,kid,2,control,239
39,2,t,1,1065,cute,2,control,239
39,2,d,0,1680,mud,2,control,239
39,2,t,1,1342,colt,2,control,239
39,2,t,1,1756,spate,2,control,239
39,2,d,0,1180,need,2,control,239
39,2,t,1,2441,font,2,control,239
39,2,t,0,1310,white,2,control,239
39,2,t,0,1428,fort,2,control,239
39,2,d,0,1310,fried,2,control,239
39,2,d,0,1421,aid,2,control,239
39,2,t,1,1223,wait,2,control,239
41,2,d,0,1530,plead,2,control,241
41,2,d,0,1498,rod,2,control,241
41,2,d,1,1132,mode,2,control,241
41,2,t,1,1998,font,2,control,241
41,2,d,1,2037,led,2,control,241
41,2,t,1,1560,skit,2,control,241
41,2,t,1,1532,seat,2,control,241
41,2,t,0,1264,set,2,control,241
41,2,t,1,1585,fat,2,control,241
41,2,d,1,1111,kid,2,control,241
41,2,t,0,1638,cent,2,control,241
41,2,t,0,1730,height,2,control,241
41,2,t,1,1212,pat,2,control,241
41,2,d,1,1708,mend,2,control,241
41,2,d,1,1420,side,2,control,241
41,2,d,1,1582,made,2,control,241
41,2,d,0,1762,aid,2,control,241
41,2,t,1,1341,sweet,2,control,241
41,2,d,0,1315,mound,2,control,241
41,2,t,0,1292,spate,2,control,241
41,2,t,1,1634,knot,2,control,241
41,2,d,0,1403,had,2,control,241
41,2,d,0,2135,mud,2,control,241
41,2,t,0,1286,coat,2,control,241
41,2,t,1,1425,fort,2,control,241
41,2,d,1,1663,dead,2,control,241
41,2,d,0,1571,raid,2,control,241
41,2,d,0,2555,need,2,control,241
41,2,d,1,1571,card,2,control,241
41,2,d,1,1413,slid,2,control,241
41,2,t,1,1446,wrote,2,control,241
41,2,t,1,1603,wet,2,control,241
41,2,t,0,1183,right,2,control,241
41,2,t,1,1435,hit,2,control,241
41,2,t,1,1901,plate,2,control,241
41,2,t,1,2083,cute,2,control,241
41,2,t,1,1888,wheat,2,control,241
41,2,t,1,1769,sat,2,control,241
41,2,d,0,2049,laid,2,control,241
41,2,d,0,1440,mead,2,control,241
41,2,d,1,1153,cod,2,control,241
41,2,d,0,1688,hard,2,control,241
41,2,t,1,1793,wait,2,control,241
41,2,t,1,1392,court,2,control,241
41,2,d,1,1352,mood,2,control,241
41,2,d,1,1764,fried,2,control,241
41,2,t,1,2163,colt,2,control,241
41,2,d,1,1501,rude,2,control,241
41,2,d,0,1221,fade,2,control,241
41,2,t,1,1831,white,2,control,241
41,2,d,0,1081,herd,2,control,241
41,2,d,0,1953,feed,2,control,241
41,2,d,1,1491,pod,2,control,241
41,2,d,0,1581,node,2,control,241
41,2,t,0,2474,oat,2,control,241
41,2,d,0,1703,heed,2,control,241
41,2,t,1,1569,mat,2,control,241
41,2,t,0,2822,chart,2,control,241
41,2,t,0,1502,slight,2,control,241
41,2,t,1,1853,plot,2,control,241
44,2,t,0,2150,spate,2,control,244
44,2,t,1,2434,wait,2,control,244
44,2,d,1,1348,feed,2,control,244
44,2,d,0,1193,mead,2,control,244
44,2,t,0,2335,wrote,2,control,244
44,2,d,0,1234,fried,2,control,244
44,2,t,0,1983,cent,2,control,244
44,2,t,1,1432,seat,2,control,244
44,2,d,0,1055,had,2,control,244
44,2,d,0,1828,node,2,control,244
44,2,d,1,1927,plead,2,control,244
44,2,d,0,1199,cod,2,control,244
44,2,t,0,1418,chart,2,control,244
44,2,t,1,1382,wet,2,control,244
44,2,t,0,1869,fort,2,control,244
44,2,d,0,1268,mend,2,control,244
44,2,d,0,1591,dead,2,control,244
44,2,t,1,1693,skit,2,control,244
44,2,t,1,1821,cute,2,control,244
44,2,d,0,1415,laid,2,control,244
44,2,d,0,1618,pod,2,control,244
44,2,d,0,1971,herd,2,control,244
44,2,d,1,1619,kid,2,control,244
44,2,t,1,2065,font,2,control,244
44,2,d,0,3192,raid,2,control,244
44,2,t,0,1544,plate,2,control,244
44,2,t,0,1214,height,2,control,244
44,2,d,0,1146,mood,2,control,244
44,2,t,0,2656,coat,2,control,244
44,2,t,1,1968,wheat,2,control,244
44,2,d,0,1880,rod,2,control,244
44,2,t,1,1396,hit,2,control,244
44,2,d,1,1423,card,2,control,244
44,2,d,1,1722,slid,2,control,244
44,2,t,0,2431,slight,2,control,244
44,2,t,1,1614,pat,2,control,244
44,2,t,1,1500,plot,2,control,244
44,2,d,1,1813,side,2,control,244
44,2,t,1,1511,knot,2,control,244
44,2,d,1,1135,hard,2,control,244
44,2,t,1,1548,white,2,control,244
44,2,d,0,1706,rude,2,control,244
44,2,d,0,1189,need,2,control,244
44,2,d,0,1123,aid,2,control,244
44,2,t,1,1680,right,2,control,244
44,2,t,0,2224,oat,2,control,244
44,2,t,1,1175,sweet,2,control,244
44,2,t,1,1414,fat,2,control,244
44,2,d,0,1485,fade,2,control,244
44,2,d,0,1544,led,2,control,244
44,2,t,1,1883,court,2,control,244
44,2,d,0,1541,mound,2,control,244
44,2,d,0,3348,mud,2,control,244
44,2,t,0,2077,set,2,control,244
44,2,t,0,1382,mat,2,control,244
44,2,t,1,1443,sat,2,control,244
44,2,t,1,1917,colt,2,control,244
44,2,d,1,1843,heed,2,control,244
44,2,d,0,1253,mode,2,control,244
44,2,d,0,1318,made,2,control,244
40,2,d,1,1123,spade,2,control,240
40,2,t,1,1002,meat,2,control,240
40,2,t,1,1059,kit,2,control,240
40,2,t,1,1030,rate,2,control,240
40,2,d,0,895,played,2,control,240
40,2,t,1,1228,cot,2,control,240
40,2,t,1,1602,eight,2,control,240
40,2,t,0,1761,moot,2,control,240
40,2,t,1,1057,fate,2,control,240
40,2,t,0,1127,moat,2,control,240
40,2,d,1,1387,said,2,control,240
40,2,t,1,1068,heat,2,control,240
40,2,d,0,1304,plod,2,control,240
40,2,d,1,1249,ride,2,control,240
40,2,d,1,1318,road,2,control,240
40,2,d,1,1170,hide,2,control,240
40,2,d,1,1570,send,2,control,240
40,2,d,1,1312,cord,2,control,240
40,2,d,1,1107,charred,2,control,240
40,2,d,1,1520,slide,2,control,240
40,2,d,1,769,wide,2,control,240
40,2,t,0,1563,slit,2,control,240
40,2,d,0,1194,wade,2,control,240
40,2,d,0,1387,seed,2,control,240
40,2,d,1,1015,sad,2,control,240
40,2,d,1,1237,cold,2,control,240
40,2,t,0,915,cart,2,control,240
40,2,d,1,920,nod,2,control,240
40,2,t,1,1701,mutt,2,control,240
40,2,t,1,1479,hat,2,control,240
40,2,t,0,852,heart,2,control,240
40,2,d,1,1310,skid,2,control,240
40,2,t,0,1135,debt,2,control,240
40,2,t,1,1421,meant,2,control,240
40,2,t,0,1294,pleat,2,control,240
40,2,t,1,969,hurt,2,control,240
40,2,d,1,1304,ford,2,control,240
40,2,t,0,2613,fright,2,control,240
40,2,t,0,1689,sight,2,control,240
40,2,t,0,1147,mate,2,control,240
40,2,d,0,1304,Swede,2,control,240
40,2,d,0,889,cued,2,control,240
40,2,d,0,1090,pad,2,control,240
40,2,t,1,1084,pot,2,control,240
40,2,t,1,893,rot,2,control,240
40,2,d,1,1382,fad,2,control,240
40,2,t,0,836,root,2,control,240
40,2,d,0,985,code,2,control,240
40,2,t,1,1682,let,2,control,240
40,2,t,1,1023,feet,2,control,240
40,2,t,0,1233,late,2,control,240
40,2,t,0,1126,neat,2,control,240
40,2,d,0,795,mad,2,control,240
40,2,d,1,1976,weed,2,control,240
40,2,t,0,1044,mount,2,control,240
40,2,d,1,1256,fond,2,control,240
40,2,d,0,1472,wed,2,control,240
40,2,d,0,1675,owed,2,control,240
40,2,d,0,910,hid,2,control,240
40,2,t,1,1327,note,2,control,240
45,2,t,1,948,cot,1,control,245
45,2,t,1,957,neat,1,control,245
45,2,t,0,1624,feet,1,control,245
45,2,t,1,2601,eight,1,control,245
45,2,t,1,1166,fright,1,control,245
45,2,t,0,1065,kit,1,control,245
45,2,t,1,932,hat,1,control,245
45,2,t,1,1096,meant,1,control,245
45,2,t,1,2646,note,1,control,245
45,2,t,1,1574,sight,1,control,245
45,2,t,1,921,hurt,1,control,245
45,2,t,1,1295,let,1,control,245
45,2,t,1,1482,debt,1,control,245
45,2,t,1,1225,heat,1,control,245
45,2,t,1,1377,heart,1,control,245
45,2,t,1,1276,mount,1,control,245
45,2,t,1,1229,mutt,1,control,245
45,2,t,1,997,late,1,control,245
45,2,t,1,1605,rate,1,control,245
45,2,t,0,2272,slit,1,control,245
45,2,t,1,1111,mate,1,control,245
45,2,t,1,1130,moat,1,control,245
45,2,t,1,1566,rot,1,control,245
45,2,t,1,1092,meat,1,control,245
45,2,t,1,928,pleat,1,control,245
45,2,t,1,1150,moot,1,control,245
45,2,t,1,1749,pot,1,control,245
45,2,t,1,1465,root,1,control,245
