Speaker,Sound,Word,set,burst,closure,vowel,phon_ctxt_stress,syllable,Item.Word,onset_has_nasal,onset_has_lateral,onset_has_rhotic,coda_has_nasal,coda_has_lateral,coda_has_rhotic,has_long_vowel,Syllable_duration,Word_duration
E13,/d/,rode,2,0.093,0.098,0.207,yes,1,rode,no,no,yes,no,no,no,no,0.594,0.594
E13,/d/,rode,3,0.107,0.126,0.194,yes,1,rode,no,no,yes,no,no,no,no,0.601,0.601
E13,/d/,sad,1,0.067,0.067,0.35,yes,1,sad,no,no,no,no,no,no,no,0.692,0.692
E13,/d/,sad,2,0.057,0.07,0.349,yes,1,sad,no,no,no,no,no,no,no,0.666,0.666
E13,/d/,sad,3,0.051,0.079,0.35,yes,1,sad,no,no,no,no,no,no,no,0.651,0.651
E13,/d/,said,1,0.081,0.094,0.184,yes,1,said,no,no,no,no,no,no,no,0.541,0.541
E13,/d/,said,2,0.078,0.087,0.186,yes,1,said,no,no,no,no,no,no,no,0.533,0.533
E13,/d/,said,3,0.099,0.078,0.193,yes,1,said,no,no,no,no,no,no,no,0.583,0.583
E13,/t/,shot,1,0.109,0.178,0.187,yes,1,shot,no,no,no,no,no,no,no,0.675,0.675
E13,/t/,shot,2,0.125,0.132,0.252,yes,1,shot,no,no,no,no,no,no,no,0.683,0.683
E13,/t/,shot,3,0.094,0.245,0.176,yes,1,shot,no,no,no,no,no,no,no,0.682,0.682
E13,/t/,shout,1,0.047,0.204,0.192,yes,1,shout,no,no,no,no,no,no,yes,0.649,0.649
E13,/t/,shout,2,0.049,0.217,0.23,yes,1,shout,no,no,no,no,no,no,yes,0.648,0.648
E13,/t/,shout,3,0.05,0.174,0.225,yes,1,shout,no,no,no,no,no,no,yes,0.65,0.65
E13,/t/,silt,1,0.068,0.132,0.172,yes,1,silt,no,no,no,no,yes,no,no,0.559,0.559
E13,/t/,silt,2,0.067,0.141,0.142,yes,1,silt,no,no,no,no,yes,no,no,0.542,0.542
E13,/t/,silt,3,0.07,0.152,0.171,yes,1,silt,no,no,no,no,yes,no,no,0.557,0.557
E13,/t/,sit,1,0.084,0.201,0.1,yes,1,sit,no,no,no,no,no,no,no,0.634,0.634
E13,/t/,sit,2,0.06,0.206,0.094,yes,1,sit,no,no,no,no,no,no,no,0.558,0.558
E13,/t/,sit,3,0.07,0.214,0.086,yes,1,sit,no,no,no,no,no,no,no,0.558,0.558
E13,/d/,slide,1,0.062,0.07,0.349,yes,1,slide,no,no,no,no,no,no,yes,0.792,0.792
E13,/d/,slide,2,0.08,0.066,0.341,yes,1,slide,no,no,no,no,no,no,yes,0.758,0.758
E13,/d/,slide,3,0.069,0.072,0.276,yes,1,slide,no,no,no,no,no,no,yes,0.658,0.658
E13,/t/,soot,1,0.107,0.146,0.116,yes,1,soot,no,no,no,no,no,no,no,0.557,0.557
E13,/t/,soot,2,0.097,0.151,0.129,yes,1,soot,no,no,no,no,no,no,no,0.557,0.557
E13,/t/,soot,3,0.09,0.183,0.1,yes,1,soot,no,no,no,no,no,no,no,0.541,0.541
E13,/t/,vet,1,0.104,0.194,0.117,yes,1,vet,no,no,no,no,no,no,no,0.457,0.457
E13,/t/,vet,2,0.08,0.21,0.17,yes,1,vet,no,no,no,no,no,no,no,0.499,0.499
E13,/t/,vet,3,0.082,0.191,0.144,yes,1,vet,no,no,no,no,no,no,no,0.484,0.484
E13,/t/,wait,1,0.095,0.165,0.162,yes,1,wait,no,no,no,no,no,no,no,0.57,0.57
E13,/t/,wait,2,0.082,0.167,0.205,yes,1,wait,no,no,no,no,no,no,no,0.548,0.548
E13,/t/,wait,3,0.075,0.182,0.144,yes,1,wait,no,no,no,no,no,no,no,0.507,0.507
E13,/t/,white,1,0.128,0.162,0.109,yes,1,white,no,no,no,no,no,no,yes,0.619,0.619
E13,/t/,white,2,0.086,0.154,0.143,yes,1,white,no,no,no,no,no,no,yes,0.536,0.536
E13,/t/,white,3,0.042,0.174,0.143,yes,1,white,no,no,no,no,no,no,yes,0.425,0.425
E14,/d/,bad,1,0.093,0.089,0.314,yes,1,bad,no,no,no,no,no,no,no,0.52,0.52
E14,/d/,bad,2,0.065,0.114,0.314,yes,1,bad,no,no,no,no,no,no,no,0.508,0.508
E14,/d/,bad,3,0.091,0.091,0.319,yes,1,bad,no,no,no,no,no,no,no,0.517,0.517
E14,/d/,bed,1,0.169,0.125,0.202,yes,1,bed,no,no,no,no,no,no,no,0.658,0.658
E14,/d/,bed,2,0.128,0.135,0.209,yes,1,bed,no,no,no,no,no,no,no,0.515,0.515
E14,/d/,bed,3,0.051,0.099,0.231,yes,1,bed,no,no,no,no,no,no,no,0.403,0.403
E14,/d/,bud,1,0.144,0.125,0.158,yes,1,bud,no,no,no,no,no,no,no,0.457,0.457
E14,/d/,bud,2,0.136,0.106,0.177,yes,1,bud,no,no,no,no,no,no,no,0.442,0.442
E14,/d/,bud,3,0.089,0.109,0.162,yes,1,bud,no,no,no,no,no,no,no,0.374,0.374
E14,/t/,but,1,0.14,0.176,0.104,yes,1,but,no,no,no,no,no,no,no,0.557,0.557
E14,/t/,but,2,0.129,0.204,0.097,yes,1,but,no,no,no,no,no,no,no,0.467,0.467
E14,/t/,but,3,0.14,0.201,0.085,yes,1,but,no,no,no,no,no,no,no,0.466,0.466
E14,/d/,cooed,1,0.15,0.065,0.225,yes,1,cooed,no,no,no,no,no,no,no,0.557,0.557
E14,/d/,cooed,2,0.129,0.069,0.236,yes,1,cooed,no,no,no,no,no,no,no,0.546,0.546
E14,/d/,cooed,3,0.089,0.076,0.233,yes,1,cooed,no,no,no,no,no,no,no,0.493,0.493
E14,/t/,cut,1,0.203,0.165,0.088,yes,1,cut,no,no,no,no,no,no,no,0.511,0.511
E14,/t/,cut,2,0.193,0.181,0.085,yes,1,cut,no,no,no,no,no,no,no,0.507,0.507
E14,/t/,cut,3,0.184,0.157,0.09,yes,1,cut,no,no,no,no,no,no,no,0.491,0.491
E14,/d/,feed,1,0.203,0.082,0.22,yes,1,feed,no,no,no,no,no,no,no,0.757,0.757
E14,/d/,feed,2,0.145,0.072,0.212,yes,1,feed,no,no,no,no,no,no,no,0.661,0.661
E14,/d/,feed,3,0.13,0.111,0.214,yes,1,feed,no,no,no,no,no,no,no,0.639,0.639
E14,/t/,feet,1,0.127,0.139,0.113,yes,1,feet,no,no,no,no,no,no,no,0.528,0.528
E14,/t/,feet,2,0.116,0.14,0.121,yes,1,feet,no,no,no,no,no,no,no,0.565,0.565
E14,/t/,feet,3,0.133,0.166,0.109,yes,1,feet,no,no,no,no,no,no,no,0.575,0.575
E14,/d/,find,1,0.09,0.027,0.392,yes,1,find,no,no,no,yes,no,no,yes,0.666,0.666
E14,/d/,find,2,0.1,0.174,0.265,yes,1,find,no,no,no,yes,no,no,yes,0.691,0.691
E14,/d/,find,3,0.122,0.142,0.288,yes,1,find,no,no,no,yes,no,no,yes,0.709,0.709
E14,/d/,fond,1,0.128,0.048,0.344,yes,1,fond,no,no,no,yes,no,no,no,0.691,0.691
E14,/d/,fond,2,0.095,0.041,0.344,yes,1,fond,no,no,no,yes,no,no,no,0.615,0.615
E14,/d/,fond,3,0.091,0.032,0.37,yes,1,fond,no,no,no,yes,no,no,no,0.642,0.642
E14,/d/,gild,1,0.263,0.035,0.279,yes,1,gild,no,no,no,no,yes,no,no,0.742,0.742
E14,/d/,gild,2,0.227,0.08,0.134,yes,1,gild,no,no,no,no,yes,no,no,0.561,0.561
E14,/d/,gild,3,0.15,0.046,0.259,yes,1,gild,no,no,no,no,yes,no,no,0.502,0.502
E14,/d/,god,1,0.13,0.075,0.275,yes,1,god,no,no,no,no,no,no,no,0.623,0.623
E14,/d/,god,2,0.123,0.06,0.296,yes,1,god,no,no,no,no,no,no,no,0.507,0.507
E14,/d/,god,3,0.094,0.095,0.26,yes,1,god,no,no,no,no,no,no,no,0.477,0.477
E14,/d/,good,1,0.17,0.121,0.153,yes,1,good,no,no,no,no,no,no,no,0.487,0.487
E14,/d/,good,2,0.104,0.116,0.163,yes,1,good,no,no,no,no,no,no,no,0.412,0.412
E14,/d/,good,3,0.169,0.125,0.152,yes,1,good,no,no,no,no,no,no,no,0.478,0.478
E14,/t/,got,1,0.138,0.162,0.152,yes,1,got,no,no,no,no,no,no,no,0.488,0.488
E14,/t/,got,2,0.178,0.186,0.148,yes,1,got,no,no,no,no,no,no,no,0.539,0.539
E14,/t/,got,3,0.169,0.148,0.184,yes,1,got,no,no,no,no,no,no,no,0.528,0.528
E14,/d/,killed,1,0.185,0.03,0.259,yes,1,killed,no,no,no,no,yes,no,no,0.573,0.573
E14,/d/,killed,2,0.112,0.028,0.287,yes,1,killed,no,no,no,no,yes,no,no,0.508,0.508
E14,/d/,killed,3,0.067,0.098,0.2,yes,1,killed,no,no,no,no,yes,no,no,0.467,0.467
E14,/d/,lad,1,0.102,0.076,0.244,yes,1,lad,no,yes,no,no,no,no,no,0.587,0.587
E14,/d/,lad,2,0.095,0.095,0.231,yes,1,lad,no,yes,no,no,no,no,no,0.574,0.574
E14,/d/,lad,3,0.078,0.102,0.275,yes,1,lad,no,yes,no,no,no,no,no,0.512,0.512
E14,/t/,late,1,0.196,0.096,0.125,yes,1,late,no,yes,no,no,no,no,no,0.527,0.527
E14,/t/,late,2,0.14,0.108,0.14,yes,1,late,no,yes,no,no,no,no,no,0.511,0.511
E14,/t/,late,3,0.125,0.125,0.163,yes,1,late,no,yes,no,no,no,no,no,0.484,0.484
E14,/t/,neat,1,0.048,0.16,0.135,yes,1,neat,yes,no,no,no,no,no,no,0.624,0.624
E14,/t/,neat,2,0.048,0.141,0.132,yes,1,neat,yes,no,no,no,no,no,no,0.466,0.466
E14,/t/,neat,3,0.246,0.135,0.148,yes,1,neat,yes,no,no,no,no,no,no,0.646,0.646
E14,/d/,need,1,0.222,0.091,0.217,yes,1,need,yes,no,no,no,no,no,no,0.661,0.661
E14,/d/,need,2,0.128,0.074,0.263,yes,1,need,yes,no,no,no,no,no,no,0.616,0.616
E14,/d/,need,3,0.095,0.062,0.277,yes,1,need,yes,no,no,no,no,no,no,0.532,0.532
E14,/t/,night,1,0.181,0.126,0.132,yes,1,night,yes,no,no,no,no,no,yes,0.588,0.588
E14,/t/,night,2,0.121,0.162,0.119,yes,1,night,yes,no,no,no,no,no,yes,0.517,0.517
E14,/t/,night,3,0.138,0.127,0.183,yes,1,night,yes,no,no,no,no,no,yes,0.543,0.543
E14,/t/,not,1,0.142,0.152,0.193,yes,1,not,yes,no,no,no,no,no,no,0.583,0.583
E14,/t/,not,2,0.129,0.128,0.218,yes,1,not,yes,no,no,no,no,no,no,0.563,0.563
E14,/t/,not,3,0.084,0.133,0.205,yes,1,not,yes,no,no,no,no,no,no,0.44,0.44
E14,/t/,pat,1,0.107,0.168,0.149,yes,1,pat,no,no,no,no,no,no,no,0.466,0.466
E14,/t/,pat,2,0.105,0.197,0.147,yes,1,pat,no,no,no,no,no,no,no,0.502,0.502
E14,/t/,pat,3,0.063,0.183,0.135,yes,1,pat,no,no,no,no,no,no,no,0.419,0.419
E14,/t/,pet,1,0.117,0.159,0.093,yes,1,pet,no,no,no,no,no,no,no,0.401,0.401
E14,/t/,pet,2,0.137,0.16,0.103,yes,1,pet,no,no,no,no,no,no,no,0.435,0.435
E14,/t/,pet,3,0.077,0.156,0.123,yes,1,pet,no,no,no,no,no,no,no,0.411,0.411
E14,/d/,pond,1,0.143,0.006,0.373,yes,1,pond,no,no,no,yes,no,no,no,0.613,0.613
E14,/d/,pond,2,0.101,0.04,0.395,yes,1,pond,no,no,no,yes,no,no,no,0.612,0.612
E14,/d/,pond,3,0.076,0.092,0.334,yes,1,pond,no,no,no,yes,no,no,no,0.566,0.566
E14,/t/,pot,1,0.139,0.123,0.189,yes,1,pot,no,no,no,no,no,no,no,0.493,0.493
E14,/t/,pot,2,0.099,0.166,0.146,yes,1,pot,no,no,no,no,no,no,no,0.469,0.469
E14,/t/,pot,3,0.089,0.16,0.151,yes,1,pot,no,no,no,no,no,no,no,0.465,0.465
E14,/d/,pound,1,0.068,0.061,0.334,yes,1,pound,no,no,no,yes,no,no,yes,0.567,0.567
E14,/d/,pound,2,0.089,0.059,0.351,yes,1,pound,no,no,no,yes,no,no,yes,0.574,0.574
E14,/d/,pound,3,0.087,0.044,0.386,yes,1,pound,no,no,no,yes,no,no,yes,0.588,0.588
E14,/t/,pout,1,0.117,0.148,0.161,yes,1,pout,no,no,no,no,no,no,yes,0.479,0.479
E14,/t/,pout,2,0.051,0.132,0.166,yes,1,pout,no,no,no,no,no,no,yes,0.424,0.424
E14,/t/,pout,3,0.117,0.174,0.138,yes,1,pout,no,no,no,no,no,no,yes,0.502,0.502
E14,/t/,put,1,0.112,0.153,0.136,yes,1,put,no,no,no,no,no,no,no,0.461,0.461
E14,/t/,put,2,0.131,0.134,0.132,yes,1,put,no,no,no,no,no,no,no,0.483,0.483
E14,/t/,put,3,0.101,0.207,0.102,yes,1,put,no,no,no,no,no,no,no,0.483,0.483
E14,/d/,ride,1,0.14,0.064,0.308,yes,1,ride,no,no,yes,no,no,no,yes,0.69,0.69
E14,/d/,ride,2,0.146,0.067,0.3,yes,1,ride,no,no,yes,no,no,no,yes,0.689,0.689
E14,/d/,ride,3,0.136,0.071,0.274,yes,1,ride,no,no,yes,no,no,no,yes,0.625,0.625
E14,/d/,rod,1,0.1,0.092,0.271,yes,1,rod,no,no,yes,no,no,no,no,0.625,0.625
E14,/d/,rod,2,0.105,0.077,0.243,yes,1,rod,no,no,yes,no,no,no,no,0.549,0.549
E14,/d/,rod,3,0.074,0.081,0.246,yes,1,rod,no,no,yes,no,no,no,no,0.492,0.492
E14,/d/,rode,1,0.113,0.069,0.23,yes,1,rode,no,no,yes,no,no,no,no,0.582,0.582
E14,/d/,rode,2,0.156,0.04,0.25,yes,1,rode,no,no,yes,no,no,no,no,0.658,0.658
E14,/d/,rode,3,0.134,0.056,0.226,yes,1,rode,no,no,yes,no,no,no,no,0.624,0.624
E14,/d/,sad,1,0.112,0.084,0.305,yes,1,sad,no,no,no,no,no,no,no,0.683,0.683
E14,/d/,sad,2,0.073,0.086,0.314,yes,1,sad,no,no,no,no,no,no,no,0.682,0.682
E14,/d/,sad,3,0.079,0.112,0.287,yes,1,sad,no,no,no,no,no,no,no,0.666,0.666
E14,/d/,said,1,0.06,0.113,0.194,yes,1,said,no,no,no,no,no,no,no,0.54,0.54
E14,/d/,said,2,0.091,0.102,0.205,yes,1,said,no,no,no,no,no,no,no,0.559,0.559
E14,/d/,said,3,0.114,0.091,0.19,yes,1,said,no,no,no,no,no,no,no,0.567,0.567
E14,/t/,shot,1,0.156,0.16,0.14,yes,1,shot,no,no,no,no,no,no,no,0.634,0.634
E14,/t/,shot,2,0.068,0.149,0.144,yes,1,shot,no,no,no,no,no,no,no,0.583,0.583
E14,/t/,shot,3,0.103,0.18,0.15,yes,1,shot,no,no,no,no,no,no,no,0.65,0.65
E14,/t/,shout,1,0.144,0.155,0.167,yes,1,shout,no,no,no,no,no,no,yes,0.641,0.641
E14,/t/,shout,2,0.078,0.12,0.222,yes,1,shout,no,no,no,no,no,no,yes,0.649,0.649
E14,/t/,shout,3,0.069,0.154,0.167,yes,1,shout,no,no,no,no,no,no,yes,0.557,0.557
E14,/t/,silt,1,0.184,0.097,0.162,yes,1,silt,no,no,no,no,yes,no,no,0.665,0.665
E14,/t/,silt,2,0.11,0.113,0.143,yes,1,silt,no,no,no,no,yes,no,no,0.573,0.573
E14,/t/,silt,3,0.139,0.136,0.105,yes,1,silt,no,no,no,no,yes,no,no,0.625,0.625
E14,/t/,sit,1,0.042,0.166,0.093,yes,1,sit,no,no,no,no,no,no,no,0.499,0.499
E14,/t/,sit,2,0.086,0.138,0.09,yes,1,sit,no,no,no,no,no,no,no,0.507,0.507
E14,/t/,sit,3,0.049,0.125,0.1,yes,1,sit,no,no,no,no,no,no,no,0.492,0.492
E14,/d/,slide,1,0.088,0.055,0.287,yes,1,slide,no,no,no,no,no,no,yes,0.674,0.674
E14,/d/,slide,2,0.081,0.041,0.322,yes,1,slide,no,no,no,no,no,no,yes,0.69,0.69
E14,/d/,slide,3,0.116,0.068,0.273,yes,1,slide,no,no,no,no,no,no,yes,0.709,0.709
E14,/t/,soot,1,0.1,0.148,0.073,yes,1,soot,no,no,no,no,no,no,no,0.558,0.558
E14,/t/,soot,2,0.12,0.153,0.099,yes,1,soot,no,no,no,no,no,no,no,0.608,0.608
E14,/t/,soot,3,0.101,0.164,0.09,yes,1,soot,no,no,no,no,no,no,no,0.598,0.598
E14,/t/,vet,1,0.214,0.171,0.12,yes,1,vet,no,no,no,no,no,no,no,0.716,0.716
E14,/t/,vet,2,0.239,0.161,0.125,yes,1,vet,no,no,no,no,no,no,no,0.657,0.657
E14,/t/,vet,3,0.252,0.163,0.12,yes,1,vet,no,no,no,no,no,no,no,0.639,0.639
E14,/t/,wait,1,0.161,0.087,0.114,yes,1,wait,no,no,no,no,no,no,no,0.551,0.551
E14,/t/,wait,2,0.139,0.093,0.109,yes,1,wait,no,no,no,no,no,no,no,0.524,0.524
E14,/t/,wait,3,0.154,0.111,0.119,yes,1,wait,no,no,no,no,no,no,no,0.551,0.551
E14,/t/,white,1,0.174,0.072,0.121,yes,1,white,no,no,no,no,no,no,yes,0.484,0.484
E14,/t/,white,2,0.118,0.106,0.057,yes,1,white,no,no,no,no,no,no,yes,0.49,0.49
E14,/t/,white,3,0.099,0.107,0.112,yes,1,white,no,no,no,no,no,no,yes,0.426,0.426
E15,/d/,bad,1,0.084,0.048,0.276,yes,1,bad,no,no,no,no,no,no,no,0.431,0.431
E15,/d/,bad,2,0.111,0.046,0.301,yes,1,bad,no,no,no,no,no,no,no,0.501,0.501
E15,/d/,bad,3,0.115,0.068,0.262,yes,1,bad,no,no,no,no,no,no,no,0.489,0.489
E15,/d/,bed,1,0.117,0.059,0.194,yes,1,bed,no,no,no,no,no,no,no,0.386,0.386
E15,/d/,bed,2,0.094,0.086,0.214,yes,1,bed,no,no,no,no,no,no,no,0.432,0.432
E15,/d/,bed,3,0.13,0.064,0.208,yes,1,bed,no,no,no,no,no,no,no,0.422,0.422
E15,/d/,bud,1,0.097,0.085,0.192,yes,1,bud,no,no,no,no,no,no,no,0.398,0.398
E15,/d/,bud,2,0.104,0.125,0.206,yes,1,bud,no,no,no,no,no,no,no,0.453,0.453
E15,/d/,bud,3,0.037,0.168,0.195,yes,1,bud,no,no,no,no,no,no,no,0.431,0.431
E15,/t/,but,1,0.121,0.103,0.143,yes,1,but,no,no,no,no,no,no,no,0.403,0.403
E15,/t/,but,2,0.162,0.104,0.146,yes,1,but,no,no,no,no,no,no,no,0.429,0.429
E15,/t/,but,3,0.157,0.099,0.148,yes,1,but,no,no,no,no,no,no,no,0.416,0.416
E15,/d/,cooed,1,0.115,0.049,0.216,yes,1,cooed,no,no,no,no,no,no,no,0.49,0.49
E15,/d/,cooed,2,0.108,0.041,0.258,yes,1,cooed,no,no,no,no,no,no,no,0.516,0.516
E15,/d/,cooed,3,0.155,0.02,0.257,yes,1,cooed,no,no,no,no,no,no,no,0.536,0.536
E15,/t/,cut,1,0.101,0.103,0.113,yes,1,cut,no,no,no,no,no,no,no,0.403,0.403
E15,/t/,cut,2,0.096,0.141,0.104,yes,1,cut,no,no,no,no,no,no,no,0.421,0.421
E15,/t/,cut,3,0.103,0.122,0.116,yes,1,cut,no,no,no,no,no,no,no,0.465,0.465
E15,/d/,feed,1,0.12,0.064,0.29,yes,1,feed,no,no,no,no,no,no,no,0.535,0.535
E15,/d/,feed,2,0.093,0.077,0.304,yes,1,feed,no,no,no,no,no,no,no,0.599,0.599
E15,/d/,feed,3,0.084,0.066,0.311,yes,1,feed,no,no,no,no,no,no,no,0.585,0.585
E15,/t/,feet,1,0.084,0.111,0.142,yes,1,feet,no,no,no,no,no,no,no,0.442,0.442
E15,/t/,feet,2,0.106,0.132,0.138,yes,1,feet,no,no,no,no,no,no,no,0.469,0.469
E15,/t/,feet,3,0.107,0.119,0.129,yes,1,feet,no,no,no,no,no,no,no,0.523,0.523
E15,/d/,find,1,0.115,0.018,0.388,yes,1,find,no,no,no,yes,no,no,yes,0.684,0.684
E15,/d/,find,2,0.121,0.034,0.372,yes,1,find,no,no,no,yes,no,no,yes,0.686,0.686
E15,/d/,find,3,0.07,0.038,0.355,yes,1,find,no,no,no,yes,no,no,yes,0.647,0.647
E15,/d/,fond,1,0.098,0.008,0.378,yes,1,fond,no,no,no,yes,no,no,no,0.625,0.625
E15,/d/,fond,2,0.094,0.014,0.394,yes,1,fond,no,no,no,yes,no,no,no,0.666,0.666
E15,/d/,gild,1,0.098,0.021,0.354,yes,1,gild,no,no,no,no,yes,no,no,0.503,0.503
E15,/d/,gild,2,0.112,0.046,0.358,yes,1,gild,no,no,no,no,yes,no,no,0.558,0.558
E15,/d/,gild,3,0.135,0.013,0.401,yes,1,gild,no,no,no,no,yes,no,no,0.596,0.596
E15,/d/,god,1,0.1,0.063,0.285,yes,1,god,no,no,no,no,no,no,no,0.49,0.49
E15,/d/,god,2,0.099,0.069,0.305,yes,1,god,no,no,no,no,no,no,no,0.516,0.516
E15,/d/,god,3,0.106,0.06,0.309,yes,1,god,no,no,no,no,no,no,no,0.508,0.508
E15,/d/,good,1,0.104,0.071,0.19,yes,1,good,no,no,no,no,no,no,no,0.399,0.399
E15,/d/,good,2,0.095,0.069,0.205,yes,1,good,no,no,no,no,no,no,no,0.403,0.403
E15,/d/,good,3,0.094,0.067,0.21,yes,1,good,no,no,no,no,no,no,no,0.406,0.406
E15,/t/,got,1,0.104,0.072,0.193,yes,1,got,no,no,no,no,no,no,no,0.402,0.402
E15,/t/,got,2,0.144,0.088,0.179,yes,1,got,no,no,no,no,no,no,no,0.446,0.446
E15,/t/,got,3,0.11,0.1,0.182,yes,1,got,no,no,no,no,no,no,no,0.445,0.445
E15,/d/,killed,1,0.102,0.035,0.324,yes,1,killed,no,no,no,no,yes,no,no,0.559,0.559
E15,/d/,killed,2,0.169,0.027,0.308,yes,1,killed,no,no,no,no,yes,no,no,0.601,0.601
E15,/d/,lad,1,0.121,0.071,0.236,yes,1,lad,no,yes,no,no,no,no,no,0.58,0.58
E15,/d/,lad,2,0.111,0.075,0.261,yes,1,lad,no,yes,no,no,no,no,no,0.616,0.616
E15,/d/,lad,3,0.109,0.075,0.266,yes,1,lad,no,yes,no,no,no,no,no,0.621,0.621
E15,/t/,late,1,0.11,0.106,0.141,yes,1,late,no,yes,no,no,no,no,no,0.521,0.521
E15,/t/,late,2,0.112,0.124,0.15,yes,1,late,no,yes,no,no,no,no,no,0.555,0.555
E15,/t/,late,3,0.152,0.112,0.145,yes,1,late,no,yes,no,no,no,no,no,0.554,0.554
E15,/t/,neat,1,0.145,0.125,0.148,yes,1,neat,yes,no,no,no,no,no,no,0.535,0.535
E15,/t/,neat,2,0.134,0.128,0.139,yes,1,neat,yes,no,no,no,no,no,no,0.496,0.496
E15,/t/,neat,3,0.122,0.117,0.209,yes,1,neat,yes,no,no,no,no,no,no,0.531,0.531
E15,/d/,need,1,0.119,0.061,0.263,yes,1,need,yes,no,no,no,no,no,no,0.55,0.55
E15,/d/,need,2,0.13,0.065,0.249,yes,1,need,yes,no,no,no,no,no,no,0.578,0.578
E15,/d/,need,3,0.132,0.073,0.274,yes,1,need,yes,no,no,no,no,no,no,0.586,0.586
E15,/t/,night,1,0.107,0.128,0.149,yes,1,night,yes,no,no,no,no,no,yes,0.457,0.457
E15,/t/,night,2,0.125,0.14,0.16,yes,1,night,yes,no,no,no,no,no,yes,0.523,0.523
E15,/t/,night,3,0.155,0.162,0.156,yes,1,night,yes,no,no,no,no,no,yes,0.564,0.564
E15,/t/,not,1,0.109,0.198,0.138,yes,1,not,yes,no,no,no,no,no,no,0.567,0.567
E15,/t/,not,2,0.136,0.141,0.134,yes,1,not,yes,no,no,no,no,no,no,0.472,0.472
E15,/t/,not,3,0.127,0.154,0.161,yes,1,not,yes,no,no,no,no,no,no,0.506,0.506
E15,/t/,pat,1,0.098,0.127,0.158,yes,1,pat,no,no,no,no,no,no,no,0.485,0.485
E15,/t/,pat,2,0.187,0.122,0.169,yes,1,pat,no,no,no,no,no,no,no,0.533,0.533
E15,/t/,pat,3,0.152,0.102,0.166,yes,1,pat,no,no,no,no,no,no,no,0.504,0.504
E15,/t/,pet,1,0.118,0.116,0.118,yes,1,pet,no,no,no,no,no,no,no,0.419,0.419
E15,/t/,pet,2,0.14,0.085,0.125,yes,1,pet,no,no,no,no,no,no,no,0.431,0.431
E15,/t/,pet,3,0.167,0.129,0.098,yes,1,pet,no,no,no,no,no,no,no,0.45,0.45
E15,/d/,pond,1,0.115,0.007,0.377,yes,1,pond,no,no,no,yes,no,no,no,0.568,0.568
E15,/d/,pond,2,0.128,0.025,0.32,yes,1,pond,no,no,no,yes,no,no,no,0.564,0.564
E15,/t/,pot,1,0.13,0.154,0.149,yes,1,pot,no,no,no,no,no,no,no,0.527,0.527
E15,/t/,pot,2,0.155,0.108,0.184,yes,1,pot,no,no,no,no,no,no,no,0.526,0.526
E15,/t/,pot,3,0.144,0.155,0.138,yes,1,pot,no,no,no,no,no,no,no,0.538,0.538
E15,/d/,pound,1,0.103,0.05,0.407,yes,1,pound,no,no,no,yes,no,no,yes,0.634,0.634
E15,/d/,pound,2,0.114,0.039,0.398,yes,1,pound,no,no,no,yes,no,no,yes,0.647,0.647
E15,/t/,put,1,0.147,0.136,0.102,yes,1,put,no,no,no,no,no,no,no,0.452,0.452
E15,/t/,put,2,0.196,0.122,0.108,yes,1,put,no,no,no,no,no,no,no,0.473,0.473
E15,/t/,put,3,0.142,0.132,0.111,yes,1,put,no,no,no,no,no,no,no,0.436,0.436
E15,/d/,ride,1,0.069,0.06,0.2,yes,1,ride,no,no,yes,no,no,no,yes,0.487,0.487
E15,/d/,ride,2,0.104,0.029,0.251,yes,1,ride,no,no,yes,no,no,no,yes,0.546,0.546
E15,/d/,rod,1,0.148,0.025,0.24,yes,1,rod,no,no,yes,no,no,no,no,0.517,0.517
E15,/d/,rod,2,0.107,0.043,0.238,yes,1,rod,no,no,yes,no,no,no,no,0.563,0.563
E15,/d/,rod,3,0.104,0.03,0.187,yes,1,rod,no,no,yes,no,no,no,no,0.484,0.484
E15,/d/,rode,1,0.087,0.066,0.138,yes,1,rode,no,no,yes,no,no,no,no,0.455,0.455
E15,/d/,rode,2,0.111,0.063,0.129,yes,1,rode,no,no,yes,no,no,no,no,0.555,0.555
E15,/d/,rode,3,0.104,0.067,0.126,yes,1,rode,no,no,yes,no,no,no,no,0.526,0.526
E15,/d/,sad,1,0.106,0.04,0.264,yes,1,sad,no,no,no,no,no,no,no,0.6,0.6
E15,/d/,sad,2,0.109,0.05,0.274,yes,1,sad,no,no,no,no,no,no,no,0.622,0.622
E15,/d/,sad,3,0.12,0.034,0.296,yes,1,sad,no,no,no,no,no,no,no,0.659,0.659
E15,/d/,said,1,0.089,0.061,0.232,yes,1,said,no,no,no,no,no,no,no,0.591,0.591
E15,/d/,said,2,0.128,0.092,0.216,yes,1,said,no,no,no,no,no,no,no,0.67,0.67
E15,/d/,said,3,0.113,0.121,0.193,yes,1,said,no,no,no,no,no,no,no,0.611,0.611
E15,/t/,shot,1,0.081,0.161,0.136,yes,1,shot,no,no,no,no,no,no,no,0.544,0.544
E15,/t/,shot,2,0.143,0.132,0.193,yes,1,shot,no,no,no,no,no,no,no,0.624,0.624
E15,/t/,shot,3,0.116,0.122,0.187,yes,1,shot,no,no,no,no,no,no,no,0.61,0.61
E15,/t/,shout,1,0.121,0.13,0.179,yes,1,shout,no,no,no,no,no,no,yes,0.591,0.591
