Speaker,sound,word,set,rhyme,word_duration,cues,burst,closure,vowel
E1,t,neat,2,394,465.9999996,proportional,0.330472103,0.188841202,0.326180258
E1,d,need,1,275,373.9999998,proportional,0.14171123,0.114973262,0.478609626
E1,d,need,2,340,447.0000001,proportional,0.217002237,0.111856823,0.431767338
E1,d,need,3,314,455.0000001,proportional,0.213186813,0.059340659,0.417582418
E1,t,night,1,358,444.0000002,proportional,0.382882883,0.171171171,0.252252252
E1,t,night,2,384,472,proportional,0.341101695,0.165254237,0.30720339
E1,t,night,3,382,430.9999999,proportional,0.30162413,0.241299304,0.343387471
E1,t,not,1,336,458.0000001,proportional,0.213973799,0.318777293,0.200873362
E1,t,not,2,362,472.9999997,proportional,0.22832981,0.317124736,0.21987315
E1,t,not,3,434,530.9999996,proportional,0.237288136,0.286252354,0.293785311
E1,t,pat,1,230,292,proportional,0.078767123,0.267123288,0.441780822
E1,t,pat,2,390,445.0000002,proportional,0.305617977,0.271910112,0.298876404
E1,t,pat,3,343,414.0000002,proportional,0.27294686,0.253623188,0.301932367
E1,t,pet,1,292,365.0000005,proportional,0.315068493,0.145205479,0.339726027
E1,t,pet,2,363,412.9999999,proportional,0.280871671,0.300242131,0.297820823
E1,t,pet,3,336,391.0000002,proportional,0.25831202,0.265984655,0.335038363
E1,d,pond,1,279,322.9999999,proportional,0.13003096,0.061919505,0.671826626
E1,d,pond,2,350,414,proportional,0.224637681,0.038647343,0.582125604
E1,d,pond,3,369,412.9999999,proportional,0.280871671,0.041162228,0.571428572
E1,t,pot,1,351,429.0000001,proportional,0.247086247,0.268065268,0.303030303
E1,t,pot,2,376,454.9999997,proportional,0.287912088,0.217582418,0.320879121
E1,t,pot,3,377,465.0000001,proportional,0.275268817,0.225806452,0.309677419
E1,d,pound,1,356,482.0000004,proportional,0.151452282,0.089211618,0.497925311
E1,d,pound,2,377,506.0000004,proportional,0.179841897,0.075098814,0.490118577
E1,d,pound,3,301,412.0000002,proportional,0.211165048,0.04368932,0.475728155
E1,t,pout,1,345,455.0000001,proportional,0.296703297,0.169230769,0.292307692
E1,t,pout,2,324,450.9999998,proportional,0.305986696,0.166297118,0.246119734
E1,t,pout,3,335,429.9999997,proportional,0.286046512,0.188372093,0.304651163
E1,t,put,1,310,355.0000003,proportional,0.292957746,0.312676056,0.267605634
E1,t,put,2,302,385.0000002,proportional,0.262337662,0.309090909,0.212987013
E1,t,put,3,318,387.9999999,proportional,0.31185567,0.25257732,0.255154639
E1,d,ride,1,232,327.0000001,proportional,0.131498471,0.076452599,0.501529052
E1,d,ride,2,236,391.0000004,proportional,0.250639386,0.092071611,0.260869565
E1,d,ride,3,232,358.9999996,proportional,0.239554318,0.119777159,0.286908078
E1,d,rode,1,279,407.0000003,proportional,0.302211302,0.034398034,0.348894349
E1,d,rode,2,274,440.9999998,proportional,0.238095238,0.070294785,0.31292517
E1,d,rode,3,273,365.9999997,proportional,0.229508197,0.136612022,0.379781421
E1,d,sad,1,266,428.0000001,proportional,0.102803738,0.063084112,0.455607477
E1,d,sad,2,411,636.9999999,proportional,0.224489796,0.034536892,0.386185243
E1,d,sad,3,341,596.9999997,proportional,0.147403685,0.055276382,0.368509213
E1,d,said,1,239,388.9999999,proportional,0.141388175,0.064267352,0.40874036
E1,d,said,2,285,506.9999996,proportional,0.216962525,0.043392505,0.301775148
E1,t,shout,1,260,451,proportional,0.055432373,0.175166297,0.345898004
E1,t,shout,2,348,600.9999998,proportional,0.18469218,0.143094842,0.25124792
E1,t,shout,3,318,569.9999998,proportional,0.194736842,0.110526316,0.252631579
E1,t,silt,1,312,478.9999998,proportional,0.235908142,0.221294363,0.194154489
E1,t,silt,2,349,579.999999,proportional,0.306896552,0.112068966,0.182758621
E1,t,silt,3,270,530.0000003,proportional,0.133962264,0.160377358,0.21509434
E1,d,slide,1,255,472.0000003,proportional,0.139830508,0.031779661,0.368644068
E1,t,soot,1,204,414.0000002,proportional,0.048309179,0.231884058,0.212560386
E1,t,soot,2,304,554.9999987,proportional,0.212612613,0.176576577,0.158558559
E1,t,soot,3,314,504.0000008,proportional,0.242063492,0.188492063,0.192460317
E1,t,vet,1,311,426.0000002,proportional,0.279342723,0.248826291,0.201877934
E1,t,vet,2,342,451.9999995,proportional,0.258849558,0.261061947,0.236725664
E1,t,vet,3,389,451.0000001,proportional,0.374722838,0.239467849,0.248337029
E1,t,wait,1,262,330,proportional,0.312121212,0.218181818,0.263636364
E1,t,wait,2,269,359.9999996,proportional,0.280555556,0.241666667,0.225
E1,t,wait,3,270,348.9999998,proportional,0.257879656,0.23782235,0.277936963
E1,t,white,1,301,360.9999999,proportional,0.349030471,0.252077562,0.232686981
E1,t,white,2,349,426.9999999,proportional,0.447306792,0.208430913,0.161592506
E1,t,white,3,330,438.0000003,proportional,0.381278539,0.228310502,0.143835616
E10,d,bad,1,452,476,proportional,0.193277311,0.079831933,0.676470588
E10,d,bad,2,476,490.9999994,proportional,0.140529532,0.105906314,0.723014257
E10,d,bad,3,443,458.0000001,proportional,0.216157205,0.082969432,0.668122271
E10,d,bed,1,333,349.0000003,proportional,0.269340974,0.146131805,0.538681948
E10,d,bed,2,352,370.0000001,proportional,0.313513513,0.159459459,0.478378378
E10,d,bed,3,347,372.9999997,proportional,0.308310992,0.155495979,0.466487936
E10,d,bud,1,335,452.9999999,proportional,0.216335541,0.094922737,0.428256071
E10,d,bud,2,351,407.0000002,proportional,0.262899263,0.088452088,0.511056511
E10,d,bud,3,316,356.0000002,proportional,0.233146067,0.092696629,0.561797753
E10,d,cooed,1,409,540.0000003,proportional,0.144444444,0.074074074,0.538888889
E10,d,cooed,2,461,542.9999998,proportional,0.20441989,0.084714549,0.559852671
E10,d,cooed,3,444,569.9999996,proportional,0.203508772,0.066666667,0.50877193
E10,t,cut,1,396,491.9999999,proportional,0.298780488,0.239837398,0.266260163
E10,t,cut,2,466,553,proportional,0.298372514,0.256781193,0.287522604
E10,t,cut,3,458,571.0000001,proportional,0.336252189,0.199649737,0.26619965
E10,d,feed,1,381,425.9999996,proportional,0.248826291,0.079812207,0.5657277
E10,d,feed,2,409,496.0000001,proportional,0.260080645,0.08266129,0.481854839
E10,d,feed,3,362,406.9999997,proportional,0.245700246,0.078624079,0.565110565
E10,t,feet,1,370,425.0000001,proportional,0.294117647,0.294117647,0.282352941
E10,t,feet,2,391,456.9999998,proportional,0.315098468,0.262582057,0.277899344
E10,t,feet,3,327,379.0000003,proportional,0.229551451,0.279683377,0.353562005
E10,d,gild,1,516,645.9999999,proportional,0.176470588,0.117647059,0.504643963
E10,d,gild,2,516,644,proportional,0.197204969,0.066770186,0.537267081
E10,d,god,1,409,445.9999999,proportional,0.197309417,0.105381166,0.614349776
E10,d,god,2,424,453,proportional,0.19205298,0.075055188,0.668874172
E10,d,god,3,395,423.9999998,proportional,0.212264151,0.054245283,0.66509434
E10,d,good,1,341,467.9999998,proportional,0.247863248,0.096153846,0.384615385
E10,d,good,2,389,424.0000001,proportional,0.320754717,0.146226415,0.450471698
E10,d,good,3,365,399.0000002,proportional,0.308270677,0.175438596,0.431077694
E10,t,got,1,420,448.0000005,proportional,0.212053571,0.261160714,0.464285714
E10,t,got,2,428,456.0000001,proportional,0.192982456,0.243421053,0.502192982
E10,t,got,3,455,483.9999998,proportional,0.196280992,0.285123967,0.458677686
E10,d,killed,1,367,461.0000004,proportional,0.25813449,0.04989154,0.488069414
E10,d,killed,2,348,495.0000007,proportional,0.222222222,0.048484848,0.432323232
E10,d,killed,3,384,482.9999999,proportional,0.209109731,0.074534162,0.511387164
E10,d,lad,1,377,459.9999997,proportional,0.147826087,0.095652174,0.576086957
E10,d,lad,2,388,488.9999998,proportional,0.1799591,0.102249489,0.511247444
E10,d,lad,3,360,423.0000004,proportional,0.212765957,0.127659574,0.510638297
E10,t,late,1,472,534.0000007,proportional,0.333333333,0.22659176,0.323970037
E10,t,late,2,407,508.9999998,proportional,0.269155206,0.237721022,0.292730845
E10,t,late,3,394,453.9999998,proportional,0.290748899,0.27092511,0.306167401
E10,t,neat,1,343,440.0000003,proportional,0.195454545,0.284090909,0.3
E10,t,neat,2,355,465.0000001,proportional,0.191397849,0.270967742,0.301075269
E10,t,neat,3,330,459.9999996,proportional,0.180434783,0.258695652,0.27826087
E10,d,need,1,352,493.0000001,proportional,0.180527383,0.07505071,0.45841785
E10,d,need,2,374,508.0000003,proportional,0.187007874,0.086614173,0.462598425
E10,d,need,3,342,444.0000002,proportional,0.234234234,0.065315315,0.470720721
E10,t,night,1,394,493,proportional,0.170385396,0.215010142,0.413793103
E10,t,night,2,477,571.0000003,proportional,0.255691769,0.213660245,0.366024518
E10,t,night,3,491,607.9999996,proportional,0.21875,0.222039474,0.366776316
E10,t,not,1,428,521,proportional,0.178502879,0.268714012,0.37428023
E10,t,not,2,409,545.0000004,proportional,0.157798165,0.196330275,0.396330275
E10,t,not,3,414,515.0000001,proportional,0.147572816,0.238834951,0.417475728
E10,t,pat,1,431,490.0000004,proportional,0.236734694,0.253061224,0.389795918
E10,t,pat,2,496,567.0000003,proportional,0.185185185,0.28042328,0.409171076
E10,t,pat,3,427,590.9999993,proportional,0.186125212,0.331641286,0.204737733
E10,t,pet,1,469,540.9999999,proportional,0.347504621,0.297597043,0.22181146
E10,t,pet,2,490,539.0000001,proportional,0.293135436,0.365491651,0.250463822
E10,t,pet,3,446,618.9999999,proportional,0.31825525,0.260096931,0.142164782
E10,t,pot,1,461,533.0000001,proportional,0.249530957,0.290806754,0.324577861
E10,t,pot,2,422,543.0000002,proportional,0.20626151,0.274401473,0.296500921
E10,t,pot,3,453,581.0000002,proportional,0.30292599,0.209982788,0.266781411
E10,t,pout,1,511,619.9999995,proportional,0.306451613,0.182258065,0.335483871
E10,t,pout,2,447,558.9999995,proportional,0.24686941,0.26118068,0.291592129
E10,t,pout,3,404,472.9999998,proportional,0.249471459,0.202959831,0.401691332
E10,t,put,1,433,492.0000005,proportional,0.270325203,0.351626016,0.258130081
E10,t,put,2,379,460.0000003,proportional,0.260869565,0.310869565,0.252173913
E10,t,put,3,376,449,proportional,0.258351893,0.376391982,0.202672606
E10,d,ride,1,401,563.9999998,proportional,0.097517731,0.092198582,0.521276596
E10,d,ride,2,444,550.0000002,proportional,0.218181818,0.078181818,0.510909091
E10,d,ride,3,406,525.0000002,proportional,0.253333333,0.106666667,0.413333333
E10,d,rod,1,438,562.0000004,proportional,0.177935943,0.067615658,0.533807829
E10,d,rod,2,434,620,proportional,0.232258065,0.101612903,0.366129032
E10,d,rod,3,355,500,proportional,0.204,0.084,0.422
E10,d,rode,1,490,622.9999999,proportional,0.319422151,0.041733547,0.425361156
E10,d,rode,2,465,683.0000002,proportional,0.292825769,0.061493411,0.326500732
E10,d,rode,3,404,599,proportional,0.267111853,0.068447412,0.338898164
E10,d,sad,1,439,638.9999996,proportional,0.161189358,0.0657277,0.460093897
E10,d,sad,2,440,615.0000004,proportional,0.112195122,0.07804878,0.525203252
E10,d,sad,3,442,609.0000001,proportional,0.174055829,0.055829228,0.49589491
E10,d,said,1,293,497.0000003,proportional,0.116700201,0.102615694,0.370221328
E10,d,said,2,365,550.0000005,proportional,0.196363636,0.107272727,0.36
E10,d,said,3,295,475.9999994,proportional,0.172268908,0.12394958,0.323529412
E10,t,shot,1,424,603.9999991,proportional,0.150662252,0.268211921,0.283112583
E10,t,shot,2,414,658.0000003,proportional,0.159574468,0.188449848,0.281155015
E10,t,shot,3,382,628.9999995,proportional,0.120826709,0.184419714,0.302066773
E10,t,shout,1,511,748.0000002,proportional,0.181818182,0.172459893,0.328877005
E10,t,shout,2,488,682.9999996,proportional,0.207906296,0.142020498,0.364568082
E10,t,shout,3,413,594.0000002,proportional,0.191919192,0.173400673,0.32996633
E10,t,silt,1,413,705.000001,proportional,0.173049645,0.228368794,0.184397163
E10,t,silt,2,403,647.0000008,proportional,0.180834621,0.233384853,0.208655332
E10,t,silt,3,377,616,proportional,0.163961039,0.199675325,0.248376623
E10,t,sit,1,367,618.0000007,proportional,0.184466019,0.21197411,0.197411003
E10,t,sit,2,358,568.0000001,proportional,0.195422535,0.24471831,0.190140845
E10,t,sit,3,281,528.0000007,proportional,0.136363636,0.25,0.145833333
E10,d,slide,1,394,631.9999995,proportional,0.110759494,0.07278481,0.439873418
E10,d,slide,2,402,633,proportional,0.183254344,0.050552923,0.401263823
E10,d,slide,3,363,619.0000004,proportional,0.151857835,0.051696284,0.382875606
E10,t,soot,1,353,620.9999991,proportional,0.172302738,0.206119163,0.190016103
E10,t,soot,2,370,571.9999999,proportional,0.173076923,0.202797203,0.270979021
E10,t,soot,3,340,545,proportional,0.159633028,0.223853211,0.240366972
E10,t,vet,1,366,473.0000001,proportional,0.205073996,0.213530655,0.355179704
E10,t,vet,2,419,538.9999998,proportional,0.192949907,0.213358071,0.371057514
E10,t,vet,3,384,530.9999999,proportional,0.173258004,0.276836158,0.27306968
E10,t,wait,1,374,491.0000002,proportional,0.16293279,0.340122199,0.258655804
E10,t,wait,2,370,489.9999999,proportional,0.179591837,0.381632653,0.193877551
E10,t,wait,3,379,545.9999993,proportional,0.153846154,0.307692308,0.232600733
E10,t,white,1,395,458.0000004,proportional,0.240174672,0.344978166,0.277292576
E10,t,white,2,311,507.0000007,proportional,0.177514793,0.246548323,0.189349112
E10,t,white,3,349,509.0000002,proportional,0.225933202,0.280943025,0.178781925
E11,d,bad,1,515,538.0000004,proportional,0.213754647,0.165427509,0.578066914
E11,d,bad,2,573,585.9999998,proportional,0.23890785,0.151877133,0.587030717
E11,d,bad,3,601,612.9999997,proportional,0.301794454,0.132137031,0.546492659
E11,d,bed,1,478,498.0000002,proportional,0.355421687,0.192771084,0.411646586
E11,d,bed,2,458,472,proportional,0.302966102,0.216101695,0.451271186
E11,d,bed,3,426,437.0000001,proportional,0.258581236,0.247139588,0.469107551
E11,d,bud,1,494,533.0000002,proportional,0.34521576,0.204502814,0.377110694
E11,d,bud,2,488,516.0000001,proportional,0.203488372,0.279069767,0.463178295
E11,d,bud,3,468,508.0000003,proportional,0.208661417,0.218503937,0.494094488
E11,t,but,1,556,590.9999999,proportional,0.417935702,0.291032149,0.231810491
E11,t,but,2,542,554.0000001,proportional,0.371841155,0.312274368,0.294223827
E11,t,but,3,488,522.9999999,proportional,0.363288719,0.239005736,0.330783939
E11,d,cooed,1,455,561.9999999,proportional,0.265124555,0.113879004,0.430604982
E11,d,cooed,2,489,636.9999996,proportional,0.241758242,0.133437991,0.392464678
E11,d,cooed,3,481,606.0000007,proportional,0.234323432,0.122112211,0.437293729
E11,t,cut,1,428,540.9999997,proportional,0.330868762,0.243992606,0.216266174
E11,t,cut,2,473,589.9999995,proportional,0.316949153,0.218644068,0.266101695
E11,t,cut,3,421,536.0000001,proportional,0.292910448,0.25,0.242537313
E11,d,feed,1,501,731.0000001,proportional,0.140902873,0.105335157,0.439124487
E11,d,feed,2,588,761.0000007,proportional,0.23653088,0.130091984,0.406044678
E11,d,feed,3,579,782.0000002,proportional,0.204603581,0.139386189,0.396419437
E11,t,feet,1,460,682.9999999,proportional,0.289897511,0.222547584,0.161054173
E11,t,feet,2,496,681.9999993,proportional,0.299120235,0.247800587,0.180351906
E11,t,feet,3,558,708.0000002,proportional,0.38559322,0.165254237,0.237288136
E11,d,find,1,589,734.0000001,proportional,0.167574932,0.023160763,0.611716621
E11,d,find,2,643,894.0000007,proportional,0.187919463,0.010067114,0.521252796
E11,d,fond,1,569,732.0000003,proportional,0.200819672,0.020491803,0.556010929
E11,d,gild,1,533,570.9999997,proportional,0.339754816,0.11033275,0.483362522
E11,d,gild,2,519,542.0000004,proportional,0.280442804,0.103321033,0.573800738
E11,d,gild,3,490,519.9999996,proportional,0.236538462,0.109615385,0.596153847
E11,d,god,1,469,505.0000002,proportional,0.144554455,0.18019802,0.603960396
E11,d,god,2,543,578.0000005,proportional,0.193771626,0.166089965,0.579584775
E11,d,god,3,589,617.9999998,proportional,0.21197411,0.147249191,0.593851133
E11,d,good,1,383,416,proportional,0.223557692,0.213942308,0.483173077
E11,d,good,2,496,528.9999997,proportional,0.293005671,0.219281664,0.425330813
E11,d,good,3,405,459.9999998,proportional,0.191304348,0.191304348,0.497826087
E11,t,got,1,452,485.9999996,proportional,0.255144033,0.300411523,0.374485597
E11,t,got,2,582,617.9999999,proportional,0.385113269,0.216828479,0.339805825
E11,t,got,3,492,516.0000001,proportional,0.26744186,0.242248062,0.44379845
E11,d,killed,1,437,577.9999995,proportional,0.306228374,0.079584775,0.370242215
E11,d,killed,2,449,575.9999999,proportional,0.225694444,0.076388889,0.477430556
E11,d,killed,3,516,683.9999999,proportional,0.242690059,0.070175439,0.441520468
E11,d,lad,1,474,576.9999993,proportional,0.216637782,0.135181976,0.469670711
E11,d,lad,2,546,662.9999998,proportional,0.285067873,0.126696833,0.411764706
E11,d,lad,3,465,559,proportional,0.212880143,0.157423971,0.461538462
E11,t,late,1,436,549.9999998,proportional,0.334545455,0.152727273,0.305454546
E11,t,late,2,479,687.9999992,proportional,0.319767442,0.143895349,0.23255814
E11,t,late,3,504,695.0000001,proportional,0.348201439,0.166906475,0.210071942
E11,t,neat,1,469,672.0000006,proportional,0.294642857,0.200892857,0.202380952
E11,t,neat,2,487,603.9999998,proportional,0.302980133,0.235099338,0.268211921
E11,t,neat,3,479,631.0000007,proportional,0.299524564,0.213946117,0.245641838
E11,d,need,1,545,655.9999999,proportional,0.257621951,0.118902439,0.454268293
E11,d,need,2,504,617.9999997,proportional,0.19579288,0.161812298,0.457928803
E11,d,need,3,522,649.0000006,proportional,0.221879815,0.13559322,0.446841294
E11,t,night,1,640,811.0000005,proportional,0.32675709,0.152897657,0.309494451
E11,t,night,2,582,703.9999995,proportional,0.306818182,0.21875,0.301136364
E11,t,night,3,521,647.9999997,proportional,0.285493827,0.200617284,0.317901235
E11,t,not,1,631,773.0000003,proportional,0.318240621,0.15912031,0.338939198
E11,t,not,2,636,743.9999997,proportional,0.315860215,0.177419355,0.36155914
E11,t,not,3,607,735.9999999,proportional,0.28125,0.13451087,0.408967391
E11,t,pat,1,527,686.0000003,proportional,0.281341108,0.166180758,0.320699708
E11,t,pat,2,581,707.9999999,proportional,0.293785311,0.153954802,0.372881356
E11,t,pat,3,566,716.9999999,proportional,0.287308229,0.223152022,0.278940028
E11,t,pet,1,467,606.0000006,proportional,0.330033003,0.234323432,0.206270627
E11,t,pet,2,581,714.0000002,proportional,0.350140056,0.273109244,0.19047619
E11,t,pet,3,526,627.0000004,proportional,0.357256778,0.279106858,0.202551834
E11,d,pond,1,489,632.0000002,proportional,0.091772152,0.066455696,0.615506329
E11,d,pond,2,571,703.9999995,proportional,0.157670455,0.109375,0.544034091
E11,t,pot,1,490,600.9999995,proportional,0.276206323,0.188019967,0.351081531
E11,t,pot,2,596,697.0000007,proportional,0.321377331,0.176470588,0.357245337
E11,t,pot,3,551,679.9999997,proportional,0.292647059,0.173529412,0.344117647
E11,d,pound,1,573,741.0000002,proportional,0.165991903,0.031039136,0.576248313
E11,d,pound,2,568,709.0000007,proportional,0.126939351,0.031029619,0.643159379
E11,t,pout,1,605,753.9999999,proportional,0.368700265,0.156498674,0.277188329
E11,t,pout,2,590,714.9999993,proportional,0.356643357,0.212587413,0.255944056
E11,t,pout,3,560,691.9999999,proportional,0.320809249,0.215317919,0.273121387
E11,t,put,1,554,699.0000001,proportional,0.419170243,0.151645207,0.22174535
E11,t,put,2,590,685.0000005,proportional,0.397080292,0.22189781,0.242335766
E11,t,put,3,529,635.0000001,proportional,0.42992126,0.157480315,0.245669291
E11,d,ride,1,694,868.9999994,proportional,0.176064442,0.084004603,0.538550058
E11,d,ride,2,700,851.0000001,proportional,0.148061105,0.072855464,0.601645123
E11,d,ride,3,711,913.0000001,proportional,0.128148959,0.069003286,0.581599124
E11,d,rod,1,599,679,proportional,0.195876289,0.12371134,0.562592047
E11,d,rod,2,569,783.0000005,proportional,0.135376756,0.098339719,0.492975734
E11,d,rod,3,617,764.9999997,proportional,0.162091503,0.126797386,0.517647059
E11,d,rode,1,382,551.9999996,proportional,0.201086957,0.106884058,0.384057971
E11,d,rode,2,375,629.9999992,proportional,0.2,0.128571429,0.266666667
E11,d,rode,3,373,628.9999994,proportional,0.187599364,0.128775835,0.276629571
E11,d,sad,1,554,824.0000001,proportional,0.182038835,0.10315534,0.387135922
E11,d,sad,2,571,843.0000003,proportional,0.189798339,0.09371293,0.393831554
E11,d,sad,3,502,793.0000001,proportional,0.097099622,0.110970996,0.424968474
E11,d,said,1,436,737.9999998,proportional,0.191056911,0.14498645,0.254742547
E11,d,said,2,458,756.9999988,proportional,0.194187583,0.188903567,0.221928666
E11,d,said,3,465,765.0000016,proportional,0.184313725,0.181699346,0.241830065
E11,t,shot,1,514,739.9999996,proportional,0.285135135,0.167567568,0.241891892
E11,t,shot,2,559,807.999999,proportional,0.251237624,0.132425743,0.308168317
E11,t,shot,3,510,799.0000004,proportional,0.186483104,0.197747184,0.254067584
E11,t,shout,1,478,745.9999991,proportional,0.237265416,0.205093834,0.198391421
E11,t,shout,2,502,750.0000004,proportional,0.224,0.184,0.261333333
E11,t,shout,3,502,747.9999996,proportional,0.225935829,0.196524064,0.248663102
E11,t,silt,1,428,681.9999994,proportional,0.285923754,0.102639296,0.239002933
E11,t,silt,2,449,684.0000006,proportional,0.25,0.125730994,0.280701754
E11,t,silt,3,413,664.9999995,proportional,0.240601504,0.132330827,0.248120301
E11,t,sit,1,405,659.9999996,proportional,0.284848485,0.174242424,0.154545455
E11,t,sit,2,428,742,proportional,0.215633423,0.194070081,0.167115903
E11,t,sit,3,447,707.9999991,proportional,0.220338983,0.237288136,0.173728814
E11,d,slide,1,510,809.9999995,proportional,0.116049383,0.07037037,0.443209877
E11,d,slide,2,534,796.0000004,proportional,0.145728643,0.082914573,0.442211055
E11,d,slide,3,480,808.9999996,proportional,0.096415328,0.070457355,0.426452411
E11,t,soot,1,428,705.0000007,proportional,0.269503546,0.168794326,0.168794326
E11,t,soot,2,439,719.0000005,proportional,0.23783032,0.189151599,0.183588317
E11,t,soot,3,456,781.0000005,proportional,0.253521127,0.165172855,0.165172855
E11,t,vet,1,527,684.0000002,proportional,0.383040936,0.15497076,0.23245614
E11,t,vet,2,493,682.9999998,proportional,0.308931186,0.153733529,0.259150805
E11,t,vet,3,528,685.0000006,proportional,0.335766423,0.227737226,0.20729927
E11,t,wait,1,537,708.9999995,proportional,0.351198872,0.142454161,0.263751763
E11,t,wait,2,526,747.9999991,proportional,0.303475936,0.13368984,0.266042781
E11,t,wait,3,515,739.9999999,proportional,0.277027027,0.239189189,0.17972973
E11,t,white,1,458,670.9999993,proportional,0.27123696,0.223546945,0.187779434
E11,t,white,2,467,706.0000009,proportional,0.288951841,0.121813031,0.250708215
E11,t,white,3,512,739.0000002,proportional,0.294993234,0.208389716,0.189445196
E12,d,bad,1,388,410.9999998,proportional,0.250608273,0.075425791,0.618004867
E12,d,bad,2,408,417.0000001,proportional,0.26618705,0.09352518,0.618705036
E12,d,bad,3,325,339,proportional,0.150442478,0.1179941,0.690265487
E12,d,bed,1,296,318,proportional,0.257861635,0.141509434,0.531446541
E12,d,bed,2,301,311.0000001,proportional,0.209003215,0.1414791,0.617363344
E12,d,bed,3,284,293.9999999,proportional,0.18707483,0.197278912,0.581632653
E12,d,bud,1,350,383.0000005,proportional,0.248041775,0.143603133,0.522193211
E12,d,bud,2,334,354.9999998,proportional,0.233802817,0.185915493,0.521126761
E12,d,bud,3,389,404.0000001,proportional,0.353960396,0.136138614,0.472772277
E12,t,but,1,219,235.0000002,proportional,0.136170213,0.127659574,0.668085106
E12,t,but,2,193,232.9999998,proportional,0.154506438,0.120171674,0.553648069
E12,d,cooed,1,364,430.9999999,proportional,0.218097448,0.106728538,0.519721578
E12,d,cooed,2,379,455.9999999,proportional,0.269736842,0.114035088,0.447368421
E12,d,cooed,3,318,400,proportional,0.1975,0.1,0.4975
E12,d,feed,1,322,461.9999993,proportional,0.166666667,0.086580087,0.443722944
E12,d,feed,2,388,471.0000001,proportional,0.239915074,0.106157113,0.477707006
E12,d,feed,3,329,474.0000007,proportional,0.175105485,0.08649789,0.432489451
E12,t,feet,1,344,426,proportional,0.333333333,0.147887324,0.32629108
E12,t,feet,2,357,398.9999996,proportional,0.373433584,0.152882206,0.368421053
E12,t,feet,3,268,331.0000003,proportional,0.277945619,0.166163142,0.365558912
E12,d,find,1,450,507.0000003,proportional,0.175542406,0.063116371,0.648915187
E12,d,find,2,458,522.9999995,proportional,0.162523901,0.07456979,0.638623328
E12,d,find,3,406,474.0000002,proportional,0.128691983,0.023206751,0.70464135
E12,d,fond,1,378,484.0000003,proportional,0.103305785,0.033057851,0.644628099
E12,d,fond,2,385,476.9999998,proportional,0.102725367,0.033542977,0.670859539
E12,d,fond,3,402,441.9999997,proportional,0.183257919,0.049773756,0.676470589
E12,d,gild,1,397,435.0000001,proportional,0.232183908,0.114942529,0.565517241
E12,d,gild,2,384,440.9999997,proportional,0.231292517,0.188208617,0.451247166
E12,d,gild,3,361,396.9999997,proportional,0.251889169,0.146095718,0.511335013
E12,d,god,1,365,389,proportional,0.200514139,0.095115681,0.642673522
E12,d,god,2,392,426.0000002,proportional,0.215962441,0.096244131,0.60798122
E12,d,god,3,383,411.9999998,proportional,0.242718447,0.116504854,0.57038835
E12,d,good,1,309,339.9999998,proportional,0.211764706,0.129411765,0.567647059
E12,d,good,2,289,317.9999998,proportional,0.20754717,0.135220126,0.566037736
E12,d,good,3,299,326.9999999,proportional,0.186544343,0.149847095,0.577981652
E12,d,killed,1,317,361.0000002,proportional,0.168975069,0.074792244,0.63434903
E12,d,killed,2,337,393.0000001,proportional,0.145038168,0.165394402,0.547073791
E12,d,killed,3,353,408.0000002,proportional,0.164215686,0.139705882,0.56127451
E12,d,lad,1,287,386,proportional,0.176165803,0.085492228,0.481865285
E12,d,lad,2,266,380.9999998,proportional,0.170603675,0.086614173,0.440944882
E12,d,lad,3,274,433.0000002,proportional,0.200923787,0.071593533,0.360277136
E12,t,late,1,275,374.9999997,proportional,0.066666667,0.264,0.402666667
E12,t,neat,1,385,507.9999998,proportional,0.318897638,0.181102362,0.257874016
E12,t,neat,2,381,531.0000002,proportional,0.244821092,0.186440678,0.286252354
E12,t,neat,3,416,482.0000002,proportional,0.284232365,0.18879668,0.390041494
E12,d,need,1,340,442.0000001,proportional,0.2239819,0.061085973,0.484162896
E12,d,need,2,345,447.0000003,proportional,0.178970917,0.100671141,0.492170022
E12,d,need,3,358,454.0000003,proportional,0.191629956,0.116740088,0.480176211
E12,t,not,1,356,458.0000002,proportional,0.104803493,0.290393013,0.38209607
E12,t,not,2,373,490.9999996,proportional,0.217922607,0.205702648,0.33604888
E12,t,pat,1,351,403.9999996,proportional,0.198019802,0.304455446,0.366336634
E12,t,pat,2,340,425,proportional,0.171764706,0.298823529,0.329411765
E12,t,pet,1,522,561.0000003,proportional,0.424242424,0.251336898,0.254901961
E12,t,pet,2,650,697.9999998,proportional,0.275071633,0.243553009,0.41260745
E12,d,pond,1,358,403.9999999,proportional,0.128712871,0.054455446,0.702970297
E12,d,pond,2,399,461.9999998,proportional,0.164502165,0.051948052,0.647186147
E12,d,pond,3,384,442.0000003,proportional,0.176470588,0.036199095,0.656108597
E12,d,pound,1,397,448.0000001,proportional,0.140625,0.015625,0.729910714
E12,d,pound,2,384,427.0000004,proportional,0.1264637,0.021077283,0.75175644
E12,t,put,1,327,381.9999997,proportional,0.102094241,0.376963351,0.376963351
E12,t,put,2,173,234.0000001,proportional,0.085470085,0.205128205,0.448717949
E12,d,ride,1,330,434.0000003,proportional,0.239631336,0.085253456,0.435483871
E12,d,ride,2,296,446,proportional,0.161434978,0.069506726,0.432735426
