Speaker,Sound,Word,set,burst,closure,vowel,phon_ctxt_stress,phon_pre_nasal,phon_post_nasal,syllable,Item.Word
E12,/d/,killed,2,0.057,0.065,0.215,yes,yes,no,1,killed
E12,/d/,killed,3,0.067,0.057,0.229,yes,yes,no,1,killed
E12,/d/,lad,1,0.068,0.033,0.186,yes,no,yes,1,lad
E12,/d/,lad,2,0.065,0.033,0.168,yes,no,yes,1,lad
E12,/d/,lad,3,0.087,0.031,0.156,yes,no,yes,1,lad
E12,/t/,late,1,0.025,0.099,0.151,yes,no,yes,1,late
E12,/t/,neat,1,0.162,0.092,0.131,yes,no,yes,1,neat
E12,/t/,neat,2,0.13,0.099,0.152,yes,no,yes,1,neat
E12,/t/,neat,3,0.137,0.091,0.188,yes,no,yes,1,neat
E12,/d/,need,1,0.099,0.027,0.214,yes,no,yes,1,need
E12,/d/,need,2,0.08,0.045,0.22,yes,no,yes,1,need
E12,/d/,need,3,0.087,0.053,0.218,yes,no,yes,1,need
E12,/t/,not,1,0.048,0.133,0.175,yes,no,yes,1,not
E12,/t/,not,2,0.107,0.101,0.165,yes,no,yes,1,not
E12,/t/,pat,1,0.08,0.123,0.148,yes,no,no,1,pat
E12,/t/,pat,2,0.073,0.127,0.14,yes,no,no,1,pat
E12,/t/,pet,1,0.238,0.141,0.143,yes,no,no,1,pet
E12,/t/,pet,2,0.192,0.17,0.288,yes,no,no,1,pet
E12,/d/,pond,1,0.052,0.022,0.284,yes,yes,no,1,pond
E12,/d/,pond,2,0.076,0.024,0.299,yes,yes,no,1,pond
E12,/d/,pond,3,0.078,0.016,0.29,yes,yes,no,1,pond
E12,/d/,pound,1,0.063,0.007,0.327,yes,yes,no,1,pound
E12,/d/,pound,2,0.054,0.009,0.321,yes,yes,no,1,pound
E12,/t/,put,1,0.039,0.144,0.144,yes,no,no,1,put
E12,/t/,put,2,0.02,0.048,0.105,yes,no,no,1,put
E12,/d/,ride,1,0.104,0.037,0.189,yes,no,yes,1,ride
E12,/d/,ride,2,0.072,0.031,0.193,yes,no,yes,1,ride
E12,/d/,ride,3,0.077,0.053,0.128,yes,no,yes,1,ride
E12,/d/,rod,1,0.086,0.04,0.177,yes,no,yes,1,rod
E12,/d/,rod,2,0.084,0.049,0.139,yes,no,yes,1,rod
E12,/d/,rod,3,0.055,0.045,0.154,yes,no,yes,1,rod
E12,/d/,rode,1,0.125,0.037,0.189,yes,no,yes,1,rode
E12,/d/,rode,2,0.085,0.039,0.155,yes,no,yes,1,rode
E12,/d/,rode,3,0.075,0.043,0.12,yes,no,yes,1,rode
E12,/d/,sad,1,0.085,0.04,0.239,yes,no,no,1,sad
E12,/d/,sad,2,0.092,0.038,0.242,yes,no,no,1,sad
E12,/d/,sad,3,0.081,0.05,0.239,yes,no,no,1,sad
E12,/d/,said,1,0.081,0.039,0.187,yes,no,no,1,said
E12,/d/,said,2,0.114,0.044,0.182,yes,no,no,1,said
E12,/d/,said,3,0.089,0.052,0.168,yes,no,no,1,said
E12,/d/,slide,1,0.053,0.039,0.217,yes,no,no,1,slide
E12,/d/,slide,2,0.136,0.043,0.148,yes,no,no,1,slide
E12,/d/,slide,3,0.058,0.043,0.104,yes,no,no,1,slide
E13,/d/,bad,1,0.058,0.085,0.403,yes,no,no,1,bad
E13,/d/,bad,2,0.1,0.072,0.386,yes,no,no,1,bad
E13,/d/,bad,3,0.033,0.241,0.163,yes,no,no,1,bad
E13,/d/,bed,1,0.129,0.065,0.226,yes,no,no,1,bed
E13,/d/,bed,2,0.095,0.073,0.227,yes,no,no,1,bed
E13,/d/,bed,3,0.077,0.052,0.267,yes,no,no,1,bed
E13,/d/,bud,1,0.106,0.083,0.255,yes,no,no,1,bud
E13,/d/,bud,2,0.103,0.094,0.251,yes,no,no,1,bud
E13,/d/,bud,3,0.12,0.088,0.262,yes,no,no,1,bud
E13,/t/,but,1,0.125,0.142,0.165,yes,no,no,1,but
E13,/t/,but,2,0.103,0.121,0.165,yes,no,no,1,but
E13,/t/,but,3,0.073,0.159,0.18,yes,no,no,1,but
E13,/d/,cooed,1,0.096,0.067,0.286,yes,no,no,1,cooed
E13,/d/,cooed,2,0.1,0.063,0.315,yes,no,no,1,cooed
E13,/d/,cooed,3,0.107,0.021,0.313,yes,no,no,1,cooed
E13,/t/,cut,1,0.107,0.15,0.133,yes,no,no,1,cut
E13,/t/,cut,2,0.098,0.168,0.153,yes,no,no,1,cut
E13,/t/,cut,3,0.103,0.157,0.137,yes,no,no,1,cut
E13,/d/,feed,1,0.152,0.062,0.321,yes,no,no,1,feed
E13,/d/,feed,2,0.144,0.062,0.343,yes,no,no,1,feed
E13,/d/,feed,3,0.114,0.082,0.277,yes,no,no,1,feed
E13,/t/,feet,1,0.121,0.153,0.133,yes,no,no,1,feet
E13,/t/,feet,2,0.119,0.13,0.172,yes,no,no,1,feet
E13,/t/,feet,3,0.083,0.108,0.158,yes,no,no,1,feet
E13,/d/,fond,1,0.1,0.009,0.474,yes,yes,no,1,fond
E13,/d/,fond,2,0.098,0.007,0.474,yes,yes,no,1,fond
E13,/d/,gild,1,0.124,0.111,0.32,yes,yes,no,1,gild
E13,/d/,gild,2,0.107,0.064,0.414,yes,yes,no,1,gild
E13,/d/,gild,3,0.141,0.125,0.328,yes,yes,no,1,gild
E13,/d/,god,1,0.133,0.049,0.33,yes,no,no,1,god
E13,/d/,god,2,0.099,0.065,0.276,yes,no,no,1,god
E13,/d/,good,1,0.102,0.098,0.18,yes,no,no,1,good
E13,/d/,good,2,0.106,0.104,0.187,yes,no,no,1,good
E13,/d/,good,3,0.127,0.123,0.193,yes,no,no,1,good
E13,/t/,got,1,0.145,0.131,0.247,yes,no,no,1,got
E13,/t/,got,2,0.109,0.123,0.238,yes,no,no,1,got
E13,/t/,got,3,0.117,0.15,0.206,yes,no,no,1,got
E13,/d/,killed,1,0.088,0.103,0.286,yes,yes,no,1,killed
E13,/d/,killed,2,0.081,0.027,0.396,yes,yes,no,1,killed
E13,/d/,killed,3,0.049,0.084,0.338,yes,yes,no,1,killed
E13,/d/,lad,1,0.11,0.067,0.283,yes,no,yes,1,lad
E13,/d/,lad,2,0.093,0.065,0.239,yes,no,yes,1,lad
E13,/d/,lad,3,0.07,0.065,0.307,yes,no,yes,1,lad
E13,/t/,late,1,0.114,0.119,0.211,yes,no,yes,1,late
E13,/t/,late,2,0.119,0.122,0.156,yes,no,yes,1,late
E13,/t/,late,3,0.113,0.143,0.159,yes,no,yes,1,late
E13,/t/,neat,1,0.085,0.113,0.189,yes,no,yes,1,neat
E13,/t/,neat,2,0.053,0.12,0.173,yes,no,yes,1,neat
E13,/t/,neat,3,0.08,0.178,0.115,yes,no,yes,1,neat
E13,/d/,need,1,0.1,0.062,0.306,yes,no,yes,1,need
E13,/d/,need,2,0.058,0.068,0.31,yes,no,yes,1,need
E13,/d/,need,3,0.033,0.082,0.276,yes,no,yes,1,need
E13,/t/,night,1,0.073,0.161,0.173,yes,no,yes,1,night
E13,/t/,night,2,0.058,0.192,0.141,yes,no,yes,1,night
E13,/t/,night,3,0.087,0.161,0.157,yes,no,yes,1,night
E13,/t/,not,1,0.139,0.169,0.191,yes,no,yes,1,not
E13,/t/,not,2,0.059,0.157,0.196,yes,no,yes,1,not
E13,/t/,not,3,0.076,0.215,0.175,yes,no,yes,1,not
E13,/t/,pat,1,0.098,0.21,0.119,yes,no,no,1,pat
E13,/t/,pat,2,0.108,0.183,0.183,yes,no,no,1,pat
E13,/t/,pat,3,0.079,0.203,0.181,yes,no,no,1,pat
E13,/t/,pet,1,0.087,0.179,0.101,yes,no,no,1,pet
E13,/t/,pet,2,0.068,0.222,0.11,yes,no,no,1,pet
E13,/t/,pet,3,0.073,0.217,0.078,yes,no,no,1,pet
E13,/d/,pond,1,0.088,0.16,0.273,yes,yes,no,1,pond
E13,/d/,pond,2,0.085,0.097,0.31,yes,yes,no,1,pond
E13,/d/,pond,3,0.066,0.044,0.405,yes,yes,no,1,pond
E13,/t/,pot,1,0.074,0.201,0.116,yes,no,no,1,pot
E13,/t/,pot,2,0.067,0.266,0.11,yes,no,no,1,pot
E13,/t/,pot,3,0.096,0.221,0.183,yes,no,no,1,pot
E13,/d/,pound,1,0.112,0.13,0.305,yes,yes,no,1,pound
E13,/d/,pound,2,0.075,0.033,0.46,yes,yes,no,1,pound
E13,/d/,pound,3,0.077,0.075,0.361,yes,yes,no,1,pound
E13,/t/,pout,1,0.12,0.188,0.125,yes,no,no,1,pout
E13,/t/,pout,2,0.093,0.214,0.135,yes,no,no,1,pout
E13,/t/,pout,3,0.117,0.223,0.127,yes,no,no,1,pout
E13,/t/,put,1,0.095,0.181,0.077,yes,no,no,1,put
E13,/t/,put,2,0.092,0.183,0.101,yes,no,no,1,put
E13,/d/,ride,1,0.117,0.098,0.343,yes,no,yes,1,ride
E13,/d/,ride,2,0.065,0.068,0.182,yes,no,yes,1,ride
E13,/d/,ride,3,0.055,0.067,0.271,yes,no,yes,1,ride
E13,/d/,rod,1,0.091,0.094,0.266,yes,no,yes,1,rod
E13,/d/,rod,2,0.107,0.091,0.241,yes,no,yes,1,rod
E13,/d/,rod,3,0.06,0.083,0.236,yes,no,yes,1,rod
E13,/d/,rode,1,0.092,0.072,0.229,yes,no,yes,1,rode
E13,/d/,rode,2,0.093,0.098,0.207,yes,no,yes,1,rode
E13,/d/,rode,3,0.107,0.126,0.194,yes,no,yes,1,rode
E13,/d/,sad,1,0.067,0.067,0.35,yes,no,no,1,sad
E13,/d/,sad,2,0.057,0.07,0.349,yes,no,no,1,sad
E13,/d/,sad,3,0.051,0.079,0.35,yes,no,no,1,sad
E13,/d/,said,1,0.081,0.094,0.184,yes,no,no,1,said
E13,/d/,said,2,0.078,0.087,0.186,yes,no,no,1,said
E13,/d/,said,3,0.099,0.078,0.193,yes,no,no,1,said
E13,/t/,shot,1,0.109,0.178,0.187,yes,no,no,1,shot
E13,/t/,shot,2,0.125,0.132,0.252,yes,no,no,1,shot
E13,/t/,shot,3,0.094,0.245,0.176,yes,no,no,1,shot
E13,/t/,shout,1,0.047,0.204,0.192,yes,no,no,1,shout
E13,/t/,shout,2,0.049,0.217,0.23,yes,no,no,1,shout
E13,/t/,shout,3,0.05,0.174,0.225,yes,no,no,1,shout
E13,/t/,silt,1,0.068,0.132,0.172,yes,yes,no,1,silt
E13,/t/,silt,2,0.067,0.141,0.142,yes,yes,no,1,silt
E13,/t/,silt,3,0.07,0.152,0.171,yes,yes,no,1,silt
E13,/t/,sit,1,0.084,0.201,0.1,yes,no,no,1,sit
E13,/t/,sit,2,0.06,0.206,0.094,yes,no,no,1,sit
E13,/t/,sit,3,0.07,0.214,0.086,yes,no,no,1,sit
E13,/d/,slide,1,0.062,0.07,0.349,yes,no,no,1,slide
E13,/d/,slide,2,0.08,0.066,0.341,yes,no,no,1,slide
E13,/d/,slide,3,0.069,0.072,0.276,yes,no,no,1,slide
E13,/t/,soot,1,0.107,0.146,0.116,yes,no,no,1,soot
E13,/t/,soot,2,0.097,0.151,0.129,yes,no,no,1,soot
E13,/t/,soot,3,0.09,0.183,0.1,yes,no,no,1,soot
E13,/t/,vet,1,0.104,0.194,0.117,yes,no,no,1,vet
E13,/t/,vet,2,0.08,0.21,0.17,yes,no,no,1,vet
E13,/t/,vet,3,0.082,0.191,0.144,yes,no,no,1,vet
E13,/t/,wait,1,0.095,0.165,0.162,yes,no,no,1,wait
E13,/t/,wait,2,0.082,0.167,0.205,yes,no,no,1,wait
E13,/t/,wait,3,0.075,0.182,0.144,yes,no,no,1,wait
E13,/t/,white,1,0.128,0.162,0.109,yes,no,no,1,white
E13,/t/,white,2,0.086,0.154,0.143,yes,no,no,1,white
E13,/t/,white,3,0.042,0.174,0.143,yes,no,no,1,white
E14,/d/,bad,1,0.093,0.089,0.314,yes,no,no,1,bad
E14,/d/,bad,2,0.065,0.114,0.314,yes,no,no,1,bad
E14,/d/,bad,3,0.091,0.091,0.319,yes,no,no,1,bad
E14,/d/,bed,1,0.169,0.125,0.202,yes,no,no,1,bed
E14,/d/,bed,2,0.128,0.135,0.209,yes,no,no,1,bed
E14,/d/,bed,3,0.051,0.099,0.231,yes,no,no,1,bed
E14,/d/,bud,1,0.144,0.125,0.158,yes,no,no,1,bud
E14,/d/,bud,2,0.136,0.106,0.177,yes,no,no,1,bud
E14,/d/,bud,3,0.089,0.109,0.162,yes,no,no,1,bud
E14,/t/,but,1,0.14,0.176,0.104,yes,no,no,1,but
E14,/t/,but,2,0.129,0.204,0.097,yes,no,no,1,but
E14,/t/,but,3,0.14,0.201,0.085,yes,no,no,1,but
E14,/d/,cooed,1,0.15,0.065,0.225,yes,no,no,1,cooed
E14,/d/,cooed,2,0.129,0.069,0.236,yes,no,no,1,cooed
E14,/d/,cooed,3,0.089,0.076,0.233,yes,no,no,1,cooed
E14,/t/,cut,1,0.203,0.165,0.088,yes,no,no,1,cut
E14,/t/,cut,2,0.193,0.181,0.085,yes,no,no,1,cut
E14,/t/,cut,3,0.184,0.157,0.09,yes,no,no,1,cut
E14,/d/,feed,1,0.203,0.082,0.22,yes,no,no,1,feed
E14,/d/,feed,2,0.145,0.072,0.212,yes,no,no,1,feed
E14,/d/,feed,3,0.13,0.111,0.214,yes,no,no,1,feed
E14,/t/,feet,1,0.127,0.139,0.113,yes,no,no,1,feet
E14,/t/,feet,2,0.116,0.14,0.121,yes,no,no,1,feet
E14,/t/,feet,3,0.133,0.166,0.109,yes,no,no,1,feet
E14,/d/,find,1,0.09,0.027,0.392,yes,yes,no,1,find
E14,/d/,find,2,0.1,0.174,0.265,yes,yes,no,1,find
E14,/d/,find,3,0.122,0.142,0.288,yes,yes,no,1,find
E14,/d/,fond,1,0.128,0.048,0.344,yes,yes,no,1,fond
E14,/d/,fond,2,0.095,0.041,0.344,yes,yes,no,1,fond
E14,/d/,fond,3,0.091,0.032,0.37,yes,yes,no,1,fond
E14,/d/,gild,1,0.263,0.035,0.279,yes,yes,no,1,gild
E14,/d/,gild,2,0.227,0.08,0.134,yes,yes,no,1,gild
E14,/d/,gild,3,0.15,0.046,0.259,yes,yes,no,1,gild
E14,/d/,god,1,0.13,0.075,0.275,yes,no,no,1,god
E14,/d/,god,2,0.123,0.06,0.296,yes,no,no,1,god
E14,/d/,god,3,0.094,0.095,0.26,yes,no,no,1,god
E14,/d/,good,1,0.17,0.121,0.153,yes,no,no,1,good
E14,/d/,good,2,0.104,0.116,0.163,yes,no,no,1,good
E14,/d/,good,3,0.169,0.125,0.152,yes,no,no,1,good
E14,/t/,got,1,0.138,0.162,0.152,yes,no,no,1,got
E14,/t/,got,2,0.178,0.186,0.148,yes,no,no,1,got
E14,/t/,got,3,0.169,0.148,0.184,yes,no,no,1,got
E14,/d/,killed,1,0.185,0.03,0.259,yes,yes,no,1,killed
E14,/d/,killed,2,0.112,0.028,0.287,yes,yes,no,1,killed
E14,/d/,killed,3,0.067,0.098,0.2,yes,yes,no,1,killed
E14,/d/,lad,1,0.102,0.076,0.244,yes,no,yes,1,lad
E14,/d/,lad,2,0.095,0.095,0.231,yes,no,yes,1,lad
E14,/d/,lad,3,0.078,0.102,0.275,yes,no,yes,1,lad
E14,/t/,late,1,0.196,0.096,0.125,yes,no,yes,1,late
E14,/t/,late,2,0.14,0.108,0.14,yes,no,yes,1,late
E14,/t/,late,3,0.125,0.125,0.163,yes,no,yes,1,late
E14,/t/,neat,1,0.048,0.16,0.135,yes,no,yes,1,neat
E14,/t/,neat,2,0.048,0.141,0.132,yes,no,yes,1,neat
E14,/t/,neat,3,0.246,0.135,0.148,yes,no,yes,1,neat
E14,/d/,need,1,0.222,0.091,0.217,yes,no,yes,1,need
E14,/d/,need,2,0.128,0.074,0.263,yes,no,yes,1,need
E14,/d/,need,3,0.095,0.062,0.277,yes,no,yes,1,need
E14,/t/,night,1,0.181,0.126,0.132,yes,no,yes,1,night
E14,/t/,night,2,0.121,0.162,0.119,yes,no,yes,1,night
E14,/t/,night,3,0.138,0.127,0.183,yes,no,yes,1,night
E14,/t/,not,1,0.142,0.152,0.193,yes,no,yes,1,not
E14,/t/,not,2,0.129,0.128,0.218,yes,no,yes,1,not
E14,/t/,not,3,0.084,0.133,0.205,yes,no,yes,1,not
E14,/t/,pat,1,0.107,0.168,0.149,yes,no,no,1,pat
E14,/t/,pat,2,0.105,0.197,0.147,yes,no,no,1,pat
E14,/t/,pat,3,0.063,0.183,0.135,yes,no,no,1,pat
E14,/t/,pet,1,0.117,0.159,0.093,yes,no,no,1,pet
E14,/t/,pet,2,0.137,0.16,0.103,yes,no,no,1,pet
E14,/t/,pet,3,0.077,0.156,0.123,yes,no,no,1,pet
E14,/d/,pond,1,0.143,0.006,0.373,yes,yes,no,1,pond
E14,/d/,pond,2,0.101,0.04,0.395,yes,yes,no,1,pond
E14,/d/,pond,3,0.076,0.092,0.334,yes,yes,no,1,pond
E14,/t/,pot,1,0.139,0.123,0.189,yes,no,no,1,pot
E14,/t/,pot,2,0.099,0.166,0.146,yes,no,no,1,pot
E14,/t/,pot,3,0.089,0.16,0.151,yes,no,no,1,pot
E14,/d/,pound,1,0.068,0.061,0.334,yes,yes,no,1,pound
E14,/d/,pound,2,0.089,0.059,0.351,yes,yes,no,1,pound
E14,/d/,pound,3,0.087,0.044,0.386,yes,yes,no,1,pound
E14,/t/,pout,1,0.117,0.148,0.161,yes,no,no,1,pout
E14,/t/,pout,2,0.051,0.132,0.166,yes,no,no,1,pout
E14,/t/,pout,3,0.117,0.174,0.138,yes,no,no,1,pout
E14,/t/,put,1,0.112,0.153,0.136,yes,no,no,1,put
E14,/t/,put,2,0.131,0.134,0.132,yes,no,no,1,put
E14,/t/,put,3,0.101,0.207,0.102,yes,no,no,1,put
E14,/d/,ride,1,0.14,0.064,0.308,yes,no,yes,1,ride
E14,/d/,ride,2,0.146,0.067,0.3,yes,no,yes,1,ride
E14,/d/,ride,3,0.136,0.071,0.274,yes,no,yes,1,ride
E14,/d/,rod,1,0.1,0.092,0.271,yes,no,yes,1,rod
E14,/d/,rod,2,0.105,0.077,0.243,yes,no,yes,1,rod
E14,/d/,rod,3,0.074,0.081,0.246,yes,no,yes,1,rod
E14,/d/,rode,1,0.113,0.069,0.23,yes,no,yes,1,rode
E14,/d/,rode,2,0.156,0.04,0.25,yes,no,yes,1,rode
E14,/d/,rode,3,0.134,0.056,0.226,yes,no,yes,1,rode
E14,/d/,sad,1,0.112,0.084,0.305,yes,no,no,1,sad
E14,/d/,sad,2,0.073,0.086,0.314,yes,no,no,1,sad
E14,/d/,sad,3,0.079,0.112,0.287,yes,no,no,1,sad
E14,/d/,said,1,0.06,0.113,0.194,yes,no,no,1,said
E14,/d/,said,2,0.091,0.102,0.205,yes,no,no,1,said
E14,/d/,said,3,0.114,0.091,0.19,yes,no,no,1,said
E14,/t/,shot,1,0.156,0.16,0.14,yes,no,no,1,shot
E14,/t/,shot,2,0.068,0.149,0.144,yes,no,no,1,shot
E14,/t/,shot,3,0.103,0.18,0.15,yes,no,no,1,shot
E14,/t/,shout,1,0.144,0.155,0.167,yes,no,no,1,shout
E14,/t/,shout,2,0.078,0.12,0.222,yes,no,no,1,shout
E14,/t/,shout,3,0.069,0.154,0.167,yes,no,no,1,shout
E14,/t/,silt,1,0.184,0.097,0.162,yes,yes,no,1,silt
E14,/t/,silt,2,0.11,0.113,0.143,yes,yes,no,1,silt
E14,/t/,silt,3,0.139,0.136,0.105,yes,yes,no,1,silt
E14,/t/,sit,1,0.042,0.166,0.093,yes,no,no,1,sit
E14,/t/,sit,2,0.086,0.138,0.09,yes,no,no,1,sit
E14,/t/,sit,3,0.049,0.125,0.1,yes,no,no,1,sit
E14,/d/,slide,1,0.088,0.055,0.287,yes,no,no,1,slide
E14,/d/,slide,2,0.081,0.041,0.322,yes,no,no,1,slide
E14,/d/,slide,3,0.116,0.068,0.273,yes,no,no,1,slide
E14,/t/,soot,1,0.1,0.148,0.073,yes,no,no,1,soot
E14,/t/,soot,2,0.12,0.153,0.099,yes,no,no,1,soot
E14,/t/,soot,3,0.101,0.164,0.09,yes,no,no,1,soot
E14,/t/,vet,1,0.214,0.171,0.12,yes,no,no,1,vet
E14,/t/,vet,2,0.239,0.161,0.125,yes,no,no,1,vet
E14,/t/,vet,3,0.252,0.163,0.12,yes,no,no,1,vet
E14,/t/,wait,1,0.161,0.087,0.114,yes,no,no,1,wait
E14,/t/,wait,2,0.139,0.093,0.109,yes,no,no,1,wait
E14,/t/,wait,3,0.154,0.111,0.119,yes,no,no,1,wait
E14,/t/,white,1,0.174,0.072,0.121,yes,no,no,1,white
E14,/t/,white,2,0.118,0.106,0.057,yes,no,no,1,white
E14,/t/,white,3,0.099,0.107,0.112,yes,no,no,1,white
E15,/d/,bad,1,0.084,0.048,0.276,yes,no,no,1,bad
E15,/d/,bad,2,0.111,0.046,0.301,yes,no,no,1,bad
E15,/d/,bad,3,0.115,0.068,0.262,yes,no,no,1,bad
E15,/d/,bed,1,0.117,0.059,0.194,yes,no,no,1,bed
E15,/d/,bed,2,0.094,0.086,0.214,yes,no,no,1,bed
E15,/d/,bed,3,0.13,0.064,0.208,yes,no,no,1,bed
E15,/d/,bud,1,0.097,0.085,0.192,yes,no,no,1,bud
E15,/d/,bud,2,0.104,0.125,0.206,yes,no,no,1,bud
E15,/d/,bud,3,0.037,0.168,0.195,yes,no,no,1,bud
E15,/t/,but,1,0.121,0.103,0.143,yes,no,no,1,but
E15,/t/,but,2,0.162,0.104,0.146,yes,no,no,1,but
E15,/t/,but,3,0.157,0.099,0.148,yes,no,no,1,but
E15,/d/,cooed,1,0.115,0.049,0.216,yes,no,no,1,cooed
E15,/d/,cooed,2,0.108,0.041,0.258,yes,no,no,1,cooed
E15,/d/,cooed,3,0.155,0.02,0.257,yes,no,no,1,cooed
E15,/t/,cut,1,0.101,0.103,0.113,yes,no,no,1,cut
E15,/t/,cut,2,0.096,0.141,0.104,yes,no,no,1,cut
E15,/t/,cut,3,0.103,0.122,0.116,yes,no,no,1,cut
E15,/d/,feed,1,0.12,0.064,0.29,yes,no,no,1,feed
E15,/d/,feed,2,0.093,0.077,0.304,yes,no,no,1,feed
E15,/d/,feed,3,0.084,0.066,0.311,yes,no,no,1,feed
E15,/t/,feet,1,0.084,0.111,0.142,yes,no,no,1,feet
E15,/t/,feet,2,0.106,0.132,0.138,yes,no,no,1,feet
E15,/t/,feet,3,0.107,0.119,0.129,yes,no,no,1,feet
E15,/d/,find,1,0.115,0.018,0.388,yes,yes,no,1,find
E15,/d/,find,2,0.121,0.034,0.372,yes,yes,no,1,find
E15,/d/,find,3,0.07,0.038,0.355,yes,yes,no,1,find
E15,/d/,fond,1,0.098,0.008,0.378,yes,yes,no,1,fond
E15,/d/,fond,2,0.094,0.014,0.394,yes,yes,no,1,fond
E15,/d/,gild,1,0.098,0.021,0.354,yes,yes,no,1,gild
E15,/d/,gild,2,0.112,0.046,0.358,yes,yes,no,1,gild
E15,/d/,gild,3,0.135,0.013,0.401,yes,yes,no,1,gild
E15,/d/,god,1,0.1,0.063,0.285,yes,no,no,1,god
E15,/d/,god,2,0.099,0.069,0.305,yes,no,no,1,god
E15,/d/,god,3,0.106,0.06,0.309,yes,no,no,1,god
E15,/d/,good,1,0.104,0.071,0.19,yes,no,no,1,good
E15,/d/,good,2,0.095,0.069,0.205,yes,no,no,1,good
E15,/d/,good,3,0.094,0.067,0.21,yes,no,no,1,good
E15,/t/,got,1,0.104,0.072,0.193,yes,no,no,1,got
E15,/t/,got,2,0.144,0.088,0.179,yes,no,no,1,got
E15,/t/,got,3,0.11,0.1,0.182,yes,no,no,1,got
E15,/d/,killed,1,0.102,0.035,0.324,yes,yes,no,1,killed
E15,/d/,killed,2,0.169,0.027,0.308,yes,yes,no,1,killed
E15,/d/,lad,1,0.121,0.071,0.236,yes,no,yes,1,lad
E15,/d/,lad,2,0.111,0.075,0.261,yes,no,yes,1,lad
E15,/d/,lad,3,0.109,0.075,0.266,yes,no,yes,1,lad
E15,/t/,late,1,0.11,0.106,0.141,yes,no,yes,1,late
E15,/t/,late,2,0.112,0.124,0.15,yes,no,yes,1,late
E15,/t/,late,3,0.152,0.112,0.145,yes,no,yes,1,late
E15,/t/,neat,1,0.145,0.125,0.148,yes,no,yes,1,neat
E15,/t/,neat,2,0.134,0.128,0.139,yes,no,yes,1,neat
E15,/t/,neat,3,0.122,0.117,0.209,yes,no,yes,1,neat
E15,/d/,need,1,0.119,0.061,0.263,yes,no,yes,1,need
E15,/d/,need,2,0.13,0.065,0.249,yes,no,yes,1,need
E15,/d/,need,3,0.132,0.073,0.274,yes,no,yes,1,need
E15,/t/,night,1,0.107,0.128,0.149,yes,no,yes,1,night
E15,/t/,night,2,0.125,0.14,0.16,yes,no,yes,1,night
E15,/t/,night,3,0.155,0.162,0.156,yes,no,yes,1,night
E15,/t/,not,1,0.109,0.198,0.138,yes,no,yes,1,not
E15,/t/,not,2,0.136,0.141,0.134,yes,no,yes,1,not
E15,/t/,not,3,0.127,0.154,0.161,yes,no,yes,1,not
E15,/t/,pat,1,0.098,0.127,0.158,yes,no,no,1,pat
E15,/t/,pat,2,0.187,0.122,0.169,yes,no,no,1,pat
E15,/t/,pat,3,0.152,0.102,0.166,yes,no,no,1,pat
E15,/t/,pet,1,0.118,0.116,0.118,yes,no,no,1,pet
E15,/t/,pet,2,0.14,0.085,0.125,yes,no,no,1,pet
E15,/t/,pet,3,0.167,0.129,0.098,yes,no,no,1,pet
E15,/d/,pond,1,0.115,0.007,0.377,yes,yes,no,1,pond
E15,/d/,pond,2,0.128,0.025,0.32,yes,yes,no,1,pond
E15,/t/,pot,1,0.13,0.154,0.149,yes,no,no,1,pot
E15,/t/,pot,2,0.155,0.108,0.184,yes,no,no,1,pot
E15,/t/,pot,3,0.144,0.155,0.138,yes,no,no,1,pot
E15,/d/,pound,1,0.103,0.05,0.407,yes,yes,no,1,pound
E15,/d/,pound,2,0.114,0.039,0.398,yes,yes,no,1,pound
E15,/t/,put,1,0.147,0.136,0.102,yes,no,no,1,put
E15,/t/,put,2,0.196,0.122,0.108,yes,no,no,1,put
E15,/t/,put,3,0.142,0.132,0.111,yes,no,no,1,put
E15,/d/,ride,1,0.069,0.06,0.2,yes,no,yes,1,ride
E15,/d/,ride,2,0.104,0.029,0.251,yes,no,yes,1,ride
E15,/d/,rod,1,0.148,0.025,0.24,yes,no,yes,1,rod
E15,/d/,rod,2,0.107,0.043,0.238,yes,no,yes,1,rod
E15,/d/,rod,3,0.104,0.03,0.187,yes,no,yes,1,rod
E15,/d/,rode,1,0.087,0.066,0.138,yes,no,yes,1,rode
E15,/d/,rode,2,0.111,0.063,0.129,yes,no,yes,1,rode
E15,/d/,rode,3,0.104,0.067,0.126,yes,no,yes,1,rode
E15,/d/,sad,1,0.106,0.04,0.264,yes,no,no,1,sad
E15,/d/,sad,2,0.109,0.05,0.274,yes,no,no,1,sad
E15,/d/,sad,3,0.12,0.034,0.296,yes,no,no,1,sad
E15,/d/,said,1,0.089,0.061,0.232,yes,no,no,1,said
E15,/d/,said,2,0.128,0.092,0.216,yes,no,no,1,said
E15,/d/,said,3,0.113,0.121,0.193,yes,no,no,1,said
E15,/t/,shot,1,0.081,0.161,0.136,yes,no,no,1,shot
E15,/t/,shot,2,0.143,0.132,0.193,yes,no,no,1,shot
E15,/t/,shot,3,0.116,0.122,0.187,yes,no,no,1,shot
E15,/t/,shout,1,0.121,0.13,0.179,yes,no,no,1,shout
E15,/t/,shout,2,0.149,0.119,0.211,yes,no,no,1,shout
E15,/t/,shout,3,0.127,0.11,0.182,yes,no,no,1,shout
E15,/t/,silt,1,0.162,0.108,0.152,yes,yes,no,1,silt
E15,/t/,silt,2,0.195,0.124,0.148,yes,yes,no,1,silt
