Speaker,Sound,Word,set,phon_ctxt_stress,syllable,Item.Word,onset_has_nasal,onset_has_lateral,onset_has_rhotic,coda_has_nasal,coda_has_lateral,coda_has_rhotic,has_long_vowel,syllable_duration,word_duration,num_of_segments,combo,Type,burst,closure,vowel
E14,/t/,feet,1,yes,1,feet,no,no,no,no,no,no,no,0.528,0.528,3,E14_feet_1,old,0.127,0.139,0.113
E14,/t/,feet,2,yes,1,feet,no,no,no,no,no,no,no,0.565,0.565,3,E14_feet_2,old,0.116,0.14,0.121
E14,/t/,feet,3,yes,1,feet,no,no,no,no,no,no,no,0.575,0.575,3,E14_feet_3,old,0.133,0.166,0.109
E15,/t/,feet,1,yes,1,feet,no,no,no,no,no,no,no,0.442,0.442,3,E15_feet_1,old,0.084,0.111,0.142
E15,/t/,feet,2,yes,1,feet,no,no,no,no,no,no,no,0.469,0.469,3,E15_feet_2,old,0.106,0.132,0.138
E15,/t/,feet,3,yes,1,feet,no,no,no,no,no,no,no,0.523,0.523,3,E15_feet_3,old,0.107,0.119,0.129
E3,/t/,feet,1,yes,1,feet,no,no,no,no,no,no,no,0.579,0.579,3,E3_feet_1,old,0.193,0.123,0.145
E3,/t/,feet,2,yes,1,feet,no,no,no,no,no,no,no,0.546,0.546,3,E3_feet_2,old,0.155,0.091,0.166
E3,/t/,feet,3,yes,1,feet,no,no,no,no,no,no,no,0.54,0.54,3,E3_feet_3,old,0.15,0.108,0.186
E7,/t/,feet,1,yes,1,feet,no,no,no,no,no,no,no,0.64,0.64,3,E7_feet_1,old,0.113,0.191,0.134
E7,/t/,feet,2,yes,1,feet,no,no,no,no,no,no,no,0.602,0.602,3,E7_feet_2,old,0.112,0.19,0.159
E7,/t/,feet,3,yes,1,feet,no,no,no,no,no,no,no,0.629,0.629,3,E7_feet_3,old,0.145,0.176,0.148
E9,/t/,feet,1,yes,1,feet,no,no,no,no,no,no,no,0.553,0.553,3,E9_feet_1,old,0.176,0.105,0.141
E9,/t/,feet,2,yes,1,feet,no,no,no,no,no,no,no,0.643,0.643,3,E9_feet_2,old,0.181,0.112,0.155
E9,/t/,feet,3,yes,1,feet,no,no,no,no,no,no,no,0.527,0.527,3,E9_feet_3,old,0.133,0.105,0.143
E12,/d/,find,1,yes,1,find,no,no,no,yes,no,no,yes,0.507,0.507,4,E12_find_1,old,0.089,0.032,0.329
E12,/d/,find,2,yes,1,find,no,no,no,yes,no,no,yes,0.523,0.523,4,E12_find_2,old,0.085,0.039,0.334
E12,/d/,find,3,yes,1,find,no,no,no,yes,no,no,yes,0.474,0.474,4,E12_find_3,old,0.061,0.011,0.334
E3,/d/,find,1,yes,1,find,no,no,no,yes,no,no,yes,0.606,0.606,4,E3_find_1,old,0.081,0.029,0.372
E3,/d/,find,2,yes,1,find,no,no,no,yes,no,no,yes,0.691,0.691,4,E3_find_2,old,0.141,0.016,0.398
E3,/d/,find,3,yes,1,find,no,no,no,yes,no,no,yes,0.614,0.614,4,E3_find_3,old,0.121,0.02,0.367
E7,/d/,find,1,yes,1,find,no,no,no,yes,no,no,yes,0.627,0.627,4,E7_find_1,old,0.041,0.008,0.434
E7,/d/,find,2,yes,1,find,no,no,no,yes,no,no,yes,0.778,0.778,4,E7_find_2,old,0.076,0.095,0.346
E9,/d/,find,1,yes,1,find,no,no,no,yes,no,no,yes,0.669,0.669,4,E9_find_1,old,0.093,0.041,0.357
E9,/d/,find,2,yes,1,find,no,no,no,yes,no,no,yes,0.726,0.726,4,E9_find_2,old,0.136,0.027,0.386
E9,/d/,find,3,yes,1,find,no,no,no,yes,no,no,yes,0.584,0.584,4,E9_find_3,old,0.069,0.029,0.309
E12,/d/,fond,1,yes,1,fond,no,no,no,yes,no,no,no,0.484,0.484,4,E12_fond_1,old,0.05,0.016,0.312
E12,/d/,fond,2,yes,1,fond,no,no,no,yes,no,no,no,0.477,0.477,4,E12_fond_2,old,0.049,0.016,0.32
E12,/d/,fond,3,yes,1,fond,no,no,no,yes,no,no,no,0.442,0.442,4,E12_fond_3,old,0.081,0.022,0.299
E3,/d/,fond,1,yes,1,fond,no,no,no,yes,no,no,no,0.572,0.572,4,E3_fond_1,old,0.085,0.02,0.352
E3,/d/,fond,2,yes,1,fond,no,no,no,yes,no,no,no,0.716,0.716,4,E3_fond_2,old,0.156,0.023,0.395
E3,/d/,fond,3,yes,1,fond,no,no,no,yes,no,no,no,0.61,0.61,4,E3_fond_3,old,0.139,0.014,0.35
E7,/d/,fond,1,yes,1,fond,no,no,no,yes,no,no,no,0.748,0.748,4,E7_fond_1,old,0.077,0.014,0.432
E7,/d/,fond,2,yes,1,fond,no,no,no,yes,no,no,no,0.675,0.675,4,E7_fond_2,old,0.018,0.124,0.303
E9,/d/,fond,1,yes,1,fond,no,no,no,yes,no,no,no,0.539,0.539,4,E9_fond_1,old,0.041,0.054,0.326
E9,/d/,fond,2,yes,1,fond,no,no,no,yes,no,no,no,0.621,0.621,4,E9_fond_2,old,0.077,0.049,0.353
E9,/d/,fond,3,yes,1,fond,no,no,no,yes,no,no,no,0.58,0.58,4,E9_fond_3,old,0.059,0.056,0.326
E12,/d/,gild,1,yes,1,gild,no,no,no,no,yes,no,no,0.435,0.435,4,E12_gild_1,old,0.101,0.05,0.246
E12,/d/,gild,2,yes,1,gild,no,no,no,no,yes,no,no,0.441,0.441,4,E12_gild_2,old,0.102,0.083,0.199
E12,/d/,gild,3,yes,1,gild,no,no,no,no,yes,no,no,0.397,0.397,4,E12_gild_3,old,0.1,0.058,0.203
E3,/d/,gild,1,yes,1,gild,no,no,no,no,yes,no,no,0.471,0.471,4,E3_gild_1,old,0.059,0.083,0.284
E3,/d/,gild,2,yes,1,gild,no,no,no,no,yes,no,no,0.574,0.574,4,E3_gild_2,old,0.169,0.075,0.29
E3,/d/,gild,3,yes,1,gild,no,no,no,no,yes,no,no,0.526,0.526,4,E3_gild_3,old,0.114,0.074,0.277
E7,/d/,gild,1,yes,1,gild,no,no,no,no,yes,no,no,0.551,0.551,4,E7_gild_1,old,0.141,0.027,0.284
E7,/d/,gild,2,yes,1,gild,no,no,no,no,yes,no,no,0.638,0.638,4,E7_gild_2,old,0.107,0.023,0.331
E7,/d/,gild,3,yes,1,gild,no,no,no,no,yes,no,no,0.544,0.544,4,E7_gild_3,old,0.12,0.122,0.231
E9,/d/,gild,1,yes,1,gild,no,no,no,no,yes,no,no,0.435,0.435,4,E9_gild_1,old,0.089,0.064,0.241
E9,/d/,gild,2,yes,1,gild,no,no,no,no,yes,no,no,0.429,0.429,4,E9_gild_2,old,0.017,0.084,0.283
E9,/d/,gild,3,yes,1,gild,no,no,no,no,yes,no,no,0.362,0.362,4,E9_gild_3,old,0.042,0.054,0.219
E1,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.37,0.37,3,E1_god_1,old,0.107,0.005,0.22
E1,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.384,0.384,3,E1_god_2,old,0.126,0.02,0.197
E1,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.366,0.366,3,E1_god_3,old,0.123,0.017,0.193
E10,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.446,0.446,3,E10_god_1,old,0.088,0.047,0.274
E10,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.453,0.453,3,E10_god_2,old,0.087,0.034,0.303
E10,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.424,0.424,3,E10_god_3,old,0.09,0.023,0.282
E11,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.505,0.505,3,E11_god_1,old,0.073,0.091,0.305
E11,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.578,0.578,3,E11_god_2,old,0.112,0.096,0.335
E11,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.618,0.618,3,E11_god_3,old,0.131,0.091,0.367
E12,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.389,0.389,3,E12_god_1,old,0.078,0.037,0.25
E12,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.426,0.426,3,E12_god_2,old,0.092,0.041,0.259
E12,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.412,0.412,3,E12_god_3,old,0.1,0.048,0.235
E13,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.546,0.546,3,E13_god_1,old,0.133,0.049,0.33
E13,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.481,0.481,3,E13_god_2,old,0.099,0.065,0.276
E14,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.623,0.623,3,E14_god_1,old,0.13,0.075,0.275
E14,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.507,0.507,3,E14_god_2,old,0.123,0.06,0.296
E14,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.477,0.477,3,E14_god_3,old,0.094,0.095,0.26
E15,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.49,0.49,3,E15_god_1,old,0.1,0.063,0.285
E15,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.516,0.516,3,E15_god_2,old,0.099,0.069,0.305
E15,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.508,0.508,3,E15_god_3,old,0.106,0.06,0.309
E3,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.533,0.533,3,E3_god_1,old,0.176,0.036,0.291
E3,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.511,0.511,3,E3_god_2,old,0.164,0.051,0.267
E3,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.489,0.489,3,E3_god_3,old,0.129,0.066,0.263
E7,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.446,0.446,3,E7_god_1,old,0.038,0.056,0.307
E7,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.413,0.413,3,E7_god_2,old,0.059,0.023,0.269
E7,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.416,0.416,3,E7_god_3,old,0.023,0.044,0.212
E9,/d/,god,1,yes,1,god,no,no,no,no,no,no,no,0.446,0.446,3,E9_god_1,old,0.062,0.078,0.263
E9,/d/,god,2,yes,1,god,no,no,no,no,no,no,no,0.455,0.455,3,E9_god_2,old,0.08,0.068,0.28
E9,/d/,god,3,yes,1,god,no,no,no,no,no,no,no,0.42,0.42,3,E9_god_3,old,0.086,0.068,0.235
E1,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.332,0.332,3,E1_good_1,old,0.104,0.038,0.148
E1,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.359,0.359,3,E1_good_2,old,0.131,0.038,0.154
E1,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.353,0.353,3,E1_good_3,old,0.146,0.022,0.154
E10,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.468,0.468,3,E10_good_1,old,0.116,0.045,0.18
E10,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.424,0.424,3,E10_good_2,old,0.136,0.062,0.191
E10,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.399,0.399,3,E10_good_3,old,0.123,0.07,0.172
E11,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.416,0.416,3,E11_good_1,old,0.093,0.089,0.201
E11,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.529,0.529,3,E11_good_2,old,0.155,0.116,0.225
E11,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.46,0.46,3,E11_good_3,old,0.088,0.088,0.229
E12,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.34,0.34,3,E12_good_1,old,0.072,0.044,0.193
E12,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.318,0.318,3,E12_good_2,old,0.066,0.043,0.18
E12,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.327,0.327,3,E12_good_3,old,0.061,0.049,0.189
E13,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.407,0.407,3,E13_good_1,old,0.102,0.098,0.18
E13,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.436,0.436,3,E13_good_2,old,0.106,0.104,0.187
E13,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.463,0.463,3,E13_good_3,old,0.127,0.123,0.193
E14,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.487,0.487,3,E14_good_1,old,0.17,0.121,0.153
E14,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.412,0.412,3,E14_good_2,old,0.104,0.116,0.163
E14,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.478,0.478,3,E14_good_3,old,0.169,0.125,0.152
E15,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.399,0.399,3,E15_good_1,old,0.104,0.071,0.19
E15,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.403,0.403,3,E15_good_2,old,0.095,0.069,0.205
E15,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.406,0.406,3,E15_good_3,old,0.094,0.067,0.21
E3,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.395,0.395,3,E3_good_1,old,0.088,0.044,0.216
E3,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.451,0.451,3,E3_good_2,old,0.124,0.029,0.251
E3,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.428,0.428,3,E3_good_3,old,0.117,0.022,0.252
E7,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.342,0.342,3,E7_good_1,old,0.047,0.076,0.165
E7,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.431,0.431,3,E7_good_2,old,0.065,0.047,0.194
E9,/d/,good,1,yes,1,good,no,no,no,no,no,no,no,0.333,0.333,3,E9_good_1,old,0.06,0.071,0.153
E9,/d/,good,2,yes,1,good,no,no,no,no,no,no,no,0.401,0.401,3,E9_good_2,old,0.111,0.057,0.191
E9,/d/,good,3,yes,1,good,no,no,no,no,no,no,no,0.303,0.303,3,E9_good_3,old,0.047,0.058,0.161
E1,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.348,0.348,3,E1_got_1,old,0.084,0.088,0.144
E1,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.372,0.372,3,E1_got_2,old,0.094,0.096,0.153
E1,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.445,0.445,3,E1_got_3,old,0.143,0.114,0.149
E10,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.448,0.448,3,E10_got_1,old,0.095,0.117,0.208
E10,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.456,0.456,3,E10_got_2,old,0.088,0.111,0.229
E10,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.484,0.484,3,E10_got_3,old,0.095,0.138,0.222
E11,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.486,0.486,3,E11_got_1,old,0.124,0.146,0.182
E11,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.618,0.618,3,E11_got_2,old,0.238,0.134,0.21
E11,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.516,0.516,3,E11_got_3,old,0.138,0.125,0.229
E13,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.538,0.538,3,E13_got_1,old,0.145,0.131,0.247
E13,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.485,0.485,3,E13_got_2,old,0.109,0.123,0.238
E13,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.496,0.496,3,E13_got_3,old,0.117,0.15,0.206
E14,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.488,0.488,3,E14_got_1,old,0.138,0.162,0.152
E14,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.539,0.539,3,E14_got_2,old,0.178,0.186,0.148
E14,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.528,0.528,3,E14_got_3,old,0.169,0.148,0.184
E15,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.402,0.402,3,E15_got_1,old,0.104,0.072,0.193
E15,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.446,0.446,3,E15_got_2,old,0.144,0.088,0.179
E15,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.445,0.445,3,E15_got_3,old,0.11,0.1,0.182
E3,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.543,0.543,3,E3_got_1,old,0.167,0.102,0.238
E3,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.573,0.573,3,E3_got_2,old,0.211,0.123,0.186
E9,/t/,got,1,yes,1,got,no,no,no,no,no,no,no,0.546,0.546,3,E9_got_1,old,0.193,0.186,0.126
E9,/t/,got,2,yes,1,got,no,no,no,no,no,no,no,0.572,0.572,3,E9_got_2,old,0.212,0.119,0.212
E9,/t/,got,3,yes,1,got,no,no,no,no,no,no,no,0.551,0.551,3,E9_got_3,old,0.142,0.142,0.21
E12,/d/,killed,1,yes,1,killed,no,no,no,no,yes,no,no,0.361,0.361,4,E12_killed_1,old,0.061,0.027,0.229
E12,/d/,killed,2,yes,1,killed,no,no,no,no,yes,no,no,0.393,0.393,4,E12_killed_2,old,0.057,0.065,0.215
E12,/d/,killed,3,yes,1,killed,no,no,no,no,yes,no,no,0.408,0.408,4,E12_killed_3,old,0.067,0.057,0.229
E3,/d/,killed,1,yes,1,killed,no,no,no,no,yes,no,no,0.529,0.529,4,E3_killed_1,old,0.094,0.088,0.258
E3,/d/,killed,2,yes,1,killed,no,no,no,no,yes,no,no,0.592,0.592,4,E3_killed_2,old,0.141,0.06,0.31
E3,/d/,killed,3,yes,1,killed,no,no,no,no,yes,no,no,0.551,0.551,4,E3_killed_3,old,0.12,0.073,0.27
E7,/d/,killed,1,yes,1,killed,no,no,no,no,yes,no,no,0.538,0.538,4,E7_killed_1,old,0.083,0.044,0.316
E7,/d/,killed,2,yes,1,killed,no,no,no,no,yes,no,no,0.59,0.59,4,E7_killed_2,old,0.103,0.036,0.35
E7,/d/,killed,3,yes,1,killed,no,no,no,no,yes,no,no,0.538,0.538,4,E7_killed_3,old,0.065,0.151,0.227
E9,/d/,killed,1,yes,1,killed,no,no,no,no,yes,no,no,0.497,0.497,4,E9_killed_1,old,0.104,0.082,0.206
E9,/d/,killed,2,yes,1,killed,no,no,no,no,yes,no,no,0.521,0.521,4,E9_killed_2,old,0.087,0.069,0.274
E9,/d/,killed,3,yes,1,killed,no,no,no,no,yes,no,no,0.512,0.512,4,E9_killed_3,old,0.117,0.055,0.253
E12,/d/,lad,1,yes,1,lad,no,yes,no,no,no,no,no,0.386,0.386,3,E12_lad_1,old,0.068,0.033,0.186
E12,/d/,lad,2,yes,1,lad,no,yes,no,no,no,no,no,0.381,0.381,3,E12_lad_2,old,0.065,0.033,0.168
E12,/d/,lad,3,yes,1,lad,no,yes,no,no,no,no,no,0.433,0.433,3,E12_lad_3,old,0.087,0.031,0.156
E3,/d/,lad,1,yes,1,lad,no,yes,no,no,no,no,no,0.474,0.474,3,E3_lad_1,old,0.108,0.04,0.225
E3,/d/,lad,2,yes,1,lad,no,yes,no,no,no,no,no,0.564,0.564,3,E3_lad_2,old,0.157,0.052,0.235
E3,/d/,lad,3,yes,1,lad,no,yes,no,no,no,no,no,0.501,0.501,3,E3_lad_3,old,0.119,0.056,0.219
E7,/d/,lad,1,yes,1,lad,no,yes,no,no,no,no,no,0.449,0.449,3,E7_lad_1,old,0.104,0.065,0.233
E9,/d/,lad,1,yes,1,lad,no,yes,no,no,no,no,no,0.453,0.453,3,E9_lad_1,old,0.029,0.054,0.271
E9,/d/,lad,2,yes,1,lad,no,yes,no,no,no,no,no,0.525,0.525,3,E9_lad_2,old,0.105,0.073,0.244
E9,/d/,lad,3,yes,1,lad,no,yes,no,no,no,no,no,0.478,0.478,3,E9_lad_3,old,0.098,0.026,0.244
E12,/t/,late,1,yes,1,late,no,yes,no,no,no,no,no,0.375,0.375,3,E12_late_1,old,0.025,0.099,0.151
E12,/t/,neat,1,yes,1,neat,yes,no,no,no,no,no,no,0.508,0.508,3,E12_neat_1,old,0.162,0.092,0.131
E12,/t/,neat,2,yes,1,neat,yes,no,no,no,no,no,no,0.531,0.531,3,E12_neat_2,old,0.13,0.099,0.152
E12,/t/,neat,3,yes,1,neat,yes,no,no,no,no,no,no,0.482,0.482,3,E12_neat_3,old,0.137,0.091,0.188
E3,/t/,neat,1,yes,1,neat,yes,no,no,no,no,no,no,0.525,0.525,3,E3_neat_1,old,0.183,0.091,0.146
E3,/t/,neat,2,yes,1,neat,yes,no,no,no,no,no,no,0.541,0.541,3,E3_neat_2,old,0.216,0.089,0.151
E3,/t/,neat,3,yes,1,neat,yes,no,no,no,no,no,no,0.465,0.465,3,E3_neat_3,old,0.167,0.077,0.152
E7,/t/,neat,1,yes,1,neat,yes,no,no,no,no,no,no,0.596,0.596,3,E7_neat_1,old,0.155,0.158,0.178
E7,/t/,neat,2,yes,1,neat,yes,no,no,no,no,no,no,0.587,0.587,3,E7_neat_2,old,0.079,0.202,0.193
E7,/t/,neat,3,yes,1,neat,yes,no,no,no,no,no,no,0.542,0.542,3,E7_neat_3,old,0.145,0.17,0.156
E9,/t/,neat,1,yes,1,neat,yes,no,no,no,no,no,no,0.482,0.482,3,E9_neat_1,old,0.145,0.141,0.124
E9,/t/,neat,2,yes,1,neat,yes,no,no,no,no,no,no,0.568,0.568,3,E9_neat_2,old,0.228,0.12,0.158
E9,/t/,neat,3,yes,1,neat,yes,no,no,no,no,no,no,0.507,0.507,3,E9_neat_3,old,0.139,0.135,0.129
E12,/d/,need,1,yes,1,need,yes,no,no,no,no,no,no,0.442,0.442,3,E12_need_1,old,0.099,0.027,0.214
E12,/d/,need,2,yes,1,need,yes,no,no,no,no,no,no,0.447,0.447,3,E12_need_2,old,0.08,0.045,0.22
E12,/d/,need,3,yes,1,need,yes,no,no,no,no,no,no,0.454,0.454,3,E12_need_3,old,0.087,0.053,0.218
E3,/d/,need,1,yes,1,need,yes,no,no,no,no,no,no,0.547,0.547,3,E3_need_1,old,0.14,0.043,0.265
E3,/d/,need,2,yes,1,need,yes,no,no,no,no,no,no,0.606,0.606,3,E3_need_2,old,0.215,0.055,0.251
E3,/d/,need,3,yes,1,need,yes,no,no,no,no,no,no,0.551,0.551,3,E3_need_3,old,0.172,0.049,0.252
E7,/d/,need,1,yes,1,need,yes,no,no,no,no,no,no,0.505,0.505,3,E7_need_1,old,0.045,0.066,0.271
E7,/d/,need,2,yes,1,need,yes,no,no,no,no,no,no,0.527,0.527,3,E7_need_2,old,0.054,0.064,0.315
E7,/d/,need,3,yes,1,need,yes,no,no,no,no,no,no,0.497,0.497,3,E7_need_3,old,0.079,0.074,0.26
E9,/d/,need,1,yes,1,need,yes,no,no,no,no,no,no,0.41,0.41,3,E9_need_1,old,0.035,0.05,0.226
E9,/d/,need,2,yes,1,need,yes,no,no,no,no,no,no,0.425,0.425,3,E9_need_2,old,0.02,0.074,0.233
E9,/d/,need,3,yes,1,need,yes,no,no,no,no,no,no,0.494,0.494,3,E9_need_3,old,0.076,0.054,0.236
E7,/t/,night,1,yes,1,night,yes,no,no,no,no,no,yes,0.573,0.573,3,E7_night_1,old,0.159,0.124,0.207
E7,/t/,night,2,yes,1,night,yes,no,no,no,no,no,yes,0.544,0.544,3,E7_night_2,old,0.145,0.13,0.225
E7,/t/,night,3,yes,1,night,yes,no,no,no,no,no,yes,0.657,0.657,3,E7_night_3,old,0.174,0.197,0.204
E12,/t/,not,1,yes,1,not,yes,no,no,no,no,no,no,0.458,0.458,3,E12_not_1,old,0.048,0.133,0.175
E12,/t/,not,2,yes,1,not,yes,no,no,no,no,no,no,0.491,0.491,3,E12_not_2,old,0.107,0.101,0.165
E1,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.292,0.292,3,E1_pat_1,old,0.023,0.078,0.129
E1,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.445,0.445,3,E1_pat_2,old,0.136,0.121,0.133
E1,/t/,pat,3,yes,1,pat,no,no,no,no,no,no,no,0.414,0.414,3,E1_pat_3,old,0.113,0.105,0.125
E10,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.49,0.49,3,E10_pat_1,old,0.116,0.124,0.191
E10,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.567,0.567,3,E10_pat_2,old,0.105,0.159,0.232
E10,/t/,pat,3,yes,1,pat,no,no,no,no,no,no,no,0.591,0.591,3,E10_pat_3,old,0.11,0.196,0.121
E11,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.686,0.686,3,E11_pat_1,old,0.193,0.114,0.22
E11,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.708,0.708,3,E11_pat_2,old,0.208,0.109,0.264
E11,/t/,pat,3,yes,1,pat,no,no,no,no,no,no,no,0.717,0.717,3,E11_pat_3,old,0.206,0.16,0.2
E12,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.404,0.404,3,E12_pat_1,old,0.08,0.123,0.148
E12,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.425,0.425,3,E12_pat_2,old,0.073,0.127,0.14
E13,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.548,0.548,3,E13_pat_1,old,0.098,0.21,0.119
E13,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.566,0.566,3,E13_pat_2,old,0.108,0.183,0.183
E13,/t/,pat,3,yes,1,pat,no,no,no,no,no,no,no,0.516,0.516,3,E13_pat_3,old,0.079,0.203,0.181
E14,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.466,0.466,3,E14_pat_1,old,0.107,0.168,0.149
E14,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.502,0.502,3,E14_pat_2,old,0.105,0.197,0.147
E14,/t/,pat,3,yes,1,pat,no,no,no,no,no,no,no,0.419,0.419,3,E14_pat_3,old,0.063,0.183,0.135
E15,/t/,pat,1,yes,1,pat,no,no,no,no,no,no,no,0.485,0.485,3,E15_pat_1,old,0.098,0.127,0.158
E15,/t/,pat,2,yes,1,pat,no,no,no,no,no,no,no,0.533,0.533,3,E15_pat_2,old,0.187,0.122,0.169
E15,/t/,pat,3,yes,1,pat,no,no,no,no,no,no,no,0.504,0.504,3,E15_pat_3,old,0.152,0.102,0.166
E1,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.365,0.365,3,E1_pet_1,old,0.115,0.053,0.124
E1,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.413,0.413,3,E1_pet_2,old,0.116,0.124,0.123
E1,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.391,0.391,3,E1_pet_3,old,0.101,0.104,0.131
E10,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.541,0.541,3,E10_pet_1,old,0.188,0.161,0.12
E10,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.539,0.539,3,E10_pet_2,old,0.158,0.197,0.135
E10,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.619,0.619,3,E10_pet_3,old,0.197,0.161,0.088
E11,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.606,0.606,3,E11_pet_1,old,0.2,0.142,0.125
E11,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.714,0.714,3,E11_pet_2,old,0.25,0.195,0.136
E11,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.627,0.627,3,E11_pet_3,old,0.224,0.175,0.127
E12,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.561,0.561,3,E12_pet_1,old,0.238,0.141,0.143
E12,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.698,0.698,3,E12_pet_2,old,0.192,0.17,0.288
