Speaker,Sound,Word,set,phon_ctxt_stress,syllable,Item.Word,onset_has_nasal,onset_has_lateral,onset_has_rhotic,coda_has_nasal,coda_has_lateral,coda_has_rhotic,has_long_vowel,syllable_duration,word_duration,num_of_segments,combo,Type,burst,closure,vowel
E13,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.449,0.449,3,E13_pet_1,old,0.087,0.179,0.101
E13,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.467,0.467,3,E13_pet_2,old,0.068,0.222,0.11
E13,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.458,0.458,3,E13_pet_3,old,0.073,0.217,0.078
E14,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.401,0.401,3,E14_pet_1,old,0.117,0.159,0.093
E14,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.435,0.435,3,E14_pet_2,old,0.137,0.16,0.103
E14,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.411,0.411,3,E14_pet_3,old,0.077,0.156,0.123
E15,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.419,0.419,3,E15_pet_1,old,0.118,0.116,0.118
E15,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.431,0.431,3,E15_pet_2,old,0.14,0.085,0.125
E15,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.45,0.45,3,E15_pet_3,old,0.167,0.129,0.098
E9,/t/,pet,1,yes,1,pet,no,no,no,no,no,no,no,0.413,0.413,3,E9_pet_1,old,0.11,0.115,0.126
E9,/t/,pet,2,yes,1,pet,no,no,no,no,no,no,no,0.464,0.464,3,E9_pet_2,old,0.139,0.129,0.141
E9,/t/,pet,3,yes,1,pet,no,no,no,no,no,no,no,0.301,0.301,3,E9_pet_3,old,0.008,0.087,0.138
E12,/d/,pond,1,yes,1,pond,no,no,no,yes,no,no,no,0.404,0.404,4,E12_pond_1,old,0.052,0.022,0.284
E12,/d/,pond,2,yes,1,pond,no,no,no,yes,no,no,no,0.462,0.462,4,E12_pond_2,old,0.076,0.024,0.299
E12,/d/,pond,3,yes,1,pond,no,no,no,yes,no,no,no,0.442,0.442,4,E12_pond_3,old,0.078,0.016,0.29
E3,/d/,pond,1,yes,1,pond,no,no,no,yes,no,no,no,0.535,0.535,4,E3_pond_1,old,0.088,0.019,0.334
E3,/d/,pond,2,yes,1,pond,no,no,no,yes,no,no,no,0.597,0.597,4,E3_pond_2,old,0.119,0.02,0.376
E3,/d/,pond,3,yes,1,pond,no,no,no,yes,no,no,no,0.543,0.543,4,E3_pond_3,old,0.123,0.018,0.337
E7,/d/,pond,1,yes,1,pond,no,no,no,yes,no,no,no,0.553,0.553,4,E7_pond_1,old,0.058,0.007,0.404
E7,/d/,pond,2,yes,1,pond,no,no,no,yes,no,no,no,0.684,0.684,4,E7_pond_2,old,0.061,0.225,0.291
E9,/d/,pond,1,yes,1,pond,no,no,no,yes,no,no,no,0.479,0.479,4,E9_pond_1,old,0.058,0.039,0.303
E9,/d/,pond,2,yes,1,pond,no,no,no,yes,no,no,no,0.554,0.554,4,E9_pond_2,old,0.1,0.073,0.314
E9,/d/,pond,3,yes,1,pond,no,no,no,yes,no,no,no,0.479,0.479,4,E9_pond_3,old,0.092,0.037,0.269
E1,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.429,0.429,3,E1_pot_1,old,0.106,0.115,0.13
E1,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.455,0.455,3,E1_pot_2,old,0.131,0.099,0.146
E1,/t/,pot,3,yes,1,pot,no,no,no,no,no,no,no,0.465,0.465,3,E1_pot_3,old,0.128,0.105,0.144
E10,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.533,0.533,3,E10_pot_1,old,0.133,0.155,0.173
E10,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.543,0.543,3,E10_pot_2,old,0.112,0.149,0.161
E10,/t/,pot,3,yes,1,pot,no,no,no,no,no,no,no,0.581,0.581,3,E10_pot_3,old,0.176,0.122,0.155
E11,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.601,0.601,3,E11_pot_1,old,0.166,0.113,0.211
E11,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.697,0.697,3,E11_pot_2,old,0.224,0.123,0.249
E11,/t/,pot,3,yes,1,pot,no,no,no,no,no,no,no,0.68,0.68,3,E11_pot_3,old,0.199,0.118,0.234
E13,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.508,0.508,3,E13_pot_1,old,0.074,0.201,0.116
E13,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.518,0.518,3,E13_pot_2,old,0.067,0.266,0.11
E13,/t/,pot,3,yes,1,pot,no,no,no,no,no,no,no,0.581,0.581,3,E13_pot_3,old,0.096,0.221,0.183
E14,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.493,0.493,3,E14_pot_1,old,0.139,0.123,0.189
E14,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.469,0.469,3,E14_pot_2,old,0.099,0.166,0.146
E14,/t/,pot,3,yes,1,pot,no,no,no,no,no,no,no,0.465,0.465,3,E14_pot_3,old,0.089,0.16,0.151
E15,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.527,0.527,3,E15_pot_1,old,0.13,0.154,0.149
E15,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.526,0.526,3,E15_pot_2,old,0.155,0.108,0.184
E15,/t/,pot,3,yes,1,pot,no,no,no,no,no,no,no,0.538,0.538,3,E15_pot_3,old,0.144,0.155,0.138
E9,/t/,pot,1,yes,1,pot,no,no,no,no,no,no,no,0.497,0.497,3,E9_pot_1,old,0.106,0.128,0.181
E9,/t/,pot,2,yes,1,pot,no,no,no,no,no,no,no,0.441,0.441,3,E9_pot_2,old,0.042,0.134,0.192
E12,/d/,pound,1,yes,1,pound,no,no,no,yes,no,no,yes,0.448,0.448,4,E12_pound_1,old,0.063,0.007,0.327
E12,/d/,pound,2,yes,1,pound,no,no,no,yes,no,no,yes,0.427,0.427,4,E12_pound_2,old,0.054,0.009,0.321
E3,/d/,pound,1,yes,1,pound,no,no,no,yes,no,no,yes,0.514,0.514,4,E3_pound_1,old,0.086,0.021,0.326
E3,/d/,pound,2,yes,1,pound,no,no,no,yes,no,no,yes,0.593,0.593,4,E3_pound_2,old,0.133,0.008,0.364
E3,/d/,pound,3,yes,1,pound,no,no,no,yes,no,no,yes,0.614,0.614,4,E3_pound_3,old,0.144,0.014,0.392
E7,/d/,pound,1,yes,1,pound,no,no,no,yes,no,no,yes,0.565,0.565,4,E7_pound_1,old,0.03,0.024,0.394
E7,/d/,pound,2,yes,1,pound,no,no,no,yes,no,no,yes,0.662,0.662,4,E7_pound_2,old,0.088,0.164,0.298
E9,/d/,pound,1,yes,1,pound,no,no,no,yes,no,no,yes,0.503,0.503,4,E9_pound_1,old,0.08,0.031,0.298
E9,/d/,pound,2,yes,1,pound,no,no,no,yes,no,no,yes,0.49,0.49,4,E9_pound_2,old,0.077,0.03,0.32
E9,/d/,pound,3,yes,1,pound,no,no,no,yes,no,no,yes,0.471,0.471,4,E9_pound_3,old,0.052,0.034,0.269
E1,/t/,pout,1,yes,1,pout,no,no,no,no,no,no,yes,0.455,0.455,3,E1_pout_1,old,0.135,0.077,0.133
E1,/t/,pout,2,yes,1,pout,no,no,no,no,no,no,yes,0.451,0.451,3,E1_pout_2,old,0.138,0.075,0.111
E1,/t/,pout,3,yes,1,pout,no,no,no,no,no,no,yes,0.43,0.43,3,E1_pout_3,old,0.123,0.081,0.131
E10,/t/,pout,1,yes,1,pout,no,no,no,no,no,no,yes,0.62,0.62,3,E10_pout_1,old,0.19,0.113,0.208
E10,/t/,pout,2,yes,1,pout,no,no,no,no,no,no,yes,0.559,0.559,3,E10_pout_2,old,0.138,0.146,0.163
E10,/t/,pout,3,yes,1,pout,no,no,no,no,no,no,yes,0.473,0.473,3,E10_pout_3,old,0.118,0.096,0.19
E11,/t/,pout,1,yes,1,pout,no,no,no,no,no,no,yes,0.754,0.754,3,E11_pout_1,old,0.278,0.118,0.209
E11,/t/,pout,2,yes,1,pout,no,no,no,no,no,no,yes,0.715,0.715,3,E11_pout_2,old,0.255,0.152,0.183
E11,/t/,pout,3,yes,1,pout,no,no,no,no,no,no,yes,0.692,0.692,3,E11_pout_3,old,0.222,0.149,0.189
E13,/t/,pout,1,yes,1,pout,no,no,no,no,no,no,yes,0.559,0.559,3,E13_pout_1,old,0.12,0.188,0.125
E13,/t/,pout,2,yes,1,pout,no,no,no,no,no,no,yes,0.55,0.55,3,E13_pout_2,old,0.093,0.214,0.135
E13,/t/,pout,3,yes,1,pout,no,no,no,no,no,no,yes,0.557,0.557,3,E13_pout_3,old,0.117,0.223,0.127
E14,/t/,pout,1,yes,1,pout,no,no,no,no,no,no,yes,0.479,0.479,3,E14_pout_1,old,0.117,0.148,0.161
E14,/t/,pout,2,yes,1,pout,no,no,no,no,no,no,yes,0.424,0.424,3,E14_pout_2,old,0.051,0.132,0.166
E14,/t/,pout,3,yes,1,pout,no,no,no,no,no,no,yes,0.502,0.502,3,E14_pout_3,old,0.117,0.174,0.138
E1,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.355,0.355,3,E1_put_1,old,0.104,0.111,0.095
E1,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.385,0.385,3,E1_put_2,old,0.101,0.119,0.082
E1,/t/,put,3,yes,1,put,no,no,no,no,no,no,no,0.388,0.388,3,E1_put_3,old,0.121,0.098,0.099
E10,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.492,0.492,3,E10_put_1,old,0.133,0.173,0.127
E10,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.46,0.46,3,E10_put_2,old,0.12,0.143,0.116
E10,/t/,put,3,yes,1,put,no,no,no,no,no,no,no,0.449,0.449,3,E10_put_3,old,0.116,0.169,0.091
E11,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.699,0.699,3,E11_put_1,old,0.293,0.106,0.155
E11,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.685,0.685,3,E11_put_2,old,0.272,0.152,0.166
E11,/t/,put,3,yes,1,put,no,no,no,no,no,no,no,0.635,0.635,3,E11_put_3,old,0.273,0.1,0.156
E12,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.382,0.382,3,E12_put_1,old,0.039,0.144,0.144
E12,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.234,0.234,3,E12_put_2,old,0.02,0.048,0.105
E13,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.426,0.426,3,E13_put_1,old,0.095,0.181,0.077
E13,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.441,0.441,3,E13_put_2,old,0.092,0.183,0.101
E14,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.461,0.461,3,E14_put_1,old,0.112,0.153,0.136
E14,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.483,0.483,3,E14_put_2,old,0.131,0.134,0.132
E14,/t/,put,3,yes,1,put,no,no,no,no,no,no,no,0.483,0.483,3,E14_put_3,old,0.101,0.207,0.102
E15,/t/,put,1,yes,1,put,no,no,no,no,no,no,no,0.452,0.452,3,E15_put_1,old,0.147,0.136,0.102
E15,/t/,put,2,yes,1,put,no,no,no,no,no,no,no,0.473,0.473,3,E15_put_2,old,0.196,0.122,0.108
E15,/t/,put,3,yes,1,put,no,no,no,no,no,no,no,0.436,0.436,3,E15_put_3,old,0.142,0.132,0.111
E12,/d/,ride,1,yes,1,ride,no,no,yes,no,no,no,yes,0.434,0.434,3,E12_ride_1,old,0.104,0.037,0.189
E12,/d/,ride,2,yes,1,ride,no,no,yes,no,no,no,yes,0.446,0.446,3,E12_ride_2,old,0.072,0.031,0.193
E12,/d/,ride,3,yes,1,ride,no,no,yes,no,no,no,yes,0.448,0.448,3,E12_ride_3,old,0.077,0.053,0.128
E3,/d/,ride,1,yes,1,ride,no,no,yes,no,no,no,yes,0.601,0.601,3,E3_ride_1,old,0.122,0.056,0.264
E3,/d/,ride,2,yes,1,ride,no,no,yes,no,no,no,yes,0.53,0.53,3,E3_ride_2,old,0.111,0.042,0.247
E3,/d/,ride,3,yes,1,ride,no,no,yes,no,no,no,yes,0.519,0.519,3,E3_ride_3,old,0.109,0.043,0.252
E7,/d/,ride,1,yes,1,ride,no,no,yes,no,no,no,yes,0.593,0.593,3,E7_ride_1,old,0.073,0.055,0.304
E7,/d/,ride,2,yes,1,ride,no,no,yes,no,no,no,yes,0.571,0.571,3,E7_ride_2,old,0.096,0.055,0.233
E7,/d/,ride,3,yes,1,ride,no,no,yes,no,no,no,yes,0.488,0.488,3,E7_ride_3,old,0.062,0.093,0.238
E9,/d/,ride,1,yes,1,ride,no,no,yes,no,no,no,yes,0.509,0.509,3,E9_ride_1,old,0.062,0.072,0.293
E9,/d/,ride,2,yes,1,ride,no,no,yes,no,no,no,yes,0.447,0.447,3,E9_ride_2,old,0.066,0.019,0.292
E9,/d/,ride,3,yes,1,ride,no,no,yes,no,no,no,yes,0.435,0.435,3,E9_ride_3,old,0.097,0.045,0.221
E12,/d/,rod,1,yes,1,rod,no,no,yes,no,no,no,no,0.412,0.412,3,E12_rod_1,old,0.086,0.04,0.177
E12,/d/,rod,2,yes,1,rod,no,no,yes,no,no,no,no,0.432,0.432,3,E12_rod_2,old,0.084,0.049,0.139
E12,/d/,rod,3,yes,1,rod,no,no,yes,no,no,no,no,0.423,0.423,3,E12_rod_3,old,0.055,0.045,0.154
E3,/d/,rod,1,yes,1,rod,no,no,yes,no,no,no,no,0.629,0.629,3,E3_rod_1,old,0.206,0.046,0.222
E3,/d/,rod,2,yes,1,rod,no,no,yes,no,no,no,no,0.469,0.469,3,E3_rod_2,old,0.114,0.027,0.223
E7,/d/,rod,1,yes,1,rod,no,no,yes,no,no,no,no,0.584,0.584,3,E7_rod_1,old,0.064,0.063,0.223
E7,/d/,rod,2,yes,1,rod,no,no,yes,no,no,no,no,0.462,0.462,3,E7_rod_2,old,0.055,0.084,0.232
E9,/d/,rod,1,yes,1,rod,no,no,yes,no,no,no,no,0.399,0.399,3,E9_rod_1,old,0.022,0.06,0.207
E9,/d/,rod,2,yes,1,rod,no,no,yes,no,no,no,no,0.476,0.476,3,E9_rod_2,old,0.104,0.053,0.217
E9,/d/,rod,3,yes,1,rod,no,no,yes,no,no,no,no,0.476,0.476,3,E9_rod_3,old,0.12,0.038,0.252
E12,/d/,rode,1,yes,1,rode,no,no,yes,no,no,no,no,0.458,0.458,3,E12_rode_1,old,0.125,0.037,0.189
E12,/d/,rode,2,yes,1,rode,no,no,yes,no,no,no,no,0.437,0.437,3,E12_rode_2,old,0.085,0.039,0.155
E12,/d/,rode,3,yes,1,rode,no,no,yes,no,no,no,no,0.386,0.386,3,E12_rode_3,old,0.075,0.043,0.12
E3,/d/,rode,1,yes,1,rode,no,no,yes,no,no,no,no,0.555,0.555,3,E3_rode_1,old,0.141,0.043,0.185
E3,/d/,rode,2,yes,1,rode,no,no,yes,no,no,no,no,0.562,0.562,3,E3_rode_2,old,0.219,0.024,0.189
E3,/d/,rode,3,yes,1,rode,no,no,yes,no,no,no,no,0.457,0.457,3,E3_rode_3,old,0.131,0.027,0.163
E7,/d/,rode,1,yes,1,rode,no,no,yes,no,no,no,no,0.5,0.5,3,E7_rode_1,old,0.072,0.073,0.187
E7,/d/,rode,2,yes,1,rode,no,no,yes,no,no,no,no,0.463,0.463,3,E7_rode_2,old,0.089,0.061,0.184
E7,/d/,rode,3,yes,1,rode,no,no,yes,no,no,no,no,0.58,0.58,3,E7_rode_3,old,0.089,0.121,0.192
E9,/d/,rode,1,yes,1,rode,no,no,yes,no,no,no,no,0.526,0.526,3,E9_rode_1,old,0.161,0.03,0.199
E9,/d/,rode,2,yes,1,rode,no,no,yes,no,no,no,no,0.492,0.492,3,E9_rode_2,old,0.093,0.035,0.2
E9,/d/,rode,3,yes,1,rode,no,no,yes,no,no,no,no,0.525,0.525,3,E9_rode_3,old,0.149,0.034,0.17
E1,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.428,0.428,3,E1_sad_1,old,0.044,0.027,0.195
E1,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.637,0.637,3,E1_sad_2,old,0.143,0.022,0.246
E1,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.597,0.597,3,E1_sad_3,old,0.088,0.033,0.22
E10,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.639,0.639,3,E10_sad_1,old,0.103,0.042,0.294
E10,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.615,0.615,3,E10_sad_2,old,0.069,0.048,0.323
E10,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.609,0.609,3,E10_sad_3,old,0.106,0.034,0.302
E11,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.824,0.824,3,E11_sad_1,old,0.15,0.085,0.319
E11,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.843,0.843,3,E11_sad_2,old,0.16,0.079,0.332
E11,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.793,0.793,3,E11_sad_3,old,0.077,0.088,0.337
E12,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.515,0.515,3,E12_sad_1,old,0.085,0.04,0.239
E12,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.507,0.507,3,E12_sad_2,old,0.092,0.038,0.242
E12,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.484,0.484,3,E12_sad_3,old,0.081,0.05,0.239
E13,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.692,0.692,3,E13_sad_1,old,0.067,0.067,0.35
E13,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.666,0.666,3,E13_sad_2,old,0.057,0.07,0.349
E13,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.651,0.651,3,E13_sad_3,old,0.051,0.079,0.35
E14,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.683,0.683,3,E14_sad_1,old,0.112,0.084,0.305
E14,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.682,0.682,3,E14_sad_2,old,0.073,0.086,0.314
E14,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.666,0.666,3,E14_sad_3,old,0.079,0.112,0.287
E15,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.6,0.6,3,E15_sad_1,old,0.106,0.04,0.264
E15,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.622,0.622,3,E15_sad_2,old,0.109,0.05,0.274
E15,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.659,0.659,3,E15_sad_3,old,0.12,0.034,0.296
E3,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.718,0.718,3,E3_sad_1,old,0.088,0.058,0.29
E3,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.624,0.624,3,E3_sad_2,old,0.122,0.029,0.296
E3,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.61,0.61,3,E3_sad_3,old,0.123,0.05,0.292
E7,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.68,0.68,3,E7_sad_1,old,0.061,0.074,0.316
E7,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.704,0.704,3,E7_sad_2,old,0.115,0.053,0.333
E7,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.637,0.637,3,E7_sad_3,old,0.076,0.071,0.313
E9,/d/,sad,1,yes,1,sad,no,no,no,no,no,no,no,0.549,0.549,3,E9_sad_1,old,0.067,0.058,0.28
E9,/d/,sad,2,yes,1,sad,no,no,no,no,no,no,no,0.594,0.594,3,E9_sad_2,old,0.108,0.058,0.268
E9,/d/,sad,3,yes,1,sad,no,no,no,no,no,no,no,0.572,0.572,3,E9_sad_3,old,0.096,0.051,0.269
E1,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.389,0.389,3,E1_said_1,old,0.055,0.025,0.159
E1,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.507,0.507,3,E1_said_2,old,0.11,0.022,0.153
E10,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.497,0.497,3,E10_said_1,old,0.058,0.051,0.184
E10,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.55,0.55,3,E10_said_2,old,0.108,0.059,0.198
E10,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.476,0.476,3,E10_said_3,old,0.082,0.059,0.154
E11,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.738,0.738,3,E11_said_1,old,0.141,0.107,0.188
E11,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.757,0.757,3,E11_said_2,old,0.147,0.143,0.168
E11,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.765,0.765,3,E11_said_3,old,0.141,0.139,0.185
E12,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.46,0.46,3,E12_said_1,old,0.081,0.039,0.187
E12,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.482,0.482,3,E12_said_2,old,0.114,0.044,0.182
E12,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.453,0.453,3,E12_said_3,old,0.089,0.052,0.168
E13,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.541,0.541,3,E13_said_1,old,0.081,0.094,0.184
E13,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.533,0.533,3,E13_said_2,old,0.078,0.087,0.186
E13,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.583,0.583,3,E13_said_3,old,0.099,0.078,0.193
E14,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.54,0.54,3,E14_said_1,old,0.06,0.113,0.194
E14,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.559,0.559,3,E14_said_2,old,0.091,0.102,0.205
E14,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.567,0.567,3,E14_said_3,old,0.114,0.091,0.19
E15,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.591,0.591,3,E15_said_1,old,0.089,0.061,0.232
E15,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.67,0.67,3,E15_said_2,old,0.128,0.092,0.216
E15,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.611,0.611,3,E15_said_3,old,0.113,0.121,0.193
E3,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.569,0.569,3,E3_said_1,old,0.142,0.029,0.212
E3,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.567,0.567,3,E3_said_2,old,0.132,0.036,0.215
E3,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.572,0.572,3,E3_said_3,old,0.158,0.037,0.211
E7,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.616,0.616,3,E7_said_1,old,0.079,0.077,0.233
E7,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.636,0.636,3,E7_said_2,old,0.113,0.087,0.253
E7,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.634,0.634,3,E7_said_3,old,0.107,0.098,0.231
E9,/d/,said,1,yes,1,said,no,no,no,no,no,no,no,0.463,0.463,3,E9_said_1,old,0.032,0.066,0.186
E9,/d/,said,2,yes,1,said,no,no,no,no,no,no,no,0.462,0.462,3,E9_said_2,old,0.051,0.05,0.182
E9,/d/,said,3,yes,1,said,no,no,no,no,no,no,no,0.453,0.453,3,E9_said_3,old,0.049,0.054,0.176
E10,/t/,shot,1,yes,1,shot,no,no,no,no,no,no,no,0.604,0.604,3,E10_shot_1,old,0.091,0.162,0.171
E10,/t/,shot,2,yes,1,shot,no,no,no,no,no,no,no,0.658,0.658,3,E10_shot_2,old,0.105,0.124,0.185
E10,/t/,shot,3,yes,1,shot,no,no,no,no,no,no,no,0.629,0.629,3,E10_shot_3,old,0.076,0.116,0.19
E11,/t/,shot,1,yes,1,shot,no,no,no,no,no,no,no,0.74,0.74,3,E11_shot_1,old,0.211,0.124,0.179
E11,/t/,shot,2,yes,1,shot,no,no,no,no,no,no,no,0.808,0.808,3,E11_shot_2,old,0.203,0.107,0.249
E11,/t/,shot,3,yes,1,shot,no,no,no,no,no,no,no,0.799,0.799,3,E11_shot_3,old,0.149,0.158,0.203
E13,/t/,shot,1,yes,1,shot,no,no,no,no,no,no,no,0.675,0.675,3,E13_shot_1,old,0.109,0.178,0.187
E13,/t/,shot,2,yes,1,shot,no,no,no,no,no,no,no,0.683,0.683,3,E13_shot_2,old,0.125,0.132,0.252
E13,/t/,shot,3,yes,1,shot,no,no,no,no,no,no,no,0.682,0.682,3,E13_shot_3,old,0.094,0.245,0.176
E14,/t/,shot,1,yes,1,shot,no,no,no,no,no,no,no,0.634,0.634,3,E14_shot_1,old,0.156,0.16,0.14
E14,/t/,shot,2,yes,1,shot,no,no,no,no,no,no,no,0.583,0.583,3,E14_shot_2,old,0.068,0.149,0.144
E14,/t/,shot,3,yes,1,shot,no,no,no,no,no,no,no,0.65,0.65,3,E14_shot_3,old,0.103,0.18,0.15
E15,/t/,shot,1,yes,1,shot,no,no,no,no,no,no,no,0.544,0.544,3,E15_shot_1,old,0.081,0.161,0.136
E15,/t/,shot,2,yes,1,shot,no,no,no,no,no,no,no,0.624,0.624,3,E15_shot_2,old,0.143,0.132,0.193
E15,/t/,shot,3,yes,1,shot,no,no,no,no,no,no,no,0.61,0.61,3,E15_shot_3,old,0.116,0.122,0.187
E1,/t/,shout,1,yes,1,shout,no,no,no,no,no,no,yes,0.451,0.451,3,E1_shout_1,old,0.025,0.079,0.156
E1,/t/,shout,2,yes,1,shout,no,no,no,no,no,no,yes,0.601,0.601,3,E1_shout_2,old,0.111,0.086,0.151
E1,/t/,shout,3,yes,1,shout,no,no,no,no,no,no,yes,0.57,0.57,3,E1_shout_3,old,0.111,0.063,0.144
E10,/t/,shout,1,yes,1,shout,no,no,no,no,no,no,yes,0.748,0.748,3,E10_shout_1,old,0.136,0.129,0.246
E10,/t/,shout,2,yes,1,shout,no,no,no,no,no,no,yes,0.683,0.683,3,E10_shout_2,old,0.142,0.097,0.249
E10,/t/,shout,3,yes,1,shout,no,no,no,no,no,no,yes,0.594,0.594,3,E10_shout_3,old,0.114,0.103,0.196
E11,/t/,shout,1,yes,1,shout,no,no,no,no,no,no,yes,0.746,0.746,3,E11_shout_1,old,0.177,0.153,0.148
E11,/t/,shout,2,yes,1,shout,no,no,no,no,no,no,yes,0.75,0.75,3,E11_shout_2,old,0.168,0.138,0.196
E11,/t/,shout,3,yes,1,shout,no,no,no,no,no,no,yes,0.748,0.748,3,E11_shout_3,old,0.169,0.147,0.186
E13,/t/,shout,1,yes,1,shout,no,no,no,no,no,no,yes,0.649,0.649,3,E13_shout_1,old,0.047,0.204,0.192
E13,/t/,shout,2,yes,1,shout,no,no,no,no,no,no,yes,0.648,0.648,3,E13_shout_2,old,0.049,0.217,0.23
E13,/t/,shout,3,yes,1,shout,no,no,no,no,no,no,yes,0.65,0.65,3,E13_shout_3,old,0.05,0.174,0.225
E14,/t/,shout,1,yes,1,shout,no,no,no,no,no,no,yes,0.641,0.641,3,E14_shout_1,old,0.144,0.155,0.167
E14,/t/,shout,2,yes,1,shout,no,no,no,no,no,no,yes,0.649,0.649,3,E14_shout_2,old,0.078,0.12,0.222
E14,/t/,shout,3,yes,1,shout,no,no,no,no,no,no,yes,0.557,0.557,3,E14_shout_3,old,0.069,0.154,0.167
