word,sound,block,phon_ctxt_stress,phon_pre_nasal,phon_post_nasal,phon_post_fricative,syllable,word_duration,rhyme,cues,burst,closure,vowel
send,d,test,yes,no,yes,no,1,615,383,proportional,0.092682927,0.097560976,0.432520325
send,d,test,yes,no,yes,no,1,615,383,proportional_rhyme,0.148825065,0.156657963,0.694516971
send,d,test,yes,no,yes,no,1,615,383,raw,57,60,266
set,t,test,yes,no,no,no,1,650,388,proportional,0.146153846,0.106153846,0.344615385
set,t,test,yes,no,no,no,1,650,388,proportional_rhyme,0.244845361,0.177835052,0.577319588
set,t,test,yes,no,no,no,1,650,388,raw,95,69,224
side,d,test,yes,no,no,no,1,636,336,proportional,0.072327044,0.09591195,0.360062893
side,d,test,yes,no,no,no,1,636,336,proportional_rhyme,0.136904762,0.181547619,0.681547619
side,d,test,yes,no,no,no,1,636,336,raw,46,61,229
sight,t,test,yes,no,no,no,1,732,452,proportional,0.206284153,0.042349727,0.368852459
sight,t,test,yes,no,no,no,1,732,452,proportional_rhyme,0.334070796,0.068584071,0.597345133
sight,t,test,yes,no,no,no,1,732,452,raw,151,31,270
skid,d,test,yes,no,no,no,1,564,259,proportional,0.132978723,0.085106383,0.241134752
skid,d,test,yes,no,no,no,1,564,259,proportional_rhyme,0.28957529,0.185328185,0.525096525
skid,d,test,yes,no,no,no,1,564,259,raw,75,48,136
skit,t,test,yes,no,no,no,1,735,370,proportional,0.180952381,0.082993197,0.239455782
skit,t,test,yes,no,no,no,1,735,370,proportional_rhyme,0.359459459,0.164864865,0.475675676
skit,t,test,yes,no,no,no,1,735,370,raw,133,61,176
slid,d,test,yes,yes,no,no,1,556,285,proportional,0.095323741,0.163669065,0.253597122
slid,d,test,yes,yes,no,no,1,556,285,proportional_rhyme,0.185964912,0.319298246,0.494736842
slid,d,test,yes,yes,no,no,1,556,285,raw,53,91,141
slide,d,test,yes,yes,no,no,1,640,321,proportional,0.1140625,0.08125,0.30625
slide,d,test,yes,yes,no,no,1,640,321,proportional_rhyme,0.22741433,0.161993769,0.6105919
slide,d,test,yes,yes,no,no,1,640,321,raw,73,52,196
slight,t,test,yes,yes,no,no,1,772,393,proportional,0.174870466,0.044041451,0.29015544
slight,t,test,yes,yes,no,no,1,772,393,proportional_rhyme,0.34351145,0.086513995,0.569974555
slight,t,test,yes,yes,no,no,1,772,393,raw,135,34,224
slit,t,test,yes,yes,no,no,1,649,316,proportional,0.19568567,0.073959938,0.217257319
slit,t,test,yes,yes,no,no,1,649,316,proportional_rhyme,0.401898734,0.151898734,0.446202532
slit,t,test,yes,yes,no,no,1,649,316,raw,127,48,141
spade,d,test,yes,no,no,no,1,667,368,proportional,0.11994003,0.115442279,0.316341829
spade,d,test,yes,no,no,no,1,667,368,proportional_rhyme,0.217391304,0.20923913,0.573369565
spade,d,test,yes,no,no,no,1,667,368,raw,80,77,211
spate,t,test,yes,no,no,no,1,768,447,proportional,0.171875,0.111979167,0.298177083
spate,t,test,yes,no,no,no,1,768,447,proportional_rhyme,0.295302013,0.192393736,0.512304251
spate,t,test,yes,no,no,no,1,768,447,raw,132,86,229
Swede,d,test,yes,no,no,no,1,637,271,proportional,0.108320251,0.12244898,0.19466248
Swede,d,test,yes,no,no,no,1,637,271,proportional_rhyme,0.254612546,0.287822878,0.457564576
Swede,d,test,yes,no,no,no,1,637,271,raw,69,78,124
sweet,t,test,yes,no,no,no,1,710,371,proportional,0.192957746,0.125352113,0.204225352
sweet,t,test,yes,no,no,no,1,710,371,proportional_rhyme,0.369272237,0.239892183,0.39083558
sweet,t,test,yes,no,no,no,1,710,371,raw,137,89,145
unemployed,d,exposure,yes,yes,no,no,3,844,348,proportional,0.091232227,0.046208531,0.274881517
unemployed,d,exposure,yes,yes,no,no,3,844,348,proportional_rhyme,0.221264368,0.112068966,0.666666667
unemployed,d,exposure,yes,yes,no,no,3,844,348,raw,77,39,232
unmarried,d,exposure,no,yes,no,no,3,722,217,proportional,0.078947368,0.060941828,0.16066482
unmarried,d,exposure,no,yes,no,no,3,722,217,proportional_rhyme,0.262672811,0.202764977,0.534562212
unmarried,d,exposure,no,yes,no,no,3,722,217,raw,57,44,116
unparalleled,d,exposure,no,yes,yes,no,4,891,297,proportional,0.065095398,0.058361392,0.209876543
unparalleled,d,exposure,no,yes,yes,no,4,891,297,proportional_rhyme,0.195286195,0.175084175,0.62962963
unparalleled,d,exposure,no,yes,yes,no,4,891,297,raw,58,52,187
unprepared,d,exposure,yes,no,no,no,3,961,332,proportional,0.069719043,0.054110302,0.221644121
unprepared,d,exposure,yes,no,no,no,3,961,332,proportional_rhyme,0.201807229,0.156626506,0.641566265
unprepared,d,exposure,yes,no,no,no,3,961,332,raw,67,52,213
wade,d,test,yes,no,no,no,1,438,304,proportional,0.157534247,0.146118721,0.390410959
wade,d,test,yes,no,no,no,1,438,304,proportional_rhyme,0.226973684,0.210526316,0.5625
wade,d,test,yes,no,no,no,1,438,304,raw,69,64,171
wait,t,test,yes,no,no,no,1,599,355,proportional,0.178631052,0.121869783,0.292153589
wait,t,test,yes,no,no,no,1,599,355,proportional_rhyme,0.301408451,0.205633803,0.492957746
wait,t,test,yes,no,no,no,1,599,355,raw,107,73,175
wed,d,test,yes,no,no,no,1,482,290,proportional,0.132780083,0.163900415,0.304979253
wed,d,test,yes,no,no,no,1,482,290,proportional_rhyme,0.220689655,0.272413793,0.506896552
wed,d,test,yes,no,no,no,1,482,290,raw,64,79,147
weed,d,test,yes,no,no,no,1,471,335,proportional,0.157112527,0.121019108,0.433121019
weed,d,test,yes,no,no,no,1,471,335,proportional_rhyme,0.220895522,0.170149254,0.608955224
weed,d,test,yes,no,no,no,1,471,335,raw,74,57,204
wet,t,test,yes,no,no,no,1,618,436,proportional,0.291262136,0.150485437,0.263754045
wet,t,test,yes,no,no,no,1,618,436,proportional_rhyme,0.412844037,0.213302752,0.373853211
wet,t,test,yes,no,no,no,1,618,436,raw,180,93,163
wheat,t,test,yes,no,no,no,1,577,343,proportional,0.254766031,0.114384749,0.225303293
wheat,t,test,yes,no,no,no,1,577,343,proportional_rhyme,0.428571429,0.192419825,0.379008746
wheat,t,test,yes,no,no,no,1,577,343,raw,147,66,130
white,t,test,yes,no,no,no,1,686,397,proportional,0.189504373,0.06851312,0.320699708
white,t,test,yes,no,no,no,1,686,397,proportional_rhyme,0.327455919,0.118387909,0.554156171
white,t,test,yes,no,no,no,1,686,397,raw,130,47,220
wide,d,test,yes,no,no,no,1,480,333,proportional,0.14375,0.141666667,0.408333333
wide,d,test,yes,no,no,no,1,480,333,proportional_rhyme,0.207207207,0.204204204,0.588588589
wide,d,test,yes,no,no,no,1,480,333,raw,69,68,196
wrote,t,test,yes,yes,no,no,1,684,430,proportional,0.289473684,0.064327485,0.274853801
wrote,t,test,yes,yes,no,no,1,684,430,proportional_rhyme,0.460465116,0.102325581,0.437209302
wrote,t,test,yes,yes,no,no,1,684,430,raw,198,44,188
